origin_city,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
"Cincinnati, OH","Philadelphia, PA",144,16,148,0,131,263,16,1280
"Cincinnati, OH","Phoenix, AZ",81,11,81,0,48,139,6,651
"Cincinnati, OH","Portland, ME",1,1,2,0,1,3,0,36
"Cincinnati, OH","Providence, RI",2,0,2,0,2,3,0,18
"Cincinnati, OH","Punta Gorda, FL",24,5,33,1,15,46,4,317
"Cincinnati, OH","Raleigh/Durham, NC",42,19,49,0,61,114,8,672
"Cincinnati, OH","Salt Lake City, UT",41,14,31,0,29,74,3,676
"Cincinnati, OH","Sanford, FL",38,9,40,0,38,74,4,340
"Cincinnati, OH","Sarasota/Bradenton, FL",22,3,22,0,10,42,8,241
"Cincinnati, OH","Savannah, GA",14,4,9,0,27,34,3,173
"Cincinnati, OH","Seattle, WA",40,8,61,3,91,126,16,714
"Cincinnati, OH","St. Louis, MO",0,0,0,0,0,0,0,1
"Cincinnati, OH","St. Petersburg, FL",47,10,42,0,31,80,6,364
"Cincinnati, OH","Tampa, FL",94,8,95,0,136,206,25,980
"Cincinnati, OH","Valparaiso, FL",47,14,30,1,47,86,5,400
"Cincinnati, OH","Washington, DC",209,27,302,0,185,449,28,2319
"Cincinnati, OH","West Palm Beach/Palm Beach, FL",8,2,13,0,3,19,1,81
"Clarksburg/Fairmont, WV","Myrtle Beach, SC",7,0,7,2,12,13,0,22
"Clarksburg/Fairmont, WV","Sanford, FL",28,3,21,2,35,44,2,117
"Clarksburg/Fairmont, WV","St. Petersburg, FL",2,2,6,0,2,10,1,57
"Clarksburg/Fairmont, WV","Valparaiso, FL",1,1,2,0,4,4,2,11
"Cleveland, OH","Atlanta, GA",257,13,227,1,239,450,24,3007
"Cleveland, OH","Austin, TX",21,1,24,0,20,38,2,111
"Cleveland, OH","Baltimore, MD",72,2,57,0,92,123,7,999
"Cleveland, OH","Boston, MA",118,7,188,0,110,280,21,1712
"Cleveland, OH","Charleston, SC",6,0,4,0,4,10,2,51
"Cleveland, OH","Charlotte, NC",193,16,208,0,250,405,32,1888
"Cleveland, OH","Chicago, IL",271,17,333,2,318,597,51,4092
"Cleveland, OH","Dallas/Fort Worth, TX",216,16,225,0,200,395,38,1677
"Cleveland, OH","Denver, CO",183,5,149,2,159,307,10,1860
"Cleveland, OH","Detroit, MI",137,36,78,0,50,221,10,1477
"Cleveland, OH","Fort Lauderdale, FL",76,6,98,1,44,143,12,1049
"Cleveland, OH","Fort Myers, FL",77,6,102,0,78,176,35,1093
"Cleveland, OH","Houston, TX",80,5,126,0,58,174,17,1246
"Cleveland, OH","Jacksonville, FL",1,0,7,0,8,11,2,46
"Cleveland, OH","Las Vegas, NV",131,7,84,0,118,215,13,911
"Cleveland, OH","Los Angeles, CA",57,2,52,0,30,86,11,708
"Cleveland, OH","Miami, FL",73,2,63,0,53,127,17,664
"Cleveland, OH","Minneapolis, MN",88,24,109,0,97,211,13,1291
"Cleveland, OH","Myrtle Beach, SC",23,0,17,0,18,29,8,183
"Cleveland, OH","Nashville, TN",57,0,44,0,92,105,4,759
"Cleveland, OH","New Orleans, LA",9,0,9,0,11,14,2,42
"Cleveland, OH","New York, NY",248,27,393,5,314,658,131,4577
"Cleveland, OH","Newark, NJ",71,8,232,0,98,302,57,1938
"Cleveland, OH","Orlando, FL",209,10,205,0,272,439,51,2043
"Cleveland, OH","Pensacola, FL",7,0,4,0,3,6,1,36
"Cleveland, OH","Philadelphia, PA",156,7,218,3,190,315,23,1241
"Cleveland, OH","Phoenix, AZ",119,4,96,2,90,182,9,873
"Cleveland, OH","Pittsburgh, PA",3,0,3,0,2,5,5,39
"Cleveland, OH","Raleigh/Durham, NC",26,1,14,0,25,37,6,212
"Cleveland, OH","Salt Lake City, UT",15,2,11,0,8,26,4,106
"Cleveland, OH","San Francisco, CA",29,2,33,0,11,52,11,470
"Cleveland, OH","San Juan, PR",35,1,46,0,32,61,5,203
"Cleveland, OH","Sarasota/Bradenton, FL",42,2,43,0,41,76,11,270
"Cleveland, OH","Savannah, GA",5,0,6,0,6,8,0,40
"Cleveland, OH","Seattle, WA",7,0,56,2,59,90,4,439
"Cleveland, OH","St. Louis, MO",58,3,37,3,86,101,4,705
"Cleveland, OH","Tampa, FL",128,8,117,0,167,256,30,1055
"Cleveland, OH","Washington, DC",121,9,160,0,161,270,24,1991
"Cleveland, OH","West Palm Beach/Palm Beach, FL",1,0,2,0,0,2,0,2
"Cody, WY","Denver, CO",74,16,61,1,40,133,5,631
"College Station/Bryan, TX","Chicago, IL",0,0,1,0,0,1,0,2
"College Station/Bryan, TX","Dallas/Fort Worth, TX",75,35,90,0,105,209,28,1118
"College Station/Bryan, TX","Washington, DC",0,0,0,0,0,0,0,2
"Colorado Springs, CO","Atlanta, GA",37,6,41,0,18,65,3,460
"Colorado Springs, CO","Baltimore, MD",12,0,19,0,15,25,1,209
"Colorado Springs, CO","Chicago, IL",76,4,48,0,66,124,9,998
"Colorado Springs, CO","Dallas, TX",80,4,101,1,99,160,4,889
"Colorado Springs, CO","Dallas/Fort Worth, TX",227,41,253,1,251,476,33,1985
"Colorado Springs, CO","Denver, CO",379,60,322,0,308,775,72,5006
"Colorado Springs, CO","Houston, TX",63,7,41,0,30,100,8,531
"Colorado Springs, CO","Las Vegas, NV",67,4,100,0,123,173,4,913
"Colorado Springs, CO","Long Beach, CA",18,0,20,0,18,29,1,195
"Colorado Springs, CO","Minneapolis, MN",20,1,23,0,30,41,1,94
"Colorado Springs, CO","Phoenix, AZ",67,6,73,0,118,156,4,976
"Colorado Springs, CO","Salt Lake City, UT",20,4,4,0,0,23,0,366
"Colorado Springs, CO","San Antonio, TX",5,0,1,0,9,10,0,16
"Colorado Springs, CO","San Diego, CA",1,0,3,0,2,4,0,16
"Columbia, MO","Chicago, IL",68,19,88,1,71,141,8,583
"Columbia, MO","Dallas/Fort Worth, TX",122,60,136,1,148,266,28,1196
"Columbia, SC","Atlanta, GA",88,23,109,0,148,234,16,2229
"Columbia, SC","Charlotte, NC",106,10,167,3,115,249,9,1244
"Columbia, SC","Chicago, IL",71,4,57,0,19,113,5,726
"Columbia, SC","Dallas/Fort Worth, TX",138,17,114,0,116,213,21,728
"Columbia, SC","Miami, FL",1,1,1,0,0,1,0,13
"Columbia, SC","New York, NY",58,20,59,0,54,117,31,850
"Columbia, SC","Oklahoma City, OK",0,0,0,0,0,0,0,1
"Columbia, SC","Washington, DC",135,12,139,0,141,247,24,1026
"Columbus, GA","Atlanta, GA",105,22,71,0,55,159,22,1001
"Columbus, MS","Atlanta, GA",15,4,42,0,33,69,8,732
"Columbus, OH","Atlanta, GA",167,15,199,2,203,370,21,3077
"Columbus, OH","Austin, TX",26,1,39,0,34,47,1,351
"Columbus, OH","Baltimore, MD",81,3,36,0,91,116,2,1098
"Columbus, OH","Boston, MA",83,9,173,0,83,242,15,1802
"Columbus, OH","Cedar Rapids/Iowa City, IA",0,0,0,0,0,0,0,1
"Columbus, OH","Charleston, SC",2,0,3,0,5,7,3,20
"Columbus, OH","Charlotte, NC",199,24,255,1,275,456,20,2042
"Columbus, OH","Chicago, IL",432,29,494,2,398,839,42,4610
"Columbus, OH","Dallas, TX",47,4,35,1,59,76,4,401
"Columbus, OH","Dallas/Fort Worth, TX",168,15,161,2,168,303,33,1720
"Columbus, OH","Denver, CO",179,11,166,2,166,317,11,1809
"Columbus, OH","Detroit, MI",143,35,59,0,18,204,5,1492
"Columbus, OH","Eugene, OR",0,0,0,0,0,0,0,2
"Columbus, OH","Fort Lauderdale, FL",118,9,167,6,120,254,10,1156
"Columbus, OH","Fort Myers, FL",54,4,61,1,77,116,10,644
"Columbus, OH","Houston, TX",127,7,136,0,82,204,19,978
"Columbus, OH","Kansas City, MO",1,0,1,0,2,1,0,21
"Columbus, OH","Knoxville, TN",0,0,0,0,0,0,0,1
"Columbus, OH","Las Vegas, NV",126,9,146,3,130,232,9,1109
"Columbus, OH","Los Angeles, CA",33,3,35,0,23,51,4,314
"Columbus, OH","Miami, FL",78,12,59,0,67,133,6,827
"Columbus, OH","Minneapolis, MN",72,23,69,0,61,166,10,1243
"Columbus, OH","Myrtle Beach, SC",10,2,17,0,17,29,6,160
"Columbus, OH","Nashville, TN",38,2,18,1,82,97,3,757
"Columbus, OH","New Orleans, LA",4,0,5,0,10,10,2,36
"Columbus, OH","New York, NY",251,23,422,0,155,565,80,4754
"Columbus, OH","Newark, NJ",77,4,161,0,32,208,34,2002
"Columbus, OH","Omaha, NE",0,0,0,0,0,0,0,2
"Columbus, OH","Orlando, FL",157,13,215,0,218,362,36,2151
"Columbus, OH","Philadelphia, PA",86,7,166,0,139,258,25,1469
"Columbus, OH","Phoenix, AZ",81,4,60,1,64,129,3,1039
"Columbus, OH","Portland, OR",0,0,0,0,0,0,0,2
"Columbus, OH","Punta Gorda, FL",21,4,29,0,38,52,4,161
"Columbus, OH","Salt Lake City, UT",7,0,4,0,0,10,2,207
"Columbus, OH","San Diego, CA",5,0,2,0,6,7,0,9
"Columbus, OH","San Francisco, CA",80,2,60,0,56,113,5,329
"Columbus, OH","Sanford, FL",32,3,21,0,50,54,2,142
"Columbus, OH","Sarasota/Bradenton, FL",21,2,26,1,27,43,16,268
"Columbus, OH","Savannah, GA",6,2,7,0,14,20,0,114
"Columbus, OH","Seattle, WA",19,10,47,1,49,80,9,471
"Columbus, OH","St. Louis, MO",40,0,29,0,89,110,8,656
"Columbus, OH","St. Petersburg, FL",7,4,15,0,26,34,3,140
"Columbus, OH","Tampa, FL",80,6,87,1,124,171,20,892
"Columbus, OH","Valparaiso, FL",7,0,8,0,10,13,1,93
"Columbus, OH","Washington, DC",156,17,187,0,175,329,21,2658
"Concord, NC","Fort Lauderdale, FL",32,4,28,0,54,66,6,191
"Concord, NC","Punta Gorda, FL",11,1,20,0,24,31,1,118
"Concord, NC","Sanford, FL",22,4,24,0,49,56,4,179
"Concord, NC","St. Petersburg, FL",19,7,23,0,36,52,5,215
"Cordova, AK","Anchorage, AK",14,0,43,14,54,72,12,363
"Cordova, AK","Yakutat, AK",8,2,24,1,46,52,2,363
"Corpus Christi, TX","Dallas, TX",0,0,0,0,0,0,0,9
"Corpus Christi, TX","Dallas/Fort Worth, TX",124,105,248,1,276,435,50,2499
"Corpus Christi, TX","Houston, TX",73,6,130,0,117,209,16,1363
"Dallas, TX","Albuquerque, NM",234,15,143,2,286,377,19,1696
"Dallas, TX","Amarillo, TX",147,7,64,0,216,253,9,1274
"Dallas, TX","Atlanta, GA",423,53,290,3,456,695,29,3538
"Dallas, TX","Austin, TX",306,21,221,3,384,511,31,2510
"Dallas, TX","Baltimore, MD",248,21,194,4,256,390,23,1824
"Dallas, TX","Birmingham, AL",156,6,113,0,187,245,8,930
"Dallas, TX","Boise, ID",1,0,2,0,1,2,0,9
"Dallas, TX","Boston, MA",5,0,13,1,4,13,0,39
"Dallas, TX","Bozeman, MT",3,0,2,1,3,4,0,26
"Dallas, TX","Buffalo, NY",1,0,0,0,1,1,0,9
"Dallas, TX","Burbank, CA",82,7,42,0,95,114,1,459
"Dallas, TX","Charleston, SC",40,5,39,1,47,74,2,322
"Dallas, TX","Charlotte, NC",84,4,56,0,100,124,0,383
"Dallas, TX","Chicago, IL",452,25,262,2,492,681,46,3402
"Dallas, TX","Colorado Springs, CO",134,12,66,0,163,199,2,889
"Dallas, TX","Columbus, OH",67,5,44,1,87,103,0,409
"Dallas, TX","Corpus Christi, TX",1,0,0,0,0,1,0,9
"Dallas, TX","Denver, CO",454,34,349,2,521,734,42,3283
"Dallas, TX","Detroit, MI",1,0,1,0,0,1,0,1
"Dallas, TX","El Paso, TX",244,14,136,1,285,382,17,1740
"Dallas, TX","Fort Lauderdale, FL",110,9,93,3,129,192,8,779
"Dallas, TX","Fort Myers, FL",21,2,19,0,24,35,2,151
"Dallas, TX","Fresno, CA",0,0,0,0,0,0,0,9
"Dallas, TX","Harlingen/San Benito, TX",40,1,18,0,55,67,1,276
"Dallas, TX","Hayden, CO",4,2,13,0,5,11,1,102
"Dallas, TX","Houston, TX",619,52,540,2,725,1082,102,4718
"Dallas, TX","Indianapolis, IN",108,6,38,1,135,164,3,696
"Dallas, TX","Jacksonville, FL",22,4,29,1,37,45,0,148
"Dallas, TX","Kansas City, MO",292,21,142,4,369,452,24,2035
"Dallas, TX","Las Vegas, NV",389,31,276,3,482,647,26,2931
"Dallas, TX","Little Rock, AR",145,8,37,0,164,205,6,1014
"Dallas, TX","Long Beach, CA",93,5,48,1,92,118,4,637
"Dallas, TX","Los Angeles, CA",298,21,166,1,294,424,15,1825
"Dallas, TX","Louisville, KY",18,1,18,0,18,36,0,141
"Dallas, TX","Lubbock, TX",196,11,104,2,268,334,16,1603
"Dallas, TX","Memphis, TN",75,8,43,2,87,116,2,464
"Dallas, TX","Miami, FL",44,6,51,0,44,86,7,456
"Dallas, TX","Midland/Odessa, TX",158,10,93,2,224,287,22,1466
"Dallas, TX","Milwaukee, WI",75,5,41,0,72,95,4,400
"Dallas, TX","Minneapolis, MN",12,0,9,0,13,17,0,80
"Dallas, TX","Montrose/Delta, CO",11,2,12,0,12,22,0,111
"Dallas, TX","Myrtle Beach, SC",8,0,7,0,6,15,0,40
"Dallas, TX","Nashville, TN",284,26,176,4,362,473,26,2405
"Dallas, TX","New Orleans, LA",311,24,227,5,367,499,29,2288
"Dallas, TX","New York, NY",183,16,167,2,161,293,18,1356
"Dallas, TX","Norfolk, VA",8,0,12,0,9,16,0,77
"Dallas, TX","Oakland, CA",109,4,62,1,121,157,4,671
"Dallas, TX","Omaha, NE",52,2,38,0,62,90,5,433
"Dallas, TX","Ontario, CA",77,4,37,0,73,98,3,382
"Dallas, TX","Orlando, FL",394,38,361,1,446,671,55,2694
"Dallas, TX","Palm Springs, CA",25,2,13,0,16,31,1,140
"Dallas, TX","Panama City, FL",90,7,64,0,108,143,2,694
"Dallas, TX","Pensacola, FL",36,6,44,1,43,68,1,442
"Dallas, TX","Philadelphia, PA",9,0,12,1,5,17,0,47
"Dallas, TX","Phoenix, AZ",451,30,245,4,518,665,29,3089
"Dallas, TX","Pittsburgh, PA",47,7,36,0,48,72,2,360
"Dallas, TX","Portland, OR",39,1,31,1,39,57,0,146
"Dallas, TX","Providence, RI",1,0,1,0,1,1,0,17
"Dallas, TX","Raleigh/Durham, NC",79,5,48,0,68,98,2,406
"Dallas, TX","Reno, NV",16,1,12,0,13,24,1,75
"Dallas, TX","Sacramento, CA",102,2,70,0,105,137,4,560
"Dallas, TX","Salt Lake City, UT",97,13,62,0,103,149,2,670
"Dallas, TX","San Antonio, TX",314,21,208,1,379,514,33,2725
"Dallas, TX","San Diego, CA",276,19,207,1,280,406,11,1490
"Dallas, TX","San Francisco, CA",1,1,1,0,0,3,1,22
"Dallas, TX","San Jose, CA",91,5,53,2,94,135,1,607
"Dallas, TX","Santa Ana, CA",57,1,38,1,66,86,1,370
"Dallas, TX","Sarasota/Bradenton, FL",22,1,17,0,23,36,2,128
"Dallas, TX","Savannah, GA",47,6,57,1,59,79,1,376
"Dallas, TX","Seattle, WA",31,9,65,0,47,78,8,393
"Dallas, TX","Spokane, WA",2,0,1,0,1,2,0,9
"Dallas, TX","St. Louis, MO",266,19,119,0,315,390,17,2083
"Dallas, TX","Tampa, FL",221,17,205,3,241,367,29,1335
"Dallas, TX","Tucson, AZ",11,2,4,0,14,18,0,118
"Dallas, TX","Tulsa, OK",145,6,45,1,180,236,9,1101
"Dallas, TX","Valparaiso, FL",47,4,36,2,34,80,2,428
"Dallas, TX","Washington, DC",243,18,197,5,263,397,15,1698
"Dallas, TX","West Palm Beach/Palm Beach, FL",1,2,1,0,1,3,0,5
"Dallas/Fort Worth, TX","Abilene, TX",170,68,251,0,248,392,15,1757
"Dallas/Fort Worth, TX","Albany, NY",120,15,67,0,117,170,4,350
"Dallas/Fort Worth, TX","Albuquerque, NM",484,72,300,1,485,730,61,2460
"Dallas/Fort Worth, TX","Alexandria, LA",92,36,57,1,32,168,26,1088
"Dallas/Fort Worth, TX","Amarillo, TX",252,76,244,1,284,477,43,2422
"Dallas/Fort Worth, TX","Anchorage, AK",100,15,64,0,56,124,2,381
"Dallas/Fort Worth, TX","Appleton, WI",24,7,21,1,29,47,1,210
"Dallas/Fort Worth, TX","Asheville, NC",73,31,47,0,95,139,17,593
"Dallas/Fort Worth, TX","Aspen, CO",139,45,86,0,12,208,34,1162
"Dallas/Fort Worth, TX","Atlanta, GA",962,155,743,3,979,1615,99,6516
"Dallas/Fort Worth, TX","Augusta, GA",32,9,30,1,42,68,10,373
"Dallas/Fort Worth, TX","Austin, TX",862,167,606,1,893,1372,93,4920
"Dallas/Fort Worth, TX","Bakersfield, CA",130,17,56,0,134,171,9,462
"Dallas/Fort Worth, TX","Baltimore, MD",335,32,223,5,303,488,42,1590
"Dallas/Fort Worth, TX","Baton Rouge, LA",194,66,224,2,216,399,47,1967
"Dallas/Fort Worth, TX","Beaumont/Port Arthur, TX",56,26,36,1,19,105,18,730
"Dallas/Fort Worth, TX","Bend/Redmond, OR",38,3,32,0,42,55,2,132
"Dallas/Fort Worth, TX","Billings, MT",66,34,91,0,93,145,2,642
"Dallas/Fort Worth, TX","Birmingham, AL",252,87,286,1,303,516,30,2326
"Dallas/Fort Worth, TX","Bismarck/Mandan, ND",48,22,58,0,69,109,2,603
"Dallas/Fort Worth, TX","Bloomington/Normal, IL",50,29,58,0,79,125,12,729
"Dallas/Fort Worth, TX","Boise, ID",195,19,108,0,177,260,13,829
"Dallas/Fort Worth, TX","Boston, MA",668,112,557,2,597,1102,51,4058
"Dallas/Fort Worth, TX","Bozeman, MT",104,14,87,0,107,172,3,703
"Dallas/Fort Worth, TX","Bristol/Johnson City/Kingsport, TN",41,15,33,2,50,84,3,551
"Dallas/Fort Worth, TX","Brownsville, TX",148,50,159,1,135,279,29,1643
"Dallas/Fort Worth, TX","Buffalo, NY",122,14,58,0,135,177,7,511
"Dallas/Fort Worth, TX","Burbank, CA",130,23,97,2,121,197,11,728
"Dallas/Fort Worth, TX","Burlington, VT",2,0,2,0,2,4,0,19
"Dallas/Fort Worth, TX","Cedar Rapids/Iowa City, IA",212,35,120,0,207,315,30,997
"Dallas/Fort Worth, TX","Champaign/Urbana, IL",56,28,68,1,90,140,6,725
"Dallas/Fort Worth, TX","Charleston, SC",235,40,117,0,239,348,29,1245
"Dallas/Fort Worth, TX","Charlotte Amalie, VI",17,1,19,0,12,25,0,48
"Dallas/Fort Worth, TX","Charlotte, NC",826,127,532,1,665,1160,59,4161
"Dallas/Fort Worth, TX","Chattanooga, TN",110,46,128,0,152,247,24,1454
"Dallas/Fort Worth, TX","Chicago, IL",1090,147,884,2,956,1764,99,7072
"Dallas/Fort Worth, TX","Cincinnati, OH",359,45,226,0,417,576,39,1876
"Dallas/Fort Worth, TX","Cleveland, OH",306,45,208,0,366,488,37,1678
"Dallas/Fort Worth, TX","College Station/Bryan, TX",120,38,91,2,107,220,28,1118
"Dallas/Fort Worth, TX","Colorado Springs, CO",311,61,194,2,224,461,31,1986
"Dallas/Fort Worth, TX","Columbia, MO",138,37,126,0,154,268,27,1195
"Dallas/Fort Worth, TX","Columbia, SC",198,27,55,0,186,267,19,728
"Dallas/Fort Worth, TX","Columbus, OH",288,46,169,0,311,430,31,1721
"Dallas/Fort Worth, TX","Corpus Christi, TX",207,80,296,0,262,452,44,2500
"Dallas/Fort Worth, TX","Dayton, OH",132,48,130,0,183,276,16,1350
"Dallas/Fort Worth, TX","Daytona Beach, FL",0,0,0,0,0,0,0,3
"Dallas/Fort Worth, TX","Denver, CO",1007,121,841,1,964,1651,126,6206
"Dallas/Fort Worth, TX","Des Moines, IA",288,41,128,0,291,421,21,1218
"Dallas/Fort Worth, TX","Detroit, MI",571,96,381,4,580,893,50,3629
"Dallas/Fort Worth, TX","Durango, CO",132,28,86,0,43,205,18,1103
"Dallas/Fort Worth, TX","Eagle, CO",194,20,105,1,150,259,8,906
"Dallas/Fort Worth, TX","El Paso, TX",576,103,342,1,585,871,54,3032
"Dallas/Fort Worth, TX","Eugene, OR",97,13,46,0,102,145,8,348
"Dallas/Fort Worth, TX","Evansville, IN",95,31,85,0,119,189,8,881
"Dallas/Fort Worth, TX","Fargo, ND",70,37,97,1,111,176,4,935
"Dallas/Fort Worth, TX","Fayetteville, AR",391,106,357,3,446,699,43,3291
"Dallas/Fort Worth, TX","Fayetteville, NC",8,2,10,0,8,16,1,63
"Dallas/Fort Worth, TX","Flagstaff, AZ",74,23,41,0,22,124,3,463
"Dallas/Fort Worth, TX","Fort Lauderdale, FL",553,72,495,7,440,862,70,3053
"Dallas/Fort Worth, TX","Fort Myers, FL",290,43,201,1,303,459,53,1342
"Dallas/Fort Worth, TX","Fort Smith, AR",130,40,102,1,126,229,26,1184
"Dallas/Fort Worth, TX","Fort Wayne, IN",85,27,94,0,87,174,5,906
"Dallas/Fort Worth, TX","Fresno, CA",350,44,201,0,322,483,27,1435
"Dallas/Fort Worth, TX","Gainesville, FL",36,12,50,1,46,80,11,424
"Dallas/Fort Worth, TX","Garden City, KS",88,28,71,0,93,164,16,730
"Dallas/Fort Worth, TX","Grand Island, NE",74,30,45,0,28,140,19,729
"Dallas/Fort Worth, TX","Grand Junction, CO",80,37,95,0,49,171,8,938
"Dallas/Fort Worth, TX","Grand Rapids, MI",259,30,141,0,257,367,17,1125
"Dallas/Fort Worth, TX","Greensboro/High Point, NC",190,35,122,1,207,284,23,931
"Dallas/Fort Worth, TX","Greer, SC",232,33,142,2,219,342,18,1197
"Dallas/Fort Worth, TX","Gulfport/Biloxi, MS",93,35,109,1,103,203,24,1064
"Dallas/Fort Worth, TX","Gunnison, CO",25,5,6,0,21,32,2,131
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",130,46,179,0,163,280,26,1641
"Dallas/Fort Worth, TX","Harrisburg, PA",108,14,50,0,106,151,3,366
"Dallas/Fort Worth, TX","Hartford, CT",158,21,92,1,159,222,14,590
"Dallas/Fort Worth, TX","Hayden, CO",28,7,22,0,25,47,1,185
"Dallas/Fort Worth, TX","Honolulu, HI",99,10,83,0,22,148,1,649
"Dallas/Fort Worth, TX","Houston, TX",1071,196,1072,8,1076,1902,242,7571
"Dallas/Fort Worth, TX","Huntsville, AL",204,66,216,0,260,433,42,2154
"Dallas/Fort Worth, TX","Idaho Falls, ID",83,16,41,0,24,126,7,547
"Dallas/Fort Worth, TX","Indianapolis, IN",372,41,207,0,377,537,29,1882
"Dallas/Fort Worth, TX","Jackson, WY",127,13,65,0,103,174,10,622
"Dallas/Fort Worth, TX","Jackson/Vicksburg, MS",218,76,251,1,212,426,32,1949
"Dallas/Fort Worth, TX","Jacksonville, FL",380,61,262,0,394,579,46,2010
"Dallas/Fort Worth, TX","Kahului, HI",47,12,26,0,14,71,0,366
"Dallas/Fort Worth, TX","Kalispell, MT",41,5,46,0,34,68,2,289
"Dallas/Fort Worth, TX","Kansas City, MO",487,73,270,2,511,708,45,2553
"Dallas/Fort Worth, TX","Key West, FL",98,21,95,0,95,173,14,541
"Dallas/Fort Worth, TX","Killeen, TX",217,76,198,0,227,404,37,1797
"Dallas/Fort Worth, TX","Knoxville, TN",289,47,199,0,310,453,27,1438
"Dallas/Fort Worth, TX","Lafayette, LA",143,42,154,0,166,313,47,1597
"Dallas/Fort Worth, TX","Lake Charles, LA",111,34,70,0,30,173,27,1086
"Dallas/Fort Worth, TX","Laredo, TX",174,48,227,0,177,330,25,1660
"Dallas/Fort Worth, TX","Las Vegas, NV",1196,160,906,9,1147,1874,102,6167
"Dallas/Fort Worth, TX","Lawton/Fort Sill, OK",92,36,56,1,43,164,29,1086
"Dallas/Fort Worth, TX","Lexington, KY",155,31,118,1,161,260,26,1069
"Dallas/Fort Worth, TX","Little Rock, AR",359,84,391,1,381,662,56,2999
"Dallas/Fort Worth, TX","Longview, TX",73,34,59,0,51,149,17,729
"Dallas/Fort Worth, TX","Los Angeles, CA",1399,187,1010,9,1003,1894,82,7013
"Dallas/Fort Worth, TX","Louisville, KY",345,70,236,2,368,557,36,2162
"Dallas/Fort Worth, TX","Lubbock, TX",313,83,276,2,328,556,59,2665
"Dallas/Fort Worth, TX","Madison, WI",284,42,132,0,267,395,19,1067
"Dallas/Fort Worth, TX","Manhattan/Ft. Riley, KS",74,27,75,1,96,161,15,981
"Dallas/Fort Worth, TX","Memphis, TN",458,80,296,3,516,717,60,2584
"Dallas/Fort Worth, TX","Miami, FL",1020,143,768,6,720,1476,95,5003
"Dallas/Fort Worth, TX","Midland/Odessa, TX",285,93,400,0,327,625,55,3103
"Dallas/Fort Worth, TX","Milwaukee, WI",289,36,125,1,301,424,28,1257
"Dallas/Fort Worth, TX","Minneapolis, MN",437,79,357,4,512,752,45,3220
"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",497,79,339,4,538,776,50,2674
"Dallas/Fort Worth, TX","Missoula, MT",69,12,65,0,50,109,2,457
"Dallas/Fort Worth, TX","Mobile, AL",99,35,122,1,136,211,20,1070
"Dallas/Fort Worth, TX","Moline, IL",70,37,73,1,109,156,15,803
"Dallas/Fort Worth, TX","Monroe, LA",118,37,99,1,91,203,18,1155
"Dallas/Fort Worth, TX","Monterey, CA",132,15,63,0,100,161,7,462
"Dallas/Fort Worth, TX","Montgomery, AL",101,26,81,0,98,185,18,934
"Dallas/Fort Worth, TX","Montrose/Delta, CO",58,12,40,1,62,98,3,566
"Dallas/Fort Worth, TX","Myrtle Beach, SC",65,17,60,0,83,112,6,463
"Dallas/Fort Worth, TX","Nashville, TN",719,112,479,1,754,1120,103,3585
"Dallas/Fort Worth, TX","New Orleans, LA",626,95,455,1,655,994,61,3023
"Dallas/Fort Worth, TX","New York, NY",1036,202,881,8,953,1768,166,8374
"Dallas/Fort Worth, TX","Newark, NJ",470,74,533,5,473,925,83,3566
"Dallas/Fort Worth, TX","Norfolk, VA",186,24,91,1,173,264,30,998
"Dallas/Fort Worth, TX","Oklahoma City, OK",486,94,263,0,531,806,78,3315
"Dallas/Fort Worth, TX","Omaha, NE",305,58,193,0,319,477,21,1521
"Dallas/Fort Worth, TX","Ontario, CA",444,69,242,2,426,648,44,2404
"Dallas/Fort Worth, TX","Orlando, FL",952,134,790,7,971,1587,120,4954
"Dallas/Fort Worth, TX","Palm Springs, CA",189,26,99,0,181,276,22,1029
"Dallas/Fort Worth, TX","Panama City, FL",183,29,183,0,205,327,16,1059
"Dallas/Fort Worth, TX","Pensacola, FL",315,50,267,2,349,532,50,1753
"Dallas/Fort Worth, TX","Peoria, IL",60,26,70,0,109,149,9,729
"Dallas/Fort Worth, TX","Philadelphia, PA",711,96,468,4,526,997,60,3533
"Dallas/Fort Worth, TX","Phoenix, AZ",1057,165,648,8,946,1503,70,5205
"Dallas/Fort Worth, TX","Pittsburgh, PA",250,47,144,0,262,396,25,1539
"Dallas/Fort Worth, TX","Portland, ME",9,0,0,0,6,10,0,54
"Dallas/Fort Worth, TX","Portland, OR",534,64,378,3,503,792,54,2525
"Dallas/Fort Worth, TX","Provo, UT",50,11,43,0,18,79,4,224
"Dallas/Fort Worth, TX","Raleigh/Durham, NC",480,70,284,0,436,674,32,2173
"Dallas/Fort Worth, TX","Rapid City, SD",79,37,104,1,99,190,8,1107
"Dallas/Fort Worth, TX","Reno, NV",235,36,150,1,225,350,22,1329
"Dallas/Fort Worth, TX","Richmond, VA",220,33,87,1,218,310,20,997
"Dallas/Fort Worth, TX","Roswell, NM",106,25,75,1,46,175,27,963
"Dallas/Fort Worth, TX","Sacramento, CA",435,61,233,2,358,575,35,1777
"Dallas/Fort Worth, TX","Salt Lake City, UT",699,101,425,0,748,1075,56,4001
