month,origin_city,dest_city,is_late,cancelled,flight_number
6,"Sanford, FL","Appleton, WI",1,0,13
6,"Sanford, FL","Asheville, NC",16,1,47
6,"Sanford, FL","Ashland, WV",3,0,18
6,"Sanford, FL","Austin, TX",3,0,9
6,"Sanford, FL","Bangor, ME",5,0,17
6,"Sanford, FL","Belleville, IL",7,0,18
6,"Sanford, FL","Bismarck/Mandan, ND",0,0,9
6,"Sanford, FL","Bloomington/Normal, IL",0,0,13
6,"Sanford, FL","Bristol/Johnson City/Kingsport, TN",5,0,9
6,"Sanford, FL","Cedar Rapids/Iowa City, IA",4,0,12
6,"Sanford, FL","Chattanooga, TN",5,0,8
6,"Sanford, FL","Cincinnati, OH",15,0,40
6,"Sanford, FL","Clarksburg/Fairmont, WV",4,0,10
6,"Sanford, FL","Columbus, OH",6,0,17
6,"Sanford, FL","Concord, NC",4,0,18
6,"Sanford, FL","Dayton, OH",5,0,9
6,"Sanford, FL","Des Moines, IA",7,0,17
6,"Sanford, FL","Elmira/Corning, NY",1,0,10
6,"Sanford, FL","Evansville, IN",5,2,13
6,"Sanford, FL","Fargo, ND",3,0,8
6,"Sanford, FL","Fayetteville, AR",7,0,17
6,"Sanford, FL","Flint, MI",7,0,17
6,"Sanford, FL","Fort Wayne, IN",8,1,15
6,"Sanford, FL","Grand Rapids, MI",9,0,30
6,"Sanford, FL","Greensboro/High Point, NC",5,1,9
6,"Sanford, FL","Greer, SC",4,0,10
6,"Sanford, FL","Gulfport/Biloxi, MS",3,0,9
6,"Sanford, FL","Hagerstown, MD",4,0,10
6,"Sanford, FL","Harrisburg, PA",8,0,26
6,"Sanford, FL","Indianapolis, IN",8,0,25
6,"Sanford, FL","Key West, FL",3,0,9
6,"Sanford, FL","Knoxville, TN",19,0,58
6,"Sanford, FL","Las Vegas, NV",0,0,9
6,"Sanford, FL","Lexington, KY",13,3,30
6,"Sanford, FL","Little Rock, AR",3,0,9
6,"Sanford, FL","Louisville, KY",3,2,18
6,"Sanford, FL","Memphis, TN",5,0,12
6,"Sanford, FL","Minot, ND",0,0,8
6,"Sanford, FL","Mission/McAllen/Edinburg, TX",3,0,16
6,"Sanford, FL","Moline, IL",1,0,9
6,"Sanford, FL","Nashville, TN",2,0,12
6,"Sanford, FL","Newburgh/Poughkeepsie, NY",1,0,9
6,"Sanford, FL","Niagara Falls, NY",3,0,8
6,"Sanford, FL","Norfolk, VA",1,0,8
6,"Sanford, FL","Oklahoma City, OK",2,0,9
6,"Sanford, FL","Omaha, NE",2,0,9
6,"Sanford, FL","Peoria, IL",0,0,9
6,"Sanford, FL","Pittsburgh, PA",5,0,16
6,"Sanford, FL","Plattsburgh, NY",2,0,9
6,"Sanford, FL","Portsmouth, NH",1,1,9
6,"Sanford, FL","Provo, UT",2,0,9
6,"Sanford, FL","Rapid City, SD",2,0,9
6,"Sanford, FL","Richmond, VA",3,1,9
6,"Sanford, FL","Roanoke, VA",4,0,8
6,"Sanford, FL","Rockford, IL",3,0,12
6,"Sanford, FL","Shreveport, LA",2,0,9
6,"Sanford, FL","Sioux Falls, SD",0,0,9
6,"Sanford, FL","South Bend, IN",2,0,12
6,"Sanford, FL","Springfield, MO",5,0,17
6,"Sanford, FL","Syracuse, NY",0,0,9
6,"Sanford, FL","Toledo, OH",0,0,8
6,"Sanford, FL","Traverse City, MI",1,0,9
6,"Sanford, FL","Tulsa, OK",2,0,13
6,"Sanford, FL","Wichita, KS",4,0,9
6,"Santa Ana, CA","Atlanta, GA",20,1,103
6,"Santa Ana, CA","Austin, TX",8,1,64
6,"Santa Ana, CA","Boise, ID",4,1,16
6,"Santa Ana, CA","Charlotte, NC",0,1,30
6,"Santa Ana, CA","Chicago, IL",20,1,172
6,"Santa Ana, CA","Dallas, TX",2,0,30
6,"Santa Ana, CA","Dallas/Fort Worth, TX",54,6,241
6,"Santa Ana, CA","Denver, CO",62,0,313
6,"Santa Ana, CA","Des Moines, IA",3,0,9
6,"Santa Ana, CA","Detroit, MI",3,0,21
6,"Santa Ana, CA","Eugene, OR",2,0,9
6,"Santa Ana, CA","Houston, TX",16,1,120
6,"Santa Ana, CA","Idaho Falls, ID",2,0,8
6,"Santa Ana, CA","Las Vegas, NV",54,4,296
6,"Santa Ana, CA","Medford, OR",2,0,10
6,"Santa Ana, CA","Miami, FL",3,2,23
6,"Santa Ana, CA","Minneapolis, MN",7,0,50
6,"Santa Ana, CA","Missoula, MT",3,0,8
6,"Santa Ana, CA","New York, NY",10,1,30
6,"Santa Ana, CA","Newark, NJ",21,3,90
6,"Santa Ana, CA","Oakland, CA",33,3,219
6,"Santa Ana, CA","Phoenix, AZ",65,3,354
6,"Santa Ana, CA","Portland, OR",9,0,90
6,"Santa Ana, CA","Provo, UT",11,2,30
6,"Santa Ana, CA","Sacramento, CA",32,2,179
6,"Santa Ana, CA","Salt Lake City, UT",16,0,144
6,"Santa Ana, CA","San Francisco, CA",82,4,288
6,"Santa Ana, CA","San Jose, CA",29,1,211
6,"Santa Ana, CA","Santa Rosa, CA",13,0,52
6,"Santa Ana, CA","Seattle, WA",51,7,332
6,"Santa Ana, CA","Spokane, WA",5,0,9
6,"Santa Barbara, CA","Atlanta, GA",2,0,23
6,"Santa Barbara, CA","Dallas/Fort Worth, TX",11,1,60
6,"Santa Barbara, CA","Denver, CO",20,2,119
6,"Santa Barbara, CA","Las Vegas, NV",6,0,68
6,"Santa Barbara, CA","Los Angeles, CA",7,0,60
6,"Santa Barbara, CA","Oakland, CA",8,0,30
6,"Santa Barbara, CA","Phoenix, AZ",18,2,124
6,"Santa Barbara, CA","Portland, OR",2,0,12
6,"Santa Barbara, CA","Sacramento, CA",1,0,29
6,"Santa Barbara, CA","Salt Lake City, UT",7,0,47
6,"Santa Barbara, CA","San Francisco, CA",9,5,60
6,"Santa Barbara, CA","Seattle, WA",6,0,30
6,"Santa Fe, NM","Dallas/Fort Worth, TX",41,0,150
6,"Santa Fe, NM","Denver, CO",27,2,120
6,"Santa Fe, NM","Phoenix, AZ",7,0,30
6,"Santa Maria, CA","Las Vegas, NV",2,0,9
6,"Santa Rosa, CA","Burbank, CA",12,0,22
6,"Santa Rosa, CA","Dallas/Fort Worth, TX",11,0,30
6,"Santa Rosa, CA","Los Angeles, CA",10,0,58
6,"Santa Rosa, CA","Phoenix, AZ",4,0,30
6,"Santa Rosa, CA","San Diego, CA",12,0,48
6,"Santa Rosa, CA","Santa Ana, CA",11,0,52
6,"Santa Rosa, CA","Seattle, WA",15,0,47
6,"Sarasota/Bradenton, FL","Akron, OH",3,0,14
6,"Sarasota/Bradenton, FL","Allentown/Bethlehem/Easton, PA",2,1,9
6,"Sarasota/Bradenton, FL","Asheville, NC",7,0,10
6,"Sarasota/Bradenton, FL","Atlanta, GA",22,0,212
6,"Sarasota/Bradenton, FL","Austin, TX",3,0,9
6,"Sarasota/Bradenton, FL","Baltimore, MD",21,0,115
6,"Sarasota/Bradenton, FL","Belleville, IL",0,0,8
6,"Sarasota/Bradenton, FL","Boston, MA",4,0,20
6,"Sarasota/Bradenton, FL","Buffalo, NY",0,0,2
6,"Sarasota/Bradenton, FL","Charlotte, NC",20,2,124
6,"Sarasota/Bradenton, FL","Chicago, IL",18,0,73
6,"Sarasota/Bradenton, FL","Cincinnati, OH",4,0,26
6,"Sarasota/Bradenton, FL","Cleveland, OH",4,1,17
6,"Sarasota/Bradenton, FL","Columbus, OH",5,0,24
6,"Sarasota/Bradenton, FL","Dallas, TX",5,0,6
6,"Sarasota/Bradenton, FL","Dallas/Fort Worth, TX",16,1,30
6,"Sarasota/Bradenton, FL","Des Moines, IA",0,0,4
6,"Sarasota/Bradenton, FL","Flint, MI",1,0,9
6,"Sarasota/Bradenton, FL","Fort Wayne, IN",1,0,8
6,"Sarasota/Bradenton, FL","Grand Rapids, MI",1,0,9
6,"Sarasota/Bradenton, FL","Harrisburg, PA",0,0,9
6,"Sarasota/Bradenton, FL","Houston, TX",6,0,30
6,"Sarasota/Bradenton, FL","Indianapolis, IN",8,0,28
6,"Sarasota/Bradenton, FL","Louisville, KY",3,0,8
6,"Sarasota/Bradenton, FL","Nashville, TN",9,0,44
6,"Sarasota/Bradenton, FL","New York, NY",16,0,65
6,"Sarasota/Bradenton, FL","Newark, NJ",7,3,60
6,"Sarasota/Bradenton, FL","Peoria, IL",0,0,9
6,"Sarasota/Bradenton, FL","Philadelphia, PA",8,0,46
6,"Sarasota/Bradenton, FL","Pittsburgh, PA",8,0,29
6,"Sarasota/Bradenton, FL","Plattsburgh, NY",2,0,6
6,"Sarasota/Bradenton, FL","South Bend, IN",0,0,9
6,"Sarasota/Bradenton, FL","St. Louis, MO",4,0,34
6,"Sarasota/Bradenton, FL","Syracuse, NY",1,0,7
6,"Sarasota/Bradenton, FL","Washington, DC",6,0,40
6,"Sault Ste. Marie, MI","Detroit, MI",10,0,30
6,"Sault Ste. Marie, MI","Minneapolis, MN",3,0,30
6,"Savannah, GA","Akron, OH",4,0,22
6,"Savannah, GA","Appleton, WI",2,0,5
6,"Savannah, GA","Atlanta, GA",27,0,256
6,"Savannah, GA","Baltimore, MD",14,1,90
6,"Savannah, GA","Belleville, IL",0,0,5
6,"Savannah, GA","Boston, MA",10,2,46
6,"Savannah, GA","Charlotte, NC",30,4,238
6,"Savannah, GA","Chicago, IL",27,0,168
6,"Savannah, GA","Cincinnati, OH",7,0,27
6,"Savannah, GA","Cleveland, OH",3,0,13
6,"Savannah, GA","Columbus, OH",2,0,14
6,"Savannah, GA","Dallas, TX",7,0,34
6,"Savannah, GA","Dallas/Fort Worth, TX",25,5,90
6,"Savannah, GA","Denver, CO",13,0,47
6,"Savannah, GA","Detroit, MI",1,0,30
6,"Savannah, GA","Grand Rapids, MI",0,0,5
6,"Savannah, GA","Houston, TX",8,0,30
6,"Savannah, GA","Indianapolis, IN",2,0,5
6,"Savannah, GA","Louisville, KY",1,0,8
6,"Savannah, GA","Miami, FL",6,1,38
6,"Savannah, GA","Minneapolis, MN",11,0,30
6,"Savannah, GA","Nashville, TN",7,0,60
6,"Savannah, GA","New York, NY",38,13,205
6,"Savannah, GA","Newark, NJ",12,2,60
6,"Savannah, GA","Philadelphia, PA",19,3,94
6,"Savannah, GA","Pittsburgh, PA",4,0,13
6,"Savannah, GA","St. Louis, MO",2,0,4
6,"Savannah, GA","Washington, DC",9,0,65
6,"Scottsbluff, NE","Denver, CO",10,1,52
6,"Scranton/Wilkes-Barre, PA","Charlotte, NC",13,0,90
6,"Scranton/Wilkes-Barre, PA","Chicago, IL",16,1,56
6,"Seattle, WA","Albuquerque, NM",6,0,30
6,"Seattle, WA","Anchorage, AK",220,6,796
6,"Seattle, WA","Atlanta, GA",65,0,348
6,"Seattle, WA","Austin, TX",54,2,174
6,"Seattle, WA","Baltimore, MD",14,0,64
6,"Seattle, WA","Bellingham, WA",17,0,85
6,"Seattle, WA","Bend/Redmond, OR",32,0,121
6,"Seattle, WA","Boise, ID",75,0,323
6,"Seattle, WA","Boston, MA",55,1,252
6,"Seattle, WA","Bozeman, MT",26,0,87
6,"Seattle, WA","Burbank, CA",43,3,133
6,"Seattle, WA","Charleston, SC",5,0,30
6,"Seattle, WA","Charlotte, NC",26,4,145
6,"Seattle, WA","Chicago, IL",143,6,602
6,"Seattle, WA","Cincinnati, OH",4,0,60
6,"Seattle, WA","Cleveland, OH",13,0,60
6,"Seattle, WA","Columbus, OH",10,0,60
6,"Seattle, WA","Dallas, TX",4,0,40
6,"Seattle, WA","Dallas/Fort Worth, TX",111,6,450
6,"Seattle, WA","Denver, CO",183,3,683
6,"Seattle, WA","Detroit, MI",45,0,222
6,"Seattle, WA","Eugene, OR",25,0,120
6,"Seattle, WA","Fairbanks, AK",57,0,222
6,"Seattle, WA","Fort Lauderdale, FL",12,1,60
6,"Seattle, WA","Fort Myers, FL",2,0,9
6,"Seattle, WA","Fresno, CA",10,0,72
6,"Seattle, WA","Honolulu, HI",69,2,241
6,"Seattle, WA","Houston, TX",55,1,213
6,"Seattle, WA","Indianapolis, IN",19,0,60
6,"Seattle, WA","Jackson, WY",1,0,20
6,"Seattle, WA","Juneau, AK",58,0,192
6,"Seattle, WA","Kahului, HI",18,3,150
6,"Seattle, WA","Kansas City, MO",27,1,128
6,"Seattle, WA","Ketchikan, AK",33,0,162
6,"Seattle, WA","Kona, HI",24,0,120
6,"Seattle, WA","Las Vegas, NV",131,2,554
6,"Seattle, WA","Lewiston, ID",6,0,30
6,"Seattle, WA","Lihue, HI",17,0,90
6,"Seattle, WA","Los Angeles, CA",120,2,645
6,"Seattle, WA","Medford, OR",17,0,85
6,"Seattle, WA","Miami, FL",8,2,60
6,"Seattle, WA","Milwaukee, WI",8,0,60
6,"Seattle, WA","Minneapolis, MN",57,0,269
6,"Seattle, WA","Missoula, MT",12,0,30
6,"Seattle, WA","Monterey, CA",5,0,28
6,"Seattle, WA","Nashville, TN",32,0,125
6,"Seattle, WA","New Orleans, LA",17,0,60
6,"Seattle, WA","New York, NY",61,1,270
6,"Seattle, WA","Newark, NJ",47,2,210
6,"Seattle, WA","Oakland, CA",82,0,221
6,"Seattle, WA","Oklahoma City, OK",5,0,30
6,"Seattle, WA","Omaha, NE",12,0,60
6,"Seattle, WA","Ontario, CA",56,2,270
6,"Seattle, WA","Orlando, FL",35,0,150
6,"Seattle, WA","Palm Springs, CA",12,0,72
6,"Seattle, WA","Pasco/Kennewick/Richland, WA",42,1,166
6,"Seattle, WA","Philadelphia, PA",40,2,116
6,"Seattle, WA","Phoenix, AZ",143,1,593
6,"Seattle, WA","Pittsburgh, PA",17,0,60
6,"Seattle, WA","Portland, OR",133,0,422
6,"Seattle, WA","Raleigh/Durham, NC",19,0,90
6,"Seattle, WA","Redding, CA",11,0,28
6,"Seattle, WA","Reno, NV",28,0,90
6,"Seattle, WA","Sacramento, CA",100,1,362
6,"Seattle, WA","Salt Lake City, UT",59,0,382
6,"Seattle, WA","San Antonio, TX",23,0,60
6,"Seattle, WA","San Diego, CA",97,0,410
6,"Seattle, WA","San Francisco, CA",191,3,523
6,"Seattle, WA","San Jose, CA",99,1,407
6,"Seattle, WA","San Luis Obispo, CA",7,0,37
6,"Seattle, WA","Santa Ana, CA",44,6,332
6,"Seattle, WA","Santa Barbara, CA",4,0,30
6,"Seattle, WA","Santa Rosa, CA",14,0,48
6,"Seattle, WA","Sitka, AK",37,1,84
6,"Seattle, WA","Spokane, WA",99,0,403
6,"Seattle, WA","St. Louis, MO",38,0,117
6,"Seattle, WA","Tampa, FL",18,1,90
6,"Seattle, WA","Tucson, AZ",22,0,90
6,"Seattle, WA","Walla Walla, WA",10,1,60
6,"Seattle, WA","Washington, DC",53,2,330
6,"Sheridan, WY","Denver, CO",9,0,60
6,"Shreveport, LA","Atlanta, GA",15,0,114
6,"Shreveport, LA","Charlotte, NC",8,1,60
6,"Shreveport, LA","Dallas/Fort Worth, TX",45,4,171
6,"Shreveport, LA","Denver, CO",6,0,30
6,"Shreveport, LA","Las Vegas, NV",6,0,8
6,"Shreveport, LA","Sanford, FL",4,0,9
6,"Shreveport, LA","Valparaiso, FL",1,0,8
6,"Sioux City, IA","Chicago, IL",4,0,30
6,"Sioux City, IA","Denver, CO",8,0,30
6,"Sioux Falls, SD","Atlanta, GA",3,0,30
6,"Sioux Falls, SD","Austin, TX",1,0,9
6,"Sioux Falls, SD","Chicago, IL",14,0,66
6,"Sioux Falls, SD","Dallas/Fort Worth, TX",21,0,86
6,"Sioux Falls, SD","Denver, CO",32,0,145
6,"Sioux Falls, SD","Las Vegas, NV",4,0,10
6,"Sioux Falls, SD","Los Angeles, CA",4,0,8
6,"Sioux Falls, SD","Minneapolis, MN",67,0,132
6,"Sioux Falls, SD","Nashville, TN",2,0,12
6,"Sioux Falls, SD","Phoenix, AZ",14,1,56
6,"Sioux Falls, SD","Sanford, FL",0,0,9
6,"Sioux Falls, SD","St. Petersburg, FL",4,0,9
6,"Sitka, AK","Juneau, AK",8,1,60
6,"Sitka, AK","Ketchikan, AK",2,0,30
6,"Sitka, AK","Seattle, WA",19,2,83
6,"South Bend, IN","Atlanta, GA",16,0,84
6,"South Bend, IN","Charlotte, NC",11,1,85
6,"South Bend, IN","Chicago, IL",33,4,150
6,"South Bend, IN","Dallas/Fort Worth, TX",8,0,60
6,"South Bend, IN","Detroit, MI",19,0,30
6,"South Bend, IN","Knoxville, TN",0,0,5
6,"South Bend, IN","Las Vegas, NV",1,0,9
6,"South Bend, IN","Minneapolis, MN",17,0,30
6,"South Bend, IN","Phoenix, AZ",1,0,8
6,"South Bend, IN","Punta Gorda, FL",2,1,13
6,"South Bend, IN","Sanford, FL",2,0,12
6,"South Bend, IN","Sarasota/Bradenton, FL",0,0,9
6,"South Bend, IN","St. Petersburg, FL",1,1,9
6,"Spokane, WA","Atlanta, GA",3,0,45
6,"Spokane, WA","Boise, ID",13,0,91
6,"Spokane, WA","Charlotte, NC",3,0,26
6,"Spokane, WA","Chicago, IL",1,0,30
6,"Spokane, WA","Dallas, TX",0,0,4
6,"Spokane, WA","Dallas/Fort Worth, TX",20,0,60
6,"Spokane, WA","Denver, CO",27,1,179
6,"Spokane, WA","Las Vegas, NV",11,0,67
6,"Spokane, WA","Los Angeles, CA",9,1,69
6,"Spokane, WA","Minneapolis, MN",13,0,84
6,"Spokane, WA","Oakland, CA",7,0,50
6,"Spokane, WA","Phoenix, AZ",16,2,103
6,"Spokane, WA","Portland, OR",5,0,19
6,"Spokane, WA","Sacramento, CA",6,0,55
6,"Spokane, WA","Salt Lake City, UT",18,0,144
6,"Spokane, WA","San Diego, CA",2,0,30
6,"Spokane, WA","San Francisco, CA",8,0,12
6,"Spokane, WA","San Jose, CA",3,0,30
6,"Spokane, WA","Santa Ana, CA",4,2,9
6,"Spokane, WA","Seattle, WA",58,1,404
6,"Springfield, IL","Punta Gorda, FL",3,0,8
6,"Springfield, MO","Atlanta, GA",14,0,104
6,"Springfield, MO","Charlotte, NC",20,0,117
6,"Springfield, MO","Chicago, IL",52,3,175
6,"Springfield, MO","Dallas/Fort Worth, TX",66,5,266
6,"Springfield, MO","Denver, CO",29,0,119
6,"Springfield, MO","Las Vegas, NV",3,0,12
6,"Springfield, MO","Los Angeles, CA",6,0,13
6,"Springfield, MO","Phoenix, AZ",2,0,18
6,"Springfield, MO","Punta Gorda, FL",1,0,8
6,"Springfield, MO","Sanford, FL",7,0,17
6,"Springfield, MO","St. Petersburg, FL",11,0,26
6,"Springfield, MO","Valparaiso, FL",2,0,14
6,"St. Cloud, MN","Phoenix, AZ",0,0,8
6,"St. George, UT","Dallas/Fort Worth, TX",7,0,30
6,"St. George, UT","Denver, CO",15,1,52
6,"St. George, UT","Phoenix, AZ",2,0,30
6,"St. George, UT","Salt Lake City, UT",5,0,94
6,"St. Louis, MO","Atlanta, GA",36,1,294
6,"St. Louis, MO","Austin, TX",23,0,86
6,"St. Louis, MO","Baltimore, MD",21,1,124
6,"St. Louis, MO","Boston, MA",34,2,138
6,"St. Louis, MO","Burbank, CA",12,0,27
6,"St. Louis, MO","Charleston, SC",1,0,8
6,"St. Louis, MO","Charlotte, NC",42,0,179
6,"St. Louis, MO","Chicago, IL",99,2,408
6,"St. Louis, MO","Cleveland, OH",23,0,59
6,"St. Louis, MO","Columbus, OH",10,0,53
6,"St. Louis, MO","Dallas, TX",40,0,169
6,"St. Louis, MO","Dallas/Fort Worth, TX",47,5,212
6,"St. Louis, MO","Denver, CO",92,0,344
6,"St. Louis, MO","Des Moines, IA",14,0,55
6,"St. Louis, MO","Detroit, MI",26,0,171
6,"St. Louis, MO","Fort Lauderdale, FL",19,3,68
6,"St. Louis, MO","Fort Myers, FL",18,1,62
6,"St. Louis, MO","Houston, TX",51,2,223
6,"St. Louis, MO","Jacksonville, FL",6,0,34
6,"St. Louis, MO","Kansas City, MO",26,0,99
6,"St. Louis, MO","Las Vegas, NV",36,3,185
6,"St. Louis, MO","Little Rock, AR",13,0,55
6,"St. Louis, MO","Long Beach, CA",7,0,30
6,"St. Louis, MO","Los Angeles, CA",30,0,108
6,"St. Louis, MO","Miami, FL",16,3,68
6,"St. Louis, MO","Milwaukee, WI",9,0,54
6,"St. Louis, MO","Minneapolis, MN",46,0,168
6,"St. Louis, MO","Myrtle Beach, SC",5,0,12
6,"St. Louis, MO","Nashville, TN",10,0,97
6,"St. Louis, MO","New Orleans, LA",8,0,56
6,"St. Louis, MO","New York, NY",63,9,292
6,"St. Louis, MO","Newark, NJ",21,0,89
6,"St. Louis, MO","Norfolk, VA",1,0,4
6,"St. Louis, MO","Oakland, CA",17,0,30
6,"St. Louis, MO","Oklahoma City, OK",18,0,59
6,"St. Louis, MO","Omaha, NE",19,1,63
6,"St. Louis, MO","Orlando, FL",41,1,205
6,"St. Louis, MO","Panama City, FL",9,0,48
6,"St. Louis, MO","Pensacola, FL",6,0,37
6,"St. Louis, MO","Philadelphia, PA",35,3,186
6,"St. Louis, MO","Phoenix, AZ",52,1,209
6,"St. Louis, MO","Pittsburgh, PA",10,0,34
6,"St. Louis, MO","Portland, OR",3,0,8
6,"St. Louis, MO","Raleigh/Durham, NC",11,0,59
6,"St. Louis, MO","Sacramento, CA",7,0,30
6,"St. Louis, MO","Salt Lake City, UT",9,0,87
6,"St. Louis, MO","San Antonio, TX",8,0,51
6,"St. Louis, MO","San Diego, CA",18,0,58
6,"St. Louis, MO","San Francisco, CA",18,0,30
6,"St. Louis, MO","San Jose, CA",12,0,29
6,"St. Louis, MO","San Juan, PR",1,0,5
6,"St. Louis, MO","Sarasota/Bradenton, FL",9,0,34
6,"St. Louis, MO","Savannah, GA",2,0,4
6,"St. Louis, MO","Seattle, WA",30,0,117
6,"St. Louis, MO","Tampa, FL",23,0,99
6,"St. Louis, MO","Tulsa, OK",13,0,59
6,"St. Louis, MO","Valparaiso, FL",1,0,9
6,"St. Louis, MO","Washington, DC",30,0,189
6,"St. Louis, MO","Wichita, KS",14,0,55
6,"St. Petersburg, FL","Akron, OH",4,0,8
6,"St. Petersburg, FL","Albany, NY",3,0,10
6,"St. Petersburg, FL","Allentown/Bethlehem/Easton, PA",5,0,29
6,"St. Petersburg, FL","Appleton, WI",1,0,15
6,"St. Petersburg, FL","Asheville, NC",15,2,49
6,"St. Petersburg, FL","Ashland, WV",8,0,29
6,"St. Petersburg, FL","Bangor, ME",5,2,15
6,"St. Petersburg, FL","Belleville, IL",3,0,18
6,"St. Petersburg, FL","Bismarck/Mandan, ND",1,0,9
6,"St. Petersburg, FL","Bloomington/Normal, IL",4,0,8
6,"St. Petersburg, FL","Bristol/Johnson City/Kingsport, TN",2,0,8
6,"St. Petersburg, FL","Cedar Rapids/Iowa City, IA",2,0,14
6,"St. Petersburg, FL","Chattanooga, TN",5,0,10
6,"St. Petersburg, FL","Cincinnati, OH",16,0,43
6,"St. Petersburg, FL","Clarksburg/Fairmont, WV",0,0,8
6,"St. Petersburg, FL","Columbus, OH",5,0,18
6,"St. Petersburg, FL","Concord, NC",3,1,18
6,"St. Petersburg, FL","Dayton, OH",1,0,8
6,"St. Petersburg, FL","Des Moines, IA",6,0,21
6,"St. Petersburg, FL","Elmira/Corning, NY",1,0,10
6,"St. Petersburg, FL","Evansville, IN",2,0,6
6,"St. Petersburg, FL","Fayetteville, AR",0,0,8
6,"St. Petersburg, FL","Flint, MI",5,0,18
6,"St. Petersburg, FL","Fort Wayne, IN",6,0,17
6,"St. Petersburg, FL","Grand Rapids, MI",5,0,24
6,"St. Petersburg, FL","Greensboro/High Point, NC",3,0,8
6,"St. Petersburg, FL","Greer, SC",4,0,10
6,"St. Petersburg, FL","Hagerstown, MD",3,0,10
6,"St. Petersburg, FL","Harrisburg, PA",1,0,17
6,"St. Petersburg, FL","Indianapolis, IN",11,0,26
6,"St. Petersburg, FL","Kansas City, MO",1,0,9
6,"St. Petersburg, FL","Key West, FL",1,0,10
6,"St. Petersburg, FL","Knoxville, TN",20,0,55
6,"St. Petersburg, FL","Lexington, KY",7,0,27
6,"St. Petersburg, FL","Little Rock, AR",1,0,8
6,"St. Petersburg, FL","Louisville, KY",3,0,10
6,"St. Petersburg, FL","Memphis, TN",4,0,9
6,"St. Petersburg, FL","Mission/McAllen/Edinburg, TX",0,0,5
6,"St. Petersburg, FL","Moline, IL",1,1,9
6,"St. Petersburg, FL","Nashville, TN",10,0,14
6,"St. Petersburg, FL","Newburgh/Poughkeepsie, NY",1,0,9
6,"St. Petersburg, FL","Niagara Falls, NY",2,1,9
6,"St. Petersburg, FL","Norfolk, VA",2,0,9
6,"St. Petersburg, FL","Omaha, NE",0,0,12
6,"St. Petersburg, FL","Peoria, IL",3,0,18
6,"St. Petersburg, FL","Pittsburgh, PA",3,0,19
6,"St. Petersburg, FL","Plattsburgh, NY",1,0,8
6,"St. Petersburg, FL","Portsmouth, NH",3,0,9
6,"St. Petersburg, FL","Richmond, VA",3,0,10
6,"St. Petersburg, FL","Roanoke, VA",7,0,13
6,"St. Petersburg, FL","Rockford, IL",4,0,12
6,"St. Petersburg, FL","Sioux Falls, SD",1,0,9
6,"St. Petersburg, FL","South Bend, IN",1,1,9
6,"St. Petersburg, FL","Springfield, MO",7,0,26
6,"St. Petersburg, FL","Syracuse, NY",1,1,11
6,"St. Petersburg, FL","Toledo, OH",0,0,9
6,"St. Petersburg, FL","Traverse City, MI",0,0,10
6,"St. Petersburg, FL","Tulsa, OK",0,0,9
6,"St. Petersburg, FL","Wichita, KS",1,0,8
6,"State College, PA","Chicago, IL",22,2,83
6,"Stillwater, OK","Dallas/Fort Worth, TX",10,0,60
6,"Stockton, CA","Las Vegas, NV",14,0,34
6,"Stockton, CA","Phoenix, AZ",3,0,10
6,"Sun Valley/Hailey/Ketchum, ID","Chicago, IL",1,0,10
6,"Sun Valley/Hailey/Ketchum, ID","Denver, CO",7,0,60
6,"Sun Valley/Hailey/Ketchum, ID","Los Angeles, CA",1,0,12
6,"Sun Valley/Hailey/Ketchum, ID","Salt Lake City, UT",2,0,60
6,"Sun Valley/Hailey/Ketchum, ID","San Francisco, CA",1,0,10
6,"Syracuse, NY","Atlanta, GA",7,0,101
6,"Syracuse, NY","Baltimore, MD",17,0,85
6,"Syracuse, NY","Boston, MA",0,1,30
6,"Syracuse, NY","Charlotte, NC",31,2,116
6,"Syracuse, NY","Chicago, IL",23,2,128
6,"Syracuse, NY","Dallas/Fort Worth, TX",3,2,30
6,"Syracuse, NY","Denver, CO",7,1,46
6,"Syracuse, NY","Detroit, MI",16,0,114
6,"Syracuse, NY","Fort Lauderdale, FL",2,0,7
6,"Syracuse, NY","Minneapolis, MN",4,0,29
6,"Syracuse, NY","Myrtle Beach, SC",1,0,9
6,"Syracuse, NY","Nashville, TN",1,0,17
6,"Syracuse, NY","New York, NY",31,13,200
6,"Syracuse, NY","Newark, NJ",7,2,54
6,"Syracuse, NY","Orlando, FL",12,3,72
6,"Syracuse, NY","Philadelphia, PA",3,0,25
6,"Syracuse, NY","Raleigh/Durham, NC",1,0,12
6,"Syracuse, NY","Sanford, FL",0,0,9
6,"Syracuse, NY","Sarasota/Bradenton, FL",1,0,7
6,"Syracuse, NY","St. Petersburg, FL",4,1,11
6,"Syracuse, NY","Tampa, FL",1,0,4
6,"Syracuse, NY","Washington, DC",12,0,100
6,"Tallahassee, FL","Atlanta, GA",19,0,174
6,"Tallahassee, FL","Charlotte, NC",23,1,111
6,"Tallahassee, FL","Dallas/Fort Worth, TX",21,0,90
6,"Tallahassee, FL","Fort Lauderdale, FL",3,1,30
6,"Tallahassee, FL","Miami, FL",29,5,94
6,"Tallahassee, FL","Washington, DC",5,0,30
6,"Tampa, FL","Aguadilla, PR",4,0,12
6,"Tampa, FL","Albany, NY",1,0,7
6,"Tampa, FL","Atlanta, GA",123,4,569
