month,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
5,"Gunnison, CO",2,2,2,0,2,7,0,41
5,"Hagerstown, MD",3,1,4,0,3,6,0,21
5,"Hancock/Houghton, MI",8,1,8,0,12,23,4,62
5,"Harlingen/San Benito, TX",49,19,55,0,73,106,11,355
5,"Harrisburg, PA",78,23,62,2,82,138,5,482
5,"Hartford, CT",357,42,232,0,325,532,13,1909
5,"Hattiesburg/Laurel, MS",10,3,12,0,2,17,4,54
5,"Hayden, CO",8,3,5,0,10,17,2,102
5,"Hays, KS",11,2,10,1,6,21,0,62
5,"Helena, MT",4,4,4,0,2,12,1,124
5,"Hibbing, MN",4,2,3,0,0,6,0,53
5,"Hilo, HI",95,6,6,0,74,98,7,577
5,"Hilton Head, SC",34,11,37,0,32,65,1,232
5,"Hobbs, NM",3,3,2,0,1,7,0,18
5,"Honolulu, HI",629,30,255,1,533,913,93,5230
5,"Houston, TX",2324,327,3011,10,2366,4595,446,15136
5,"Huntsville, AL",90,23,124,2,102,198,20,810
5,"Hyannis, MA",4,0,0,0,3,4,0,9
5,"Idaho Falls, ID",33,9,18,0,3,47,5,334
5,"Indianapolis, IN",620,72,526,9,663,1065,54,4141
5,"International Falls, MN",4,2,0,0,0,5,0,53
5,"Iron Mountain/Kingsfd, MI",9,1,3,0,0,10,0,62
5,"Islip, NY",78,8,31,0,86,117,3,417
5,"Ithaca/Cortland, NY",6,1,5,0,6,12,3,122
5,"Jackson, WY",38,5,24,0,38,64,5,329
5,"Jackson/Vicksburg, MS",103,25,106,1,120,199,11,665
5,"Jacksonville, FL",493,58,361,6,450,781,40,2741
5,"Jacksonville/Camp Lejeune, NC",11,7,7,0,14,23,0,103
5,"Jamestown, ND",0,0,1,0,0,1,0,12
5,"Johnstown, PA",4,3,8,0,7,15,1,62
5,"Joplin, MO",3,0,8,0,7,11,3,53
5,"Juneau, AK",43,1,58,0,40,78,6,398
5,"Kahului, HI",207,5,50,1,159,284,31,2169
5,"Kalamazoo, MI",14,3,4,0,0,17,1,88
5,"Kalispell, MT",48,5,34,0,24,62,0,254
5,"Kansas City, MO",697,84,524,6,719,1109,48,4346
5,"Ketchikan, AK",18,0,28,0,18,38,3,217
5,"Key West, FL",66,16,98,0,69,155,1,629
5,"Killeen, TX",31,18,38,0,40,62,7,154
5,"King Salmon, AK",1,0,1,0,0,2,0,22
5,"Knoxville, TN",198,52,235,0,234,390,18,1346
5,"Kodiak, AK",7,0,3,0,2,9,0,72
5,"Kona, HI",182,1,42,0,149,221,14,1322
5,"Kotzebue, AK",2,0,2,0,0,2,0,31
5,"La Crosse, WI",4,6,16,0,13,23,1,51
5,"Lafayette, LA",23,17,40,0,40,70,10,243
5,"Lake Charles, LA",15,8,14,0,8,27,5,93
5,"Lansing, MI",16,2,3,1,4,19,1,115
5,"Laramie, WY",3,2,5,0,3,10,0,54
5,"Laredo, TX",28,9,41,0,30,51,9,159
5,"Las Vegas, NV",2206,187,2257,18,2520,4129,116,16340
5,"Latrobe, PA",9,0,12,0,5,14,0,61
5,"Lawton/Fort Sill, OK",14,6,8,0,2,21,3,92
5,"Lewiston, ID",7,4,2,1,0,13,0,93
5,"Lexington, KY",107,34,110,0,92,201,18,775
5,"Liberal, KS",5,1,4,0,1,9,0,54
5,"Lihue, HI",158,1,37,0,136,193,32,1346
5,"Lincoln, NE",25,5,24,0,14,49,2,133
5,"Little Rock, AR",172,49,205,0,207,350,30,1120
5,"Long Beach, CA",170,12,85,0,206,271,7,1522
5,"Longview, TX",9,6,12,0,9,21,3,62
5,"Los Angeles, CA",2468,249,2172,29,1929,3924,101,16582
5,"Louisville, KY",332,53,326,3,311,596,30,2296
5,"Lubbock, TX",109,22,92,0,111,183,31,561
5,"Madison, WI",177,36,168,0,171,313,19,1029
5,"Manchester, NH",89,10,52,0,103,141,1,477
5,"Manhattan/Ft. Riley, KS",11,8,15,0,18,27,3,62
5,"Marquette, MI",13,7,18,0,20,29,0,85
5,"Martha's Vineyard, MA",3,0,4,0,3,7,2,40
5,"Mason City, IA",3,1,5,0,4,8,3,54
5,"Medford, OR",34,2,30,0,18,51,2,364
5,"Melbourne, FL",27,8,29,1,21,50,0,241
5,"Memphis, TN",320,52,290,1,343,553,39,2016
5,"Meridian, MS",5,2,4,0,8,15,5,54
5,"Miami, FL",1450,192,1275,24,1412,2514,101,9499
5,"Midland/Odessa, TX",136,43,161,0,136,274,42,866
5,"Milwaukee, WI",396,53,327,2,354,653,26,2407
5,"Minneapolis, MN",1038,213,833,6,923,1829,36,10847
5,"Minot, ND",11,5,7,0,2,20,1,186
5,"Mission/McAllen/Edinburg, TX",87,30,72,0,88,158,25,393
5,"Missoula, MT",48,9,56,0,37,87,1,364
5,"Mobile, AL",27,10,34,0,34,57,6,211
5,"Moline, IL",45,18,68,1,50,109,8,373
5,"Monroe, LA",17,5,22,0,21,36,4,155
5,"Monterey, CA",61,8,42,0,38,94,4,431
5,"Montgomery, AL",28,7,22,0,17,46,5,208
5,"Montrose/Delta, CO",21,2,24,1,20,41,3,151
5,"Mosinee, WI",3,1,3,0,1,5,0,62
5,"Myrtle Beach, SC",209,22,195,7,193,354,15,1615
5,"Nantucket, MA",12,5,14,0,6,21,2,127
5,"Nashville, TN",1295,160,1191,12,1488,2355,76,8813
5,"New Orleans, LA",781,93,695,10,831,1310,65,4516
5,"New York, NY",2994,388,3035,27,2757,5388,319,24715
5,"Newark, NJ",1305,170,1384,5,1100,2421,160,11357
5,"Newburgh/Poughkeepsie, NY",2,0,2,0,1,4,0,29
5,"Niagara Falls, NY",1,1,1,0,1,3,0,27
5,"Nome, AK",0,0,1,0,2,2,0,31
5,"Norfolk, VA",305,36,255,1,298,488,36,1778
5,"North Bend/Coos Bay, OR",1,1,0,0,1,3,0,34
5,"North Platte, NE",2,1,2,0,2,6,0,53
5,"Oakland, CA",463,11,235,1,583,744,19,3606
5,"Oklahoma City, OK",328,58,267,0,297,556,31,1963
5,"Omaha, NE",380,61,308,0,341,629,25,2089
5,"Ontario, CA",403,36,222,1,419,615,21,2260
5,"Orlando, FL",1893,172,1948,22,2192,3676,139,13838
5,"Pago Pago, TT",2,0,0,0,0,2,0,11
5,"Palm Springs, CA",144,16,102,1,116,234,10,1148
5,"Panama City, FL",139,32,133,1,139,230,10,826
5,"Pasco/Kennewick/Richland, WA",45,6,37,2,16,76,0,425
5,"Pellston, MI",12,5,6,0,0,17,0,69
5,"Pensacola, FL",214,45,224,5,226,386,27,1224
5,"Peoria, IL",36,20,53,0,43,93,5,297
5,"Petersburg, AK",3,1,5,0,11,14,0,62
5,"Philadelphia, PA",1350,157,1078,19,1364,2194,85,8742
5,"Phoenix, AZ",2400,236,1946,15,2479,3957,114,17199
5,"Pittsburgh, PA",564,64,464,9,597,966,46,3800
5,"Plattsburgh, NY",1,0,2,0,2,3,2,27
5,"Pocatello, ID",7,1,2,0,0,8,0,62
5,"Ponce, PR",23,0,4,0,16,29,1,93
5,"Portland, ME",114,6,76,0,101,164,16,856
5,"Portland, OR",671,73,594,5,652,1159,35,5109
5,"Portsmouth, NH",2,1,1,0,2,4,0,27
5,"Prescott, AZ",4,7,7,0,4,15,0,62
5,"Providence, RI",250,30,152,1,219,363,7,1243
5,"Provo, UT",12,2,28,0,30,36,0,163
5,"Punta Gorda, FL",40,10,73,0,51,110,1,421
5,"Raleigh/Durham, NC",911,100,666,9,969,1481,61,5492
5,"Rapid City, SD",47,16,35,1,29,81,3,382
5,"Redding, CA",10,1,9,0,3,18,0,117
5,"Reno, NV",208,24,111,2,224,341,17,1709
5,"Rhinelander, WI",4,0,2,0,0,4,0,70
5,"Richmond, VA",293,33,219,4,253,459,22,1778
5,"Riverton/Lander, WY",1,0,3,0,2,5,0,39
5,"Roanoke, VA",23,2,42,0,24,56,5,248
5,"Rochester, MN",22,20,25,0,7,48,3,145
5,"Rochester, NY",172,18,107,0,155,256,11,1026
5,"Rock Springs, WY",1,2,3,0,3,7,0,40
5,"Rockford, IL",6,1,5,0,1,10,0,65
5,"Roswell, NM",12,4,5,0,2,15,9,88
5,"Sacramento, CA",647,55,357,7,663,1019,26,4631
5,"Saginaw/Bay City/Midland, MI",17,5,21,0,16,44,1,179
5,"Saipan, TT",0,0,0,0,0,0,0,31
5,"Salina, KS",4,4,9,0,12,21,0,62
5,"Salt Lake City, UT",938,137,681,1,844,1624,40,9625
5,"San Angelo, TX",14,5,16,0,12,24,6,92
5,"San Antonio, TX",648,86,613,5,659,1085,66,3539
5,"San Diego, CA",1235,78,1081,10,1176,2005,49,7935
5,"San Francisco, CA",1462,159,3421,13,1405,4412,92,10991
5,"San Jose, CA",497,28,250,5,594,832,13,4161
5,"San Juan, PR",561,39,395,0,431,788,24,3105
5,"San Luis Obispo, CA",45,9,27,1,43,76,2,402
5,"Sanford, FL",99,14,108,0,122,200,3,777
5,"Santa Ana, CA",482,38,336,1,445,767,49,3707
5,"Santa Barbara, CA",95,8,36,0,80,136,4,655
5,"Santa Fe, NM",36,11,21,0,9,55,9,222
5,"Santa Maria, CA",1,0,1,0,1,1,0,9
5,"Santa Rosa, CA",21,6,21,0,16,35,1,241
5,"Sarasota/Bradenton, FL",192,24,169,0,192,331,10,1343
5,"Sault Ste. Marie, MI",7,1,3,0,0,8,0,62
5,"Savannah, GA",244,36,256,3,263,476,18,1794
5,"Scottsbluff, NE",3,1,3,0,2,6,0,53
5,"Scranton/Wilkes-Barre, PA",33,10,42,1,46,76,2,145
5,"Seattle, WA",1463,183,1903,32,1477,3086,75,14333
5,"Sheridan, WY",4,2,3,0,1,9,0,62
5,"Shreveport, LA",48,20,63,1,42,104,9,347
5,"Sioux City, IA",8,2,9,0,7,16,3,62
5,"Sioux Falls, SD",81,28,61,0,77,156,5,572
5,"Sitka, AK",13,0,19,0,14,29,0,125
5,"South Bend, IN",92,24,85,2,45,173,15,536
5,"Spokane, WA",203,20,147,0,154,316,8,1475
5,"Springfield, IL",0,0,1,0,0,0,0,9
5,"Springfield, MO",102,57,168,0,127,238,18,737
5,"St. Cloud, MN",0,0,0,0,0,0,0,9
5,"St. George, UT",14,5,6,0,2,20,1,231
5,"St. Louis, MO",838,87,703,3,951,1452,47,5658
5,"St. Petersburg, FL",65,15,95,1,105,169,5,670
5,"State College, PA",9,3,13,0,12,28,3,88
5,"Stillwater, OK",8,8,9,0,2,19,2,62
5,"Stockton, CA",2,0,3,0,5,6,0,41
5,"Sun Valley/Hailey/Ketchum, ID",2,1,2,0,1,5,0,109
5,"Syracuse, NY",173,30,123,0,171,286,12,1155
5,"Tallahassee, FL",74,23,88,1,79,143,4,543
5,"Tampa, FL",1032,101,903,10,1168,1895,76,6843
5,"Texarkana, AR",9,5,5,0,10,17,3,62
5,"Toledo, OH",4,2,4,0,3,9,0,29
5,"Traverse City, MI",38,11,37,0,48,76,4,274
5,"Trenton, NJ",23,2,21,0,27,46,0,172
5,"Tucson, AZ",275,40,206,0,248,423,23,1639
5,"Tulsa, OK",249,55,197,0,252,444,30,1515
5,"Twin Falls, ID",6,0,1,0,0,6,0,62
5,"Tyler, TX",13,5,5,0,2,17,4,93
5,"Valdosta, GA",6,2,6,0,7,12,1,62
5,"Valparaiso, FL",149,26,131,3,149,258,20,918
5,"Victoria, TX",5,4,4,0,3,14,4,54
5,"Waco, TX",10,5,7,0,2,17,10,92
5,"Walla Walla, WA",2,0,2,0,3,6,0,60
5,"Washington, DC",2154,307,2225,14,2127,3934,138,16613
5,"West Palm Beach/Palm Beach, FL",360,32,327,2,355,625,21,2416
5,"West Yellowstone, MT",7,0,0,0,0,7,0,34
5,"White Plains, NY",154,22,128,1,141,253,8,1015
5,"Wichita Falls, TX",6,5,5,0,1,13,2,62
5,"Wichita, KS",133,47,137,0,133,270,26,875
5,"Williston, ND",12,3,8,0,5,23,1,178
5,"Wilmington, NC",80,24,69,2,104,164,8,684
5,"Worcester, MA",16,1,10,0,11,21,2,120
5,"Wrangell, AK",4,0,6,0,13,16,0,62
5,"Yakutat, AK",2,1,4,0,5,6,0,62
5,"Yuma, AZ",11,3,8,0,11,22,0,142
6,"Aberdeen, SD",17,10,19,0,0,26,1,60
6,"Abilene, TX",21,4,23,0,30,43,2,145
6,"Adak Island, AK",0,0,0,0,0,0,1,9
6,"Aguadilla, PR",59,8,43,2,40,83,6,208
6,"Akron, OH",41,10,45,1,45,90,5,327
6,"Albany, GA",14,1,8,0,0,14,1,60
6,"Albany, NY",197,16,100,1,164,282,12,1036
6,"Albuquerque, NM",380,27,205,0,345,537,16,2077
6,"Alexandria, LA",13,3,7,0,4,21,0,169
6,"Allentown/Bethlehem/Easton, PA",56,9,42,0,41,91,4,414
6,"Alpena, MI",10,1,3,0,0,10,2,52
6,"Amarillo, TX",77,13,52,0,88,131,5,445
6,"Anchorage, AK",276,10,295,17,241,475,19,2129
6,"Appleton, WI",71,19,58,2,44,123,7,520
6,"Arcata/Eureka, CA",9,2,8,0,9,22,0,113
6,"Asheville, NC",151,21,160,3,151,286,23,1190
6,"Ashland, WV",15,4,15,0,11,25,2,90
6,"Aspen, CO",87,12,54,0,43,147,47,696
6,"Atlanta, GA",2799,351,2077,35,2716,4795,141,29353
6,"Atlantic City, NJ",32,7,58,5,30,69,4,244
6,"Augusta, GA",33,2,21,0,19,50,1,368
6,"Austin, TX",1243,109,1014,12,1150,2065,53,7551
6,"Bakersfield, CA",32,2,17,0,34,53,0,222
6,"Baltimore, MD",1210,98,907,11,1331,1955,88,8778
6,"Bangor, ME",66,13,55,1,67,118,23,513
6,"Barrow, AK",5,1,6,0,4,8,1,30
6,"Baton Rouge, LA",49,13,41,1,45,92,2,428
6,"Beaumont/Port Arthur, TX",8,0,3,0,0,9,0,60
6,"Belleville, IL",21,4,12,0,20,31,2,146
6,"Bellingham, WA",30,1,24,0,34,51,0,264
6,"Bemidji, MN",21,0,7,0,0,20,1,60
6,"Bend/Redmond, OR",58,7,49,1,49,103,0,471
6,"Bethel, AK",7,0,7,0,5,10,0,60
6,"Billings, MT",72,15,54,0,67,121,2,395
6,"Binghamton, NY",5,0,1,0,5,7,0,30
6,"Birmingham, AL",238,32,171,1,254,404,12,1461
6,"Bismarck/Mandan, ND",60,16,41,0,40,91,2,342
6,"Bloomington/Normal, IL",16,5,18,0,26,36,1,158
6,"Boise, ID",317,19,222,3,278,499,7,2062
6,"Boston, MA",1549,201,1810,8,1686,3196,196,12570
6,"Bozeman, MT",178,11,99,0,156,268,1,1037
6,"Brainerd, MN",6,3,6,0,0,9,0,52
6,"Bristol/Johnson City/Kingsport, TN",21,6,12,0,20,34,0,187
6,"Brownsville, TX",27,12,18,0,20,46,1,201
6,"Brunswick, GA",13,3,2,0,1,17,0,60
6,"Buffalo, NY",372,35,241,1,335,527,38,1913
6,"Burbank, CA",364,9,281,0,412,622,16,2671
6,"Burlington, VT",96,11,81,2,87,163,14,757
6,"Butte, MT",10,1,4,0,0,11,0,56
6,"Casper, WY",39,4,14,0,14,54,2,212
6,"Cedar City, UT",13,0,3,0,0,13,0,52
6,"Cedar Rapids/Iowa City, IA",137,27,100,0,110,227,8,685
6,"Champaign/Urbana, IL",16,5,20,0,27,40,0,116
6,"Charleston, SC",295,28,164,4,300,481,49,2392
6,"Charleston/Dunbar, WV",41,8,16,0,15,60,3,293
6,"Charlotte Amalie, VI",80,11,91,1,43,128,1,504
6,"Charlotte, NC",2202,416,1917,27,2691,4119,298,18712
6,"Charlottesville, VA",20,1,24,0,17,39,6,250
6,"Chattanooga, TN",67,14,45,1,53,108,2,547
6,"Cheyenne, WY",3,1,1,0,4,8,1,55
6,"Chicago, IL",4278,508,3808,39,4188,7587,391,31746
6,"Christiansted, VI",23,11,22,0,20,39,2,106
6,"Cincinnati, OH",476,63,405,1,588,881,63,3631
6,"Clarksburg/Fairmont, WV",5,1,4,0,7,8,1,32
6,"Cleveland, OH",636,66,480,3,667,1059,64,3725
6,"Cody, WY",12,0,9,0,8,22,1,98
6,"College Station/Bryan, TX",17,7,10,1,14,28,1,90
6,"Colorado Springs, CO",196,16,119,1,167,307,10,1170
6,"Columbia, MO",36,5,40,0,53,75,4,168
6,"Columbia, SC",73,6,37,0,54,107,10,558
6,"Columbus, GA",10,1,3,0,2,12,0,84
6,"Columbus, MS",2,0,2,0,2,5,0,60
6,"Columbus, OH",520,54,352,6,485,806,56,3767
6,"Concord, NC",7,5,10,0,13,19,2,61
6,"Cordova, AK",2,0,3,0,5,6,0,60
6,"Corpus Christi, TX",49,10,43,0,74,92,6,316
6,"Dallas, TX",915,56,658,17,1081,1498,29,6274
6,"Dallas/Fort Worth, TX",3985,887,3318,58,4738,7327,540,27685
6,"Dayton, OH",77,14,52,1,74,128,9,629
6,"Daytona Beach, FL",22,2,11,0,12,33,0,246
6,"Deadhorse, AK",6,0,4,0,1,6,1,45
6,"Decatur, IL",8,2,5,0,5,15,0,52
6,"Denver, CO",3584,329,3481,20,3479,6596,241,27576
6,"Des Moines, IA",228,23,187,1,253,392,12,1281
6,"Detroit, MI",1472,282,1116,15,1153,2513,77,11406
6,"Devils Lake, ND",5,0,6,0,5,10,4,56
6,"Dickinson, ND",6,1,3,0,2,10,0,55
6,"Dillingham, AK",1,1,1,0,0,3,1,18
6,"Dodge City, KS",3,1,5,0,3,7,1,51
6,"Dothan, AL",10,0,4,0,2,12,0,60
6,"Duluth, MN",26,5,21,0,10,42,1,181
6,"Durango, CO",43,4,35,5,29,77,2,356
6,"Eagle, CO",33,2,11,0,28,47,2,220
6,"El Paso, TX",239,11,129,2,262,375,11,1515
6,"Elko, NV",6,0,2,0,0,6,0,30
6,"Elmira/Corning, NY",18,5,7,0,0,23,0,80
6,"Escanaba, MI",14,0,3,0,0,14,0,52
6,"Eugene, OR",93,4,54,1,69,128,1,606
6,"Evansville, IN",29,8,22,1,28,50,2,197
6,"Everett, WA",1,1,5,0,6,6,0,57
6,"Fairbanks, AK",57,1,45,0,48,92,0,373
6,"Fargo, ND",89,22,82,0,70,160,4,565
6,"Fayetteville, AR",166,30,150,1,151,275,8,1173
6,"Fayetteville, NC",9,7,5,0,10,20,1,146
6,"Flagstaff, AZ",15,4,9,0,5,24,0,146
6,"Flint, MI",24,10,21,0,22,44,0,159
6,"Fort Dodge, IA",6,0,3,0,10,16,0,51
6,"Fort Lauderdale, FL",1144,93,1144,26,1014,1884,297,7287
6,"Fort Myers, FL",304,24,210,2,278,476,38,2078
6,"Fort Smith, AR",31,5,23,1,32,49,0,109
6,"Fort Wayne, IN",74,21,52,0,33,113,5,398
6,"Fresno, CA",163,15,119,0,124,247,3,981
6,"Gainesville, FL",28,3,32,3,26,54,3,286
6,"Garden City, KS",14,2,8,0,18,25,1,60
6,"Gillette, WY",9,0,6,0,3,13,0,60
6,"Grand Forks, ND",27,8,15,0,0,38,0,99
6,"Grand Island, NE",13,0,4,0,4,15,2,78
6,"Grand Junction, CO",30,6,30,0,25,56,0,346
6,"Grand Rapids, MI",286,25,176,2,208,402,23,1526
6,"Great Falls, MT",35,5,19,0,14,43,1,191
6,"Green Bay, WI",74,21,43,0,30,118,6,374
6,"Greensboro/High Point, NC",132,16,87,1,123,220,29,1029
6,"Greer, SC",165,25,124,3,151,277,27,1413
6,"Guam, TT",7,0,5,0,6,9,0,60
6,"Gulfport/Biloxi, MS",24,5,26,1,29,54,2,298
6,"Gunnison, CO",3,1,9,0,7,13,0,65
6,"Gustavus, AK",0,0,0,0,0,0,0,30
6,"Hagerstown, MD",7,1,8,0,8,15,1,36
6,"Hancock/Houghton, MI",6,2,3,0,7,16,1,60
6,"Harlingen/San Benito, TX",48,7,35,0,69,90,0,320
6,"Harrisburg, PA",81,11,56,0,66,129,5,504
6,"Hartford, CT",342,26,231,2,321,519,24,1886
6,"Hattiesburg/Laurel, MS",4,0,3,0,2,7,0,51
6,"Hayden, CO",13,2,11,0,10,24,0,122
6,"Hays, KS",3,3,6,0,8,16,0,51
6,"Helena, MT",12,3,6,0,2,17,0,120
6,"Hibbing, MN",11,5,10,0,0,16,0,52
6,"Hilo, HI",57,0,4,0,52,62,0,547
6,"Hilton Head, SC",28,2,24,1,19,39,3,236
6,"Hobbs, NM",17,3,17,0,5,25,2,60
6,"Honolulu, HI",543,14,194,5,440,754,23,5219
6,"Houston, TX",2131,184,1896,16,2026,3616,179,15101
6,"Huntsville, AL",94,17,64,0,119,187,7,740
6,"Hyannis, MA",5,0,6,0,7,9,2,65
6,"Idaho Falls, ID",33,6,17,0,18,52,1,327
6,"Indianapolis, IN",645,60,458,4,639,1015,61,4159
6,"International Falls, MN",12,3,6,0,0,17,1,56
6,"Iron Mountain/Kingsfd, MI",12,3,10,0,0,15,0,60
6,"Islip, NY",71,8,39,0,68,100,5,397
6,"Ithaca/Cortland, NY",2,0,8,0,11,15,6,60
6,"Jackson, WY",101,4,52,0,63,129,8,580
6,"Jackson/Vicksburg, MS",92,15,59,1,85,140,2,580
6,"Jacksonville, FL",461,49,252,5,397,681,43,2574
6,"Jacksonville/Camp Lejeune, NC",12,3,10,0,11,20,1,148
6,"Jamestown, ND",2,0,3,0,6,8,5,39
6,"Johnstown, PA",10,1,5,0,5,16,0,60
6,"Joplin, MO",7,0,5,0,5,11,0,52
6,"Juneau, AK",51,1,63,2,41,91,2,486
6,"Kahului, HI",159,4,42,1,108,216,12,2274
6,"Kalamazoo, MI",16,3,3,0,0,19,2,84
6,"Kalispell, MT",75,2,55,0,47,111,0,467
6,"Kansas City, MO",783,54,447,4,738,1117,29,4449
6,"Ketchikan, AK",22,0,24,0,19,40,1,252
6,"Key West, FL",65,7,64,0,47,109,17,509
6,"Killeen, TX",30,10,21,0,36,50,3,146
6,"King Salmon, AK",4,0,4,0,1,5,0,36
6,"Knoxville, TN",199,36,164,1,192,338,15,1467
6,"Kodiak, AK",2,3,5,0,6,10,3,76
6,"Kona, HI",127,1,41,3,111,177,4,1400
6,"Kotzebue, AK",3,1,0,0,0,4,0,30
6,"La Crosse, WI",3,0,4,0,2,5,0,12
6,"Lafayette, LA",32,6,28,0,21,57,5,273
6,"Lake Charles, LA",11,3,8,0,2,15,1,90
6,"Lansing, MI",33,11,14,0,3,47,0,109
6,"Laramie, WY",6,0,4,0,5,10,1,51
6,"Laredo, TX",29,3,27,0,27,50,3,165
6,"Las Vegas, NV",2199,126,1807,34,2497,3759,122,15696
6,"Latrobe, PA",6,0,5,0,5,10,0,60
6,"Lawton/Fort Sill, OK",7,4,6,1,1,14,1,90
6,"Lewiston, ID",14,1,3,0,0,14,0,90
6,"Lexington, KY",117,28,98,0,117,202,10,819
6,"Liberal, KS",4,0,2,0,2,6,1,51
6,"Lihue, HI",155,1,23,1,115,188,6,1384
6,"Lincoln, NE",29,6,30,0,19,59,3,210
6,"Little Rock, AR",175,23,139,0,154,288,10,1137
6,"Long Beach, CA",169,6,60,3,205,261,3,1484
6,"Longview, TX",5,3,2,0,4,10,0,60
6,"Los Angeles, CA",2526,214,1772,26,2007,3808,106,16677
6,"Louisville, KY",342,54,235,4,275,514,26,2159
6,"Lubbock, TX",83,5,48,2,94,136,7,508
6,"Madison, WI",193,23,184,1,170,311,17,1052
6,"Manchester, NH",66,8,39,0,61,96,3,500
6,"Manhattan/Ft. Riley, KS",13,3,14,0,18,25,2,86
6,"Marquette, MI",14,1,14,0,14,26,0,88
6,"Martha's Vineyard, MA",24,1,19,0,20,37,10,233
6,"Mason City, IA",3,2,3,0,8,14,0,51
6,"Medford, OR",52,5,47,1,18,83,1,371
6,"Melbourne, FL",19,2,6,0,8,25,0,226
6,"Memphis, TN",326,39,215,4,328,506,33,2093
6,"Meridian, MS",6,1,3,0,5,12,1,51
6,"Miami, FL",1431,175,1154,19,1339,2327,393,8542
6,"Midland/Odessa, TX",137,28,92,1,112,231,7,834
6,"Milwaukee, WI",398,34,262,1,331,604,26,2443
6,"Minneapolis, MN",1659,363,2244,14,1406,3463,50,11268
6,"Minot, ND",31,17,28,0,11,60,1,199
6,"Mission/McAllen/Edinburg, TX",101,19,51,0,81,145,6,410
6,"Missoula, MT",67,5,69,0,78,120,2,508
6,"Mobile, AL",26,4,20,0,24,48,1,216
6,"Moline, IL",67,12,44,0,41,108,2,360
6,"Monroe, LA",15,4,11,0,16,28,0,169
6,"Monterey, CA",51,4,50,0,51,93,2,427
6,"Montgomery, AL",25,10,27,0,25,51,1,225
6,"Montrose/Delta, CO",31,3,18,0,29,53,2,240
6,"Mosinee, WI",8,1,15,0,12,20,0,60
6,"Myrtle Beach, SC",272,33,224,6,253,448,31,1955
6,"Nantucket, MA",37,9,34,0,20,57,5,346
6,"Nashville, TN",1314,115,812,16,1314,2034,92,8895
6,"New Orleans, LA",682,63,456,11,666,1045,39,4203
6,"New York, NY",2815,409,3332,15,2651,5634,815,24019
6,"Newark, NJ",1179,166,1682,8,1098,2620,393,10771
6,"Newburgh/Poughkeepsie, NY",3,1,4,0,5,6,1,35
6,"Niagara Falls, NY",5,2,4,0,1,7,1,29
6,"Nome, AK",2,0,4,0,3,5,0,30
6,"Norfolk, VA",299,32,213,3,268,485,48,1857
6,"North Bend/Coos Bay, OR",2,0,2,0,2,4,0,39
6,"North Platte, NE",3,1,2,0,2,6,1,52
6,"Oakland, CA",580,5,278,5,634,832,18,3620
6,"Oklahoma City, OK",326,44,186,0,282,508,26,2040
6,"Omaha, NE",405,46,263,1,332,586,22,2059
6,"Ontario, CA",391,17,165,4,378,544,27,2304
6,"Orlando, FL",2089,171,1932,28,2112,3586,174,13179
6,"Pago Pago, TT",1,0,0,0,0,1,0,12
6,"Palm Springs, CA",95,8,55,1,77,142,2,654
6,"Panama City, FL",182,8,139,1,148,279,3,1017
6,"Pasco/Kennewick/Richland, WA",57,9,49,2,21,89,1,410
6,"Pellston, MI",21,4,8,0,0,25,0,112
6,"Pensacola, FL",210,22,181,4,183,349,16,1380
6,"Peoria, IL",35,6,38,0,35,75,4,318
6,"Petersburg, AK",7,0,5,0,2,9,0,60
6,"Philadelphia, PA",1276,178,1239,9,1364,2316,241,9376
6,"Phoenix, AZ",2354,143,1464,32,2433,3617,97,15836
6,"Pittsburgh, PA",611,61,473,14,653,1021,64,3927
6,"Plattsburgh, NY",3,1,6,0,3,7,2,33
6,"Pocatello, ID",11,0,4,0,0,10,0,60
6,"Ponce, PR",24,3,14,1,18,29,2,80
6,"Portland, ME",163,12,132,0,153,272,42,1286
6,"Portland, OR",819,59,787,9,782,1395,27,5271
6,"Portsmouth, NH",0,2,2,0,3,5,1,28
6,"Prescott, AZ",8,4,12,0,9,21,0,60
6,"Providence, RI",211,16,134,1,201,322,13,1278
6,"Provo, UT",20,4,24,0,36,43,2,159
6,"Punta Gorda, FL",52,14,64,1,70,117,4,490
6,"Raleigh/Durham, NC",845,102,599,8,847,1373,109,5508
6,"Rapid City, SD",86,15,75,0,74,136,8,537
6,"Redding, CA",8,0,16,0,15,26,0,114
6,"Reno, NV",316,13,173,1,289,447,9,1806
6,"Rhinelander, WI",25,10,13,0,0,36,0,82
6,"Richmond, VA",285,33,175,6,227,413,32,1631
6,"Riverton/Lander, WY",4,0,2,0,3,8,1,60
6,"Roanoke, VA",26,3,29,0,22,49,3,229
6,"Rochester, MN",20,6,13,0,4,30,1,94
6,"Rochester, NY",165,13,100,0,141,232,25,1014
6,"Rock Springs, WY",4,1,1,0,2,7,0,60
6,"Rockford, IL",6,3,4,0,5,9,1,73
6,"Roswell, NM",15,4,13,0,3,20,0,90
6,"Sacramento, CA",765,43,479,5,811,1158,31,4756
6,"Saginaw/Bay City/Midland, MI",38,3,12,0,6,46,3,190
6,"Saipan, TT",2,0,0,0,0,2,0,30
6,"Salina, KS",6,2,2,0,4,13,0,51
