month,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
2,"Iron Mountain/Kingsfd, MI",4,1,1,0,0,5,0,58
2,"Islip, NY",52,0,43,0,46,78,4,456
2,"Ithaca/Cortland, NY",1,1,1,0,0,2,1,58
2,"Jackson, WY",65,9,49,1,33,100,1,519
2,"Jackson/Vicksburg, MS",39,2,34,0,28,61,0,497
2,"Jacksonville, FL",215,12,164,1,192,343,6,2181
2,"Jacksonville/Camp Lejeune, NC",4,0,4,0,0,6,0,75
2,"Jamestown, ND",3,2,2,0,2,6,6,54
2,"Johnstown, PA",5,1,3,0,2,8,3,58
2,"Joplin, MO",2,0,1,0,2,3,1,50
2,"Juneau, AK",13,2,22,0,19,40,5,319
2,"Kahului, HI",268,12,138,0,144,374,14,2071
2,"Kalamazoo, MI",4,1,0,0,0,5,0,78
2,"Kalispell, MT",21,4,16,0,11,33,1,222
2,"Kansas City, MO",301,15,240,5,245,479,10,3489
2,"Ketchikan, AK",6,2,3,0,5,13,2,174
2,"Key West, FL",46,11,97,0,47,132,7,804
2,"Killeen, TX",7,1,6,0,4,11,0,116
2,"Knoxville, TN",78,4,67,1,73,129,3,1040
2,"Kodiak, AK",2,1,3,0,5,8,0,58
2,"Kona, HI",187,15,121,0,132,279,12,1285
2,"Kotzebue, AK",2,0,3,0,4,6,2,29
2,"La Crosse, WI",0,0,0,0,0,0,0,4
2,"Lafayette, LA",14,3,14,0,17,32,0,212
2,"Lake Charles, LA",6,1,2,0,2,9,0,87
2,"Lansing, MI",9,1,5,0,5,14,0,103
2,"Laramie, WY",5,1,6,0,0,8,2,50
2,"Laredo, TX",8,1,10,0,5,12,0,121
2,"Las Vegas, NV",1172,113,2087,16,1395,2969,121,14064
2,"Latrobe, PA",8,1,6,0,1,10,0,29
2,"Lawton/Fort Sill, OK",2,1,1,0,2,6,1,86
2,"Lewiston, ID",9,1,6,0,2,12,1,87
2,"Lexington, KY",50,10,39,1,29,82,1,627
2,"Liberal, KS",3,0,2,0,3,6,0,30
2,"Lihue, HI",146,11,77,0,89,198,8,1216
2,"Lincoln, NE",5,2,1,0,2,9,0,56
2,"Little Rock, AR",77,6,51,1,54,112,1,860
2,"Long Beach, CA",114,2,120,3,134,208,8,1392
2,"Longview, TX",2,2,3,0,1,5,0,58
2,"Los Angeles, CA",1474,143,1732,26,1011,2661,76,14141
2,"Louisville, KY",144,9,119,4,99,226,7,1686
2,"Lubbock, TX",38,2,21,1,27,54,1,442
2,"Madison, WI",69,10,55,1,54,117,1,846
2,"Manchester, NH",37,1,21,0,25,47,1,329
2,"Manhattan/Ft. Riley, KS",0,0,0,0,0,0,0,72
2,"Marquette, MI",7,2,4,0,4,8,0,58
2,"Mason City, IA",1,0,0,0,1,2,0,50
2,"Medford, OR",24,2,20,0,13,39,3,342
2,"Melbourne, FL",14,0,11,1,9,21,0,223
2,"Memphis, TN",126,13,115,2,106,213,5,1574
2,"Meridian, MS",2,0,2,0,3,5,0,50
2,"Miami, FL",879,58,1152,22,695,1686,19,9538
2,"Midland/Odessa, TX",46,2,24,0,38,72,3,639
2,"Milwaukee, WI",213,15,146,2,164,333,7,2121
2,"Minneapolis, MN",468,98,379,0,293,854,34,8805
2,"Minot, ND",15,5,7,0,3,24,6,174
2,"Mission/McAllen/Edinburg, TX",24,2,15,0,24,42,0,286
2,"Missoula, MT",21,4,9,0,7,28,0,213
2,"Mobile, AL",25,1,13,0,6,27,0,229
2,"Moline, IL",27,3,19,0,15,44,1,325
2,"Monroe, LA",9,4,9,0,6,16,0,145
2,"Monterey, CA",31,2,31,0,14,52,4,301
2,"Montgomery, AL",19,8,7,0,5,29,0,190
2,"Montrose/Delta, CO",59,1,45,1,33,84,4,356
2,"Mosinee, WI",2,0,4,0,0,4,0,58
2,"Myrtle Beach, SC",61,1,47,3,40,86,6,837
2,"Nashville, TN",496,28,381,14,483,817,18,7009
2,"New Orleans, LA",404,21,347,7,338,623,7,4046
2,"New York, NY",1868,151,1984,19,1470,3314,383,21890
2,"Newark, NJ",733,35,659,7,491,1211,129,9888
2,"Newburgh/Poughkeepsie, NY",1,0,2,0,1,3,0,30
2,"Niagara Falls, NY",5,2,7,1,1,10,0,41
2,"Nome, AK",2,1,1,0,1,4,1,29
2,"Norfolk, VA",132,9,92,2,107,207,8,1427
2,"North Bend/Coos Bay, OR",1,1,1,0,0,3,1,15
2,"North Platte, NE",5,0,2,0,2,8,2,50
2,"Oakland, CA",304,11,290,1,343,535,32,3181
2,"Oklahoma City, OK",146,13,90,2,127,243,4,1598
2,"Omaha, NE",172,16,108,1,136,259,5,1795
2,"Ontario, CA",155,8,128,1,176,269,12,1734
2,"Orlando, FL",1286,60,1485,14,1175,2399,50,13573
2,"Pago Pago, TT",2,1,0,0,0,2,0,9
2,"Palm Springs, CA",111,9,166,1,112,264,12,1429
2,"Panama City, FL",33,1,24,1,20,48,0,440
2,"Pasco/Kennewick/Richland, WA",33,3,20,0,11,48,1,355
2,"Pellston, MI",3,1,1,0,0,4,0,50
2,"Pensacola, FL",86,4,69,5,61,133,1,890
2,"Peoria, IL",9,3,13,0,12,26,1,280
2,"Petersburg, AK",2,1,2,0,5,9,1,58
2,"Philadelphia, PA",587,49,556,17,576,1028,21,6555
2,"Phoenix, AZ",1312,100,1276,16,1112,2307,36,15307
2,"Pittsburgh, PA",279,12,217,2,231,425,20,3129
2,"Plattsburgh, NY",4,0,11,0,2,13,0,49
2,"Pocatello, ID",2,0,1,0,0,2,0,58
2,"Ponce, PR",17,0,5,0,11,21,0,85
2,"Portland, ME",50,1,41,1,43,77,4,575
2,"Portland, OR",297,18,281,2,310,589,16,4019
2,"Portsmouth, NH",1,0,1,0,0,1,0,34
2,"Prescott, AZ",4,1,4,0,5,10,2,58
2,"Providence, RI",88,4,67,0,88,135,11,928
2,"Provo, UT",11,4,12,0,11,23,0,155
2,"Punta Gorda, FL",58,9,68,0,55,117,0,584
2,"Raleigh/Durham, NC",384,17,317,5,371,626,22,4246
2,"Rapid City, SD",16,10,19,0,9,33,10,289
2,"Redding, CA",10,2,6,0,7,21,3,87
2,"Reno, NV",182,14,134,0,176,283,9,1435
2,"Rhinelander, WI",2,1,0,0,0,3,0,58
2,"Richmond, VA",143,8,126,1,136,237,9,1288
2,"Riverton/Lander, WY",4,1,0,0,1,5,3,38
2,"Roanoke, VA",15,0,11,0,9,24,2,231
2,"Rochester, MN",10,2,4,0,2,15,0,104
2,"Rochester, NY",75,5,66,0,65,122,6,886
2,"Rock Springs, WY",3,3,3,0,2,8,0,38
2,"Rockford, IL",2,1,7,0,1,7,0,63
2,"Roswell, NM",3,1,0,0,0,4,0,58
2,"Sacramento, CA",364,16,289,9,368,589,39,3730
2,"Saginaw/Bay City/Midland, MI",7,2,2,0,3,12,0,159
2,"Saipan, TT",1,0,1,0,0,1,0,29
2,"Salina, KS",4,1,4,0,1,6,0,58
2,"Salt Lake City, UT",659,82,473,2,433,1056,13,8718
2,"San Angelo, TX",6,2,4,0,1,7,0,87
2,"San Antonio, TX",255,15,232,2,233,436,6,3024
2,"San Diego, CA",641,26,823,3,619,1254,37,6579
2,"San Francisco, CA",930,156,2937,4,870,3587,199,9638
2,"San Jose, CA",294,24,261,2,338,549,22,3537
2,"San Juan, PR",364,15,322,2,225,552,17,2602
2,"San Luis Obispo, CA",31,7,39,0,23,65,7,324
2,"Sanford, FL",78,9,87,0,95,158,0,758
2,"Santa Ana, CA",279,8,309,0,280,537,26,3408
2,"Santa Barbara, CA",48,3,61,1,70,97,37,515
2,"Santa Fe, NM",11,0,5,0,4,14,0,116
2,"Santa Maria, CA",0,0,2,0,1,2,0,9
2,"Santa Rosa, CA",15,2,24,0,19,39,0,231
2,"Sarasota/Bradenton, FL",128,4,141,2,101,231,5,1537
2,"Sault Ste. Marie, MI",6,1,0,0,0,7,1,58
2,"Savannah, GA",101,3,75,2,86,149,5,1305
2,"Scottsbluff, NE",3,2,6,0,1,7,1,50
2,"Scranton/Wilkes-Barre, PA",17,2,16,0,19,32,1,121
2,"Seattle, WA",607,78,644,7,577,1283,58,11097
2,"Sheridan, WY",5,0,2,0,1,6,2,58
2,"Shreveport, LA",18,1,10,0,16,30,0,285
2,"Sioux City, IA",4,1,1,0,2,7,0,58
2,"Sioux Falls, SD",53,8,39,0,22,87,3,578
2,"Sitka, AK",3,1,8,0,6,11,1,87
2,"South Bend, IN",61,9,33,0,14,85,0,485
2,"Spokane, WA",121,23,83,0,75,191,5,1183
2,"Springfield, IL",1,0,2,0,1,1,0,9
2,"Springfield, MO",44,5,42,1,28,70,1,548
2,"St. Cloud, MN",1,0,4,0,1,4,0,21
2,"St. George, UT",21,0,11,0,3,25,1,195
2,"St. Louis, MO",380,8,282,3,309,557,19,4605
2,"St. Petersburg, FL",54,7,69,0,66,117,1,593
2,"State College, PA",4,1,2,0,2,7,1,31
2,"Stillwater, OK",2,0,0,0,0,2,0,58
2,"Stockton, CA",0,1,4,0,3,4,0,39
2,"Sun Valley/Hailey/Ketchum, ID",18,7,13,0,9,35,3,221
2,"Syracuse, NY",92,5,84,2,72,157,5,1096
2,"Tallahassee, FL",28,2,42,0,26,59,0,474
2,"Tampa, FL",595,18,586,8,558,1009,22,6573
2,"Texarkana, AR",0,0,0,0,2,2,0,58
2,"Toledo, OH",5,1,9,0,5,10,0,41
2,"Traverse City, MI",17,10,11,0,9,31,1,224
2,"Trenton, NJ",17,1,24,0,37,46,1,237
2,"Tucson, AZ",155,35,131,1,122,267,5,1471
2,"Tulsa, OK",97,8,57,0,82,150,1,1143
2,"Twin Falls, ID",2,0,0,0,0,2,0,58
2,"Tyler, TX",8,0,3,0,0,8,0,87
2,"Valdosta, GA",4,0,3,0,1,5,0,58
2,"Valparaiso, FL",47,0,36,1,31,68,2,587
2,"Victoria, TX",2,0,0,0,0,2,0,50
2,"Waco, TX",2,1,2,0,4,5,0,87
2,"Walla Walla, WA",1,1,0,0,1,3,3,58
2,"Washington, DC",1039,71,1281,11,949,2066,60,15060
2,"West Palm Beach/Palm Beach, FL",323,13,321,1,214,517,18,2817
2,"White Plains, NY",139,6,115,0,88,193,11,1012
2,"Wichita Falls, TX",2,1,1,0,1,4,0,58
2,"Wichita, KS",63,5,49,0,43,92,0,698
2,"Williston, ND",16,6,7,0,4,24,5,141
2,"Wilmington, NC",37,0,20,2,32,50,3,470
2,"Worcester, MA",18,0,19,1,13,28,3,123
2,"Wrangell, AK",0,2,1,0,5,6,2,58
2,"Yakutat, AK",1,0,3,0,6,9,1,58
2,"Yuma, AZ",8,0,4,0,3,11,0,124
3,"Aberdeen, SD",8,2,2,0,0,10,1,62
3,"Abilene, TX",18,7,15,0,17,31,2,147
3,"Adak Island, AK",0,0,0,0,1,1,0,9
3,"Aguadilla, PR",67,1,25,0,63,87,4,245
3,"Akron, OH",25,5,23,1,19,42,1,270
3,"Albany, GA",9,1,4,0,0,10,0,62
3,"Albany, NY",169,6,94,2,149,224,16,1030
3,"Albuquerque, NM",271,20,184,3,265,404,7,1892
3,"Alexandria, LA",9,5,11,0,3,17,3,155
3,"Allentown/Bethlehem/Easton, PA",27,2,29,1,33,57,2,392
3,"Alpena, MI",4,2,2,0,0,6,0,54
3,"Amarillo, TX",31,6,25,0,56,71,4,427
3,"Anchorage, AK",108,10,128,23,124,253,15,1301
3,"Appleton, WI",37,14,50,1,51,90,3,530
3,"Arcata/Eureka, CA",13,0,25,1,6,37,3,148
3,"Asheville, NC",70,9,85,2,89,163,3,862
3,"Ashland, WV",3,1,4,0,4,5,1,18
3,"Aspen, CO",171,44,160,1,59,304,79,1043
3,"Atlanta, GA",2392,220,2245,30,2442,4432,91,28453
3,"Atlantic City, NJ",53,4,80,0,28,93,7,326
3,"Augusta, GA",20,2,19,0,12,35,0,252
3,"Austin, TX",969,53,940,9,996,1646,43,7154
3,"Bakersfield, CA",19,2,12,0,25,39,1,186
3,"Baltimore, MD",924,33,669,22,1063,1521,74,8070
3,"Bangor, ME",19,5,26,1,28,45,7,257
3,"Barrow, AK",1,0,0,0,1,2,1,31
3,"Baton Rouge, LA",35,10,34,0,27,58,3,372
3,"Beaumont/Port Arthur, TX",5,4,2,1,6,13,2,62
3,"Belleville, IL",15,2,13,0,11,24,1,93
3,"Bellingham, WA",22,4,25,0,33,49,0,255
3,"Bemidji, MN",6,1,3,0,0,6,1,62
3,"Bend/Redmond, OR",35,4,40,1,23,75,2,521
3,"Bethel, AK",7,1,4,0,8,15,0,62
3,"Billings, MT",26,2,16,0,14,43,1,276
3,"Binghamton, NY",2,0,1,0,0,0,0,31
3,"Birmingham, AL",149,11,144,2,163,265,11,1370
3,"Bishop, CA",5,1,8,0,2,11,8,58
3,"Bismarck/Mandan, ND",20,2,9,0,10,32,7,292
3,"Bloomington/Normal, IL",9,4,14,0,10,23,0,142
3,"Boise, ID",141,16,110,3,119,251,9,1725
3,"Boston, MA",1282,76,1127,13,1172,2168,69,11336
3,"Bozeman, MT",90,8,50,0,70,137,3,878
3,"Brainerd, MN",11,0,5,0,0,12,1,53
3,"Bristol/Johnson City/Kingsport, TN",17,1,10,1,9,26,0,168
3,"Brownsville, TX",16,7,18,1,16,31,5,190
3,"Brunswick, GA",3,2,1,0,1,4,0,62
3,"Buffalo, NY",258,10,152,3,216,382,11,1839
3,"Burbank, CA",249,7,223,3,279,441,31,2253
3,"Burlington, VT",31,1,22,0,32,53,6,479
3,"Butte, MT",3,1,0,0,0,3,0,58
3,"Casper, WY",1,3,0,0,0,4,0,31
3,"Cedar City, UT",1,1,0,0,0,2,4,53
3,"Cedar Rapids/Iowa City, IA",69,10,59,0,56,114,6,646
3,"Champaign/Urbana, IL",8,4,16,0,18,27,0,124
3,"Charleston, SC",256,18,182,1,231,390,11,2054
3,"Charleston/Dunbar, WV",30,3,21,1,16,47,0,274
3,"Charlotte Amalie, VI",53,8,66,4,36,103,8,615
3,"Charlotte, NC",1740,175,1728,26,2067,3296,65,17401
3,"Charlottesville, VA",20,0,10,0,16,26,0,253
3,"Chattanooga, TN",51,9,46,1,38,88,2,574
3,"Cheyenne, WY",1,1,3,0,1,5,3,57
3,"Chicago, IL",2714,208,2392,29,2661,4796,166,28975
3,"Christiansted, VI",12,2,28,1,8,31,3,153
3,"Cincinnati, OH",338,25,341,1,433,662,24,3559
3,"Clarksburg/Fairmont, WV",2,0,2,0,1,2,0,18
3,"Cleveland, OH",427,23,359,3,464,732,18,3414
3,"College Station/Bryan, TX",5,3,1,0,9,11,2,93
3,"Colorado Springs, CO",111,17,66,1,125,187,24,972
3,"Columbia, MO",9,8,15,0,20,28,1,147
3,"Columbia, SC",52,6,32,4,50,88,2,523
3,"Columbus, GA",9,3,6,0,1,13,0,88
3,"Columbus, MS",2,0,1,0,2,4,0,62
3,"Columbus, OH",423,27,324,1,403,656,19,3544
3,"Concord, NC",14,2,17,0,15,24,1,63
3,"Cordova, AK",3,5,6,0,5,15,0,62
3,"Corpus Christi, TX",21,8,27,0,32,54,7,335
3,"Dallas, TX",725,28,700,9,915,1308,53,6272
3,"Dallas/Fort Worth, TX",2878,815,3439,53,3448,6038,457,25564
3,"Dayton, OH",59,8,38,5,47,91,4,657
3,"Daytona Beach, FL",23,2,30,0,24,42,1,258
3,"Deadhorse, AK",1,0,1,0,3,3,1,47
3,"Decatur, IL",7,0,3,0,3,11,0,84
3,"Denver, CO",2179,154,1786,11,2462,3952,536,24969
3,"Des Moines, IA",148,12,125,2,152,258,3,1330
3,"Detroit, MI",981,112,860,13,786,1729,29,10758
3,"Devils Lake, ND",3,0,3,0,1,5,2,58
3,"Dickinson, ND",1,1,4,0,0,5,5,57
3,"Dodge City, KS",2,0,5,0,4,6,3,53
3,"Dothan, AL",6,0,2,0,3,9,0,62
3,"Duluth, MN",14,3,5,0,1,16,4,150
3,"Durango, CO",23,1,17,0,7,36,4,279
3,"Eagle, CO",77,12,60,0,49,126,8,647
3,"El Paso, TX",187,18,137,3,224,312,7,1323
3,"Elko, NV",0,1,0,0,0,1,0,31
3,"Elmira/Corning, NY",6,0,8,0,2,8,0,89
3,"Escanaba, MI",6,0,1,0,0,6,0,53
3,"Eugene, OR",63,5,53,0,62,109,2,630
3,"Evansville, IN",20,4,10,0,7,27,2,159
3,"Everett, WA",3,2,22,0,24,35,1,142
3,"Fairbanks, AK",23,4,31,0,21,56,0,306
3,"Fargo, ND",44,9,33,0,30,75,5,557
3,"Fayetteville, AR",92,11,89,3,85,176,15,1039
3,"Fayetteville, NC",9,1,5,0,4,10,0,92
3,"Flagstaff, AZ",5,3,0,0,3,9,1,134
3,"Flint, MI",27,2,23,0,36,53,1,249
3,"Fort Dodge, IA",4,0,5,0,6,11,0,53
3,"Fort Lauderdale, FL",1326,76,2017,16,1374,2881,137,9232
3,"Fort Myers, FL",596,46,902,5,613,1341,78,4528
3,"Fort Smith, AR",4,6,6,0,7,15,2,93
3,"Fort Wayne, IN",33,4,31,1,18,61,2,365
3,"Fresno, CA",84,11,71,1,100,171,7,955
3,"Gainesville, FL",17,2,14,0,8,29,1,212
3,"Garden City, KS",6,2,2,0,9,12,1,62
3,"Gillette, WY",4,1,2,0,1,7,2,62
3,"Grand Forks, ND",12,3,7,0,1,16,2,118
3,"Grand Island, NE",8,0,4,0,0,9,2,80
3,"Grand Junction, CO",18,6,22,0,11,42,3,298
3,"Grand Rapids, MI",221,15,146,1,197,334,8,1686
3,"Great Falls, MT",13,2,8,0,5,22,2,230
3,"Green Bay, WI",29,11,23,0,15,60,1,393
3,"Greensboro/High Point, NC",87,9,53,1,66,128,4,967
3,"Greer, SC",135,8,105,0,107,211,5,1270
3,"Guam, TT",4,0,3,0,2,7,0,62
3,"Gulfport/Biloxi, MS",21,3,21,0,13,34,4,281
3,"Gunnison, CO",11,1,8,0,9,18,1,98
3,"Hagerstown, MD",1,0,3,0,4,4,0,18
3,"Hancock/Houghton, MI",3,0,3,0,5,9,2,62
3,"Harlingen/San Benito, TX",30,5,22,0,37,56,6,352
3,"Harrisburg, PA",35,7,26,0,28,58,0,394
3,"Hartford, CT",308,13,200,4,275,438,12,1757
3,"Hattiesburg/Laurel, MS",4,2,9,0,2,11,1,53
3,"Hayden, CO",40,6,35,0,30,70,7,440
3,"Hays, KS",4,0,2,0,2,7,2,62
3,"Helena, MT",8,2,8,0,1,13,3,137
3,"Hibbing, MN",8,0,1,0,0,8,1,54
3,"Hilo, HI",50,0,4,0,34,51,1,574
3,"Hilton Head, SC",7,4,12,1,3,17,0,94
3,"Honolulu, HI",423,24,188,5,273,609,19,5265
3,"Houston, TX",1545,124,1560,17,1435,2733,121,14491
3,"Huntsville, AL",71,10,49,3,60,110,7,774
3,"Idaho Falls, ID",22,7,12,0,12,37,1,216
3,"Indianapolis, IN",514,29,431,10,514,861,37,4256
3,"International Falls, MN",8,2,5,0,0,10,0,54
3,"Iron Mountain/Kingsfd, MI",3,1,2,0,0,5,0,62
3,"Islip, NY",80,0,53,1,92,120,8,467
3,"Ithaca/Cortland, NY",2,2,5,0,7,11,0,62
3,"Jackson, WY",45,9,36,0,47,85,14,535
3,"Jackson/Vicksburg, MS",60,13,62,0,68,117,5,556
3,"Jacksonville, FL",363,26,298,3,359,588,22,2638
3,"Jacksonville/Camp Lejeune, NC",7,1,5,0,1,9,0,93
3,"Jamestown, ND",1,1,5,0,1,6,2,58
3,"Johnstown, PA",4,1,1,0,2,8,2,62
3,"Joplin, MO",2,0,1,0,0,2,1,54
3,"Juneau, AK",21,4,28,0,24,53,4,341
3,"Kahului, HI",196,5,70,2,121,249,10,2298
3,"Kalamazoo, MI",10,1,2,0,0,11,0,88
3,"Kalispell, MT",18,1,10,0,8,26,2,246
3,"Kansas City, MO",514,24,402,4,537,831,24,4165
3,"Ketchikan, AK",13,1,7,0,9,22,4,186
3,"Key West, FL",71,22,168,0,79,226,15,857
3,"Killeen, TX",13,7,10,0,13,24,2,124
3,"Knoxville, TN",128,13,121,5,147,239,5,1183
3,"Kodiak, AK",3,1,2,0,7,11,3,60
3,"Kona, HI",107,2,43,0,71,140,1,1380
3,"Kotzebue, AK",2,1,2,0,0,2,4,31
3,"Lafayette, LA",27,5,28,0,19,57,7,333
3,"Lake Charles, LA",9,3,3,0,0,12,2,89
3,"Lansing, MI",19,4,12,1,7,27,0,114
3,"Laramie, WY",0,1,2,0,1,2,3,53
3,"Laredo, TX",13,4,21,0,12,25,4,130
3,"Las Vegas, NV",1678,171,2715,22,2321,4224,151,16058
3,"Latrobe, PA",2,0,7,0,2,7,1,31
3,"Lawton/Fort Sill, OK",8,5,4,0,10,15,3,93
3,"Lewiston, ID",6,0,5,0,2,10,1,93
3,"Lexington, KY",78,7,66,1,51,124,8,780
3,"Liberal, KS",2,0,3,0,5,7,2,53
3,"Lihue, HI",111,1,37,1,93,152,1,1340
3,"Lincoln, NE",1,0,3,0,2,3,0,43
3,"Little Rock, AR",118,10,90,0,105,197,9,982
3,"Long Beach, CA",129,5,96,1,176,227,10,1504
3,"Longview, TX",3,3,4,0,1,9,0,62
3,"Los Angeles, CA",1781,158,1737,33,1516,3111,85,15909
3,"Louisville, KY",245,27,182,6,211,397,10,2025
3,"Lubbock, TX",58,15,51,0,83,111,7,543
3,"Madison, WI",111,16,87,4,99,188,4,953
3,"Manchester, NH",50,2,34,0,54,88,3,414
3,"Manhattan/Ft. Riley, KS",2,0,3,0,7,10,2,62
3,"Marquette, MI",3,1,1,0,5,9,0,62
3,"Mason City, IA",4,1,4,0,5,10,0,53
3,"Medford, OR",32,2,23,0,14,50,1,360
3,"Melbourne, FL",29,1,33,1,20,54,2,252
3,"Memphis, TN",226,21,184,2,220,384,10,1820
3,"Meridian, MS",4,0,5,0,4,7,2,53
3,"Miami, FL",1392,146,2036,19,1335,2880,222,10524
3,"Midland/Odessa, TX",54,6,59,1,71,111,11,721
3,"Milwaukee, WI",378,22,233,5,348,559,21,2602
3,"Minneapolis, MN",773,141,620,4,641,1407,103,10254
3,"Minot, ND",16,2,8,0,2,17,6,190
3,"Mission/McAllen/Edinburg, TX",39,13,35,1,47,72,5,291
3,"Missoula, MT",24,1,14,0,14,37,0,247
3,"Mobile, AL",17,4,23,1,20,35,4,212
3,"Moline, IL",27,7,29,0,23,54,0,363
3,"Monroe, LA",11,5,14,0,8,21,1,155
3,"Monterey, CA",17,3,24,0,17,39,2,299
3,"Montgomery, AL",21,9,15,0,18,38,0,207
3,"Montrose/Delta, CO",34,4,33,0,25,61,1,389
3,"Mosinee, WI",5,1,6,0,2,9,1,62
3,"Myrtle Beach, SC",98,7,96,2,83,173,6,1069
3,"Nashville, TN",873,58,563,10,1003,1439,54,8290
3,"New Orleans, LA",631,44,603,8,611,1066,35,4501
3,"New York, NY",2537,211,2682,19,2224,4547,133,23528
3,"Newark, NJ",1081,56,974,13,848,1737,80,10705
3,"Newburgh/Poughkeepsie, NY",2,1,5,0,2,4,0,36
3,"Niagara Falls, NY",4,1,5,0,2,7,0,54
3,"Nome, AK",6,1,1,0,4,8,1,32
3,"Norfolk, VA",212,15,128,1,171,313,7,1617
3,"North Bend/Coos Bay, OR",1,0,2,0,1,3,1,19
3,"North Platte, NE",2,1,3,0,2,5,3,54
3,"Oakland, CA",405,6,280,4,450,661,28,3508
3,"Oklahoma City, OK",196,19,131,0,192,325,18,1779
3,"Omaha, NE",286,20,185,2,232,429,9,2004
3,"Ontario, CA",243,15,142,1,268,421,8,2023
3,"Orlando, FL",2120,141,2874,19,2385,4550,251,15654
3,"Pago Pago, TT",0,0,0,0,0,0,0,8
3,"Palm Springs, CA",158,12,174,1,160,319,14,1723
3,"Panama City, FL",70,6,71,2,85,135,1,710
3,"Pasco/Kennewick/Richland, WA",23,4,26,0,14,43,2,391
3,"Pellston, MI",8,1,1,0,0,9,0,54
3,"Pensacola, FL",150,23,148,1,140,270,7,1137
3,"Peoria, IL",25,6,32,0,31,63,1,318
3,"Petersburg, AK",1,0,3,0,5,7,0,62
3,"Philadelphia, PA",978,75,829,20,941,1597,58,7470
3,"Phoenix, AZ",1972,120,1637,11,1926,3383,101,17985
3,"Pittsburgh, PA",420,27,294,5,418,675,27,3617
3,"Plattsburgh, NY",6,1,11,0,2,13,0,42
3,"Pocatello, ID",4,2,3,0,0,6,0,62
3,"Ponce, PR",26,0,10,0,19,30,1,113
3,"Portland, ME",68,1,54,0,74,110,9,602
3,"Portland, OR",425,41,417,9,466,839,22,4666
3,"Portsmouth, NH",2,1,3,1,1,3,0,29
3,"Prescott, AZ",3,0,5,0,6,10,2,62
3,"Providence, RI",155,6,62,1,141,207,5,1087
3,"Provo, UT",25,4,23,0,27,44,3,176
3,"Punta Gorda, FL",92,7,165,1,115,242,6,766
3,"Raleigh/Durham, NC",650,26,475,6,653,1035,23,4829
3,"Rapid City, SD",27,4,18,0,11,39,8,325
3,"Redding, CA",5,1,12,0,1,13,0,109
3,"Reno, NV",198,11,128,4,189,326,22,1690
3,"Rhinelander, WI",3,0,1,0,0,4,2,62
3,"Richmond, VA",230,15,159,5,193,322,10,1451
3,"Riverton/Lander, WY",0,1,2,0,0,3,2,40
3,"Roanoke, VA",14,1,11,0,5,21,0,224
3,"Rochester, MN",16,3,13,0,6,21,2,155
3,"Rochester, NY",106,0,55,2,89,140,2,935
3,"Rock Springs, WY",0,0,3,0,2,5,3,40
3,"Rockford, IL",8,0,9,1,4,12,0,88
3,"Roswell, NM",2,2,3,1,7,10,0,62
3,"Sacramento, CA",493,19,294,7,518,761,25,4245
3,"Saginaw/Bay City/Midland, MI",19,3,11,0,4,28,0,172
3,"Saipan, TT",0,0,0,0,0,0,0,31
3,"Salina, KS",4,0,5,0,1,7,2,62
3,"Salt Lake City, UT",854,99,597,10,726,1423,44,9720
3,"San Angelo, TX",13,3,4,0,8,19,1,93
3,"San Antonio, TX",501,49,457,4,504,858,21,3425
3,"San Diego, CA",900,48,890,12,912,1625,41,7575
3,"San Francisco, CA",1049,108,3688,15,1201,4489,94,10920
3,"San Jose, CA",376,15,268,6,412,648,19,3922
3,"San Juan, PR",568,22,483,2,418,858,37,3035
3,"San Luis Obispo, CA",40,2,37,0,18,65,5,382
3,"Sanford, FL",95,12,159,1,146,256,10,917
3,"Santa Ana, CA",356,15,309,2,346,655,23,3789
3,"Santa Barbara, CA",53,6,36,1,83,116,3,557
3,"Santa Fe, NM",6,5,7,0,5,18,1,124
3,"Santa Maria, CA",1,1,2,0,0,3,0,9
3,"Santa Rosa, CA",11,5,28,2,26,53,2,280
3,"Sarasota/Bradenton, FL",186,13,311,1,212,476,24,1918
3,"Sault Ste. Marie, MI",8,2,4,0,0,10,0,62
3,"Savannah, GA",162,18,132,5,174,284,3,1579
3,"Scottsbluff, NE",2,1,5,0,1,5,2,54
3,"Scranton/Wilkes-Barre, PA",16,0,11,1,9,20,0,117
3,"Seattle, WA",949,82,937,10,1026,2021,73,12627
3,"Sheridan, WY",3,0,4,0,1,5,3,62
3,"Shreveport, LA",22,6,28,0,19,48,3,327
3,"Sioux City, IA",7,0,6,0,2,10,2,62
3,"Sioux Falls, SD",59,11,51,1,43,102,3,605
3,"Sitka, AK",1,0,7,0,12,14,2,93
3,"South Bend, IN",61,10,41,1,14,90,1,542
3,"Spokane, WA",171,14,114,1,133,277,4,1421
3,"Springfield, IL",3,0,3,0,1,4,0,14
3,"Springfield, MO",67,15,69,2,62,120,9,629
3,"St. Cloud, MN",0,0,1,0,0,1,0,27
3,"St. George, UT",15,2,6,0,3,21,2,224
3,"St. Louis, MO",662,22,463,16,740,1072,36,5449
3,"St. Petersburg, FL",52,8,136,0,92,193,8,783
3,"State College, PA",1,0,4,0,3,5,0,63
3,"Stillwater, OK",7,0,1,0,9,11,0,62
