month,origin_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
3,"Tallahassee, FL",54,13,53,1,70,105,5,530
3,"Tampa, FL",1212,81,1400,4,1494,2299,126,8040
3,"Texarkana, AR",3,4,8,0,5,10,1,62
3,"Toledo, OH",4,0,10,0,8,15,0,59
3,"Traverse City, MI",20,3,19,0,15,42,0,226
3,"Trenton, NJ",25,0,36,0,57,77,6,223
3,"Tucson, AZ",141,24,145,0,137,287,12,1727
3,"Tulsa, OK",67,11,92,1,122,194,11,1304
3,"Twin Falls, ID",3,1,0,0,0,4,0,62
3,"Tyler, TX",2,5,6,0,3,12,1,93
3,"Valdosta, GA",6,4,6,0,1,11,0,62
3,"Valparaiso, FL",68,9,65,0,101,137,3,810
3,"Victoria, TX",1,1,2,0,2,5,1,53
3,"Waco, TX",3,1,15,0,13,19,3,93
3,"Walla Walla, WA",1,1,1,0,1,3,0,62
3,"Washington, DC",1347,70,1324,16,1293,2544,63,16247
3,"West Palm Beach/Palm Beach, FL",512,17,384,2,587,808,24,3141
3,"White Plains, NY",94,3,106,0,89,181,5,1089
3,"Wichita Falls, TX",5,3,2,0,0,8,0,62
3,"Wichita, KS",46,11,55,1,64,116,7,768
3,"Williston, ND",19,4,15,0,3,29,5,150
3,"Wilmington, NC",22,8,24,0,36,57,1,500
3,"Worcester, MA",23,0,35,0,37,48,4,150
3,"Wrangell, AK",0,0,3,0,6,6,0,62
3,"Yakutat, AK",0,3,3,0,7,11,0,62
3,"Yuma, AZ",12,3,12,0,2,18,0,134
4,"Aberdeen, SD",2,1,0,0,0,3,0,60
4,"Abilene, TX",5,12,10,1,19,28,3,145
4,"Adak Island, AK",0,0,0,1,2,2,1,8
4,"Aguadilla, PR",19,2,17,0,17,34,1,234
4,"Akron, OH",26,2,26,0,22,56,1,287
4,"Albany, GA",13,1,9,0,0,15,0,60
4,"Albany, NY",78,6,84,1,81,155,1,1000
4,"Albuquerque, NM",174,23,141,0,199,301,9,1900
4,"Alexandria, LA",9,14,14,0,7,29,3,150
4,"Allentown/Bethlehem/Easton, PA",28,3,20,0,26,56,2,364
4,"Alpena, MI",4,2,2,0,0,6,1,51
4,"Amarillo, TX",27,5,31,0,33,56,4,366
4,"Anchorage, AK",88,13,85,0,98,194,17,1322
4,"Appleton, WI",42,12,28,0,20,75,5,514
4,"Arcata/Eureka, CA",7,4,22,0,5,29,0,120
4,"Asheville, NC",91,13,118,0,100,193,3,1000
4,"Ashland, WV",4,1,2,0,5,6,0,17
4,"Aspen, CO",61,19,51,2,20,107,33,489
4,"Atlanta, GA",3211,113,2778,13,1958,5018,57,28419
4,"Atlantic City, NJ",12,0,25,0,12,39,2,299
4,"Augusta, GA",57,4,61,3,58,102,1,485
4,"Austin, TX",774,102,718,11,989,1506,40,7304
4,"Bakersfield, CA",11,4,10,0,5,25,1,169
4,"Baltimore, MD",1240,43,961,10,1121,1905,53,8230
4,"Bangor, ME",11,1,19,0,13,25,2,223
4,"Barrow, AK",2,0,5,5,3,8,0,31
4,"Baton Rouge, LA",38,21,46,2,38,91,7,428
4,"Beaumont/Port Arthur, TX",5,6,7,0,2,16,2,60
4,"Belleville, IL",3,0,4,0,3,6,0,85
4,"Bellingham, WA",20,1,19,1,15,34,2,246
4,"Bemidji, MN",4,1,1,0,0,5,0,60
4,"Bend/Redmond, OR",47,3,47,1,7,74,2,450
4,"Bethel, AK",3,1,9,6,10,15,1,60
4,"Billings, MT",13,3,21,1,16,38,2,321
4,"Binghamton, NY",2,0,4,0,1,5,0,30
4,"Birmingham, AL",90,20,118,2,137,223,9,1429
4,"Bishop, CA",0,0,1,0,2,3,0,5
4,"Bismarck/Mandan, ND",17,6,8,0,8,26,1,279
4,"Bloomington/Normal, IL",6,3,12,1,12,19,3,140
4,"Boise, ID",127,14,130,1,88,252,0,1787
4,"Boston, MA",1178,159,1274,14,942,2121,120,11591
4,"Bozeman, MT",36,0,55,0,43,94,3,643
4,"Brainerd, MN",2,0,0,0,0,2,0,51
4,"Bristol/Johnson City/Kingsport, TN",5,1,7,0,6,10,1,163
4,"Brownsville, TX",8,9,19,0,15,28,2,151
4,"Brunswick, GA",10,4,7,0,2,18,0,60
4,"Buffalo, NY",118,12,138,1,150,255,13,1786
4,"Burbank, CA",97,8,230,0,199,370,14,2242
4,"Burlington, VT",10,8,47,0,27,61,10,508
4,"Butte, MT",2,0,0,1,0,3,0,55
4,"Casper, WY",0,0,0,0,0,0,0,30
4,"Cedar City, UT",6,0,0,1,0,7,0,51
4,"Cedar Rapids/Iowa City, IA",50,9,82,0,47,111,2,620
4,"Champaign/Urbana, IL",13,1,11,0,9,19,1,120
4,"Charleston, SC",178,4,206,4,242,380,14,2206
4,"Charleston/Dunbar, WV",41,4,27,0,24,61,0,266
4,"Charlotte Amalie, VI",45,9,94,0,88,136,6,542
4,"Charlotte, NC",2720,383,2393,64,2668,4486,88,18163
4,"Charlottesville, VA",19,6,30,0,21,54,4,275
4,"Chattanooga, TN",72,9,65,1,68,124,7,592
4,"Cheyenne, WY",2,4,7,0,2,8,1,56
4,"Chicago, IL",3238,202,3161,18,2951,5848,103,30437
4,"Christiansted, VI",5,2,23,0,17,28,2,108
4,"Cincinnati, OH",256,62,298,0,269,574,17,3582
4,"Clarksburg/Fairmont, WV",2,0,1,0,3,4,0,17
4,"Cleveland, OH",242,17,244,1,290,519,28,3335
4,"College Station/Bryan, TX",2,5,11,0,11,17,4,90
4,"Colorado Springs, CO",72,3,74,0,79,151,6,972
4,"Columbia, MO",6,9,14,0,12,21,1,122
4,"Columbia, SC",37,6,42,0,47,74,2,545
4,"Columbus, GA",9,0,3,0,0,9,0,86
4,"Columbus, MS",3,1,2,0,2,7,0,60
4,"Columbus, OH",240,34,259,2,259,489,11,3422
4,"Concord, NC",5,0,7,0,7,12,2,60
4,"Cordova, AK",0,0,1,0,7,7,2,60
4,"Corpus Christi, TX",10,10,31,0,32,45,6,318
4,"Dallas, TX",810,106,581,2,1009,1359,58,6080
4,"Dallas/Fort Worth, TX",3312,1350,3231,21,3762,6497,562,24911
4,"Dayton, OH",43,7,52,0,44,105,4,686
4,"Daytona Beach, FL",12,1,10,0,19,27,2,248
4,"Deadhorse, AK",1,0,7,0,9,9,2,48
4,"Decatur, IL",4,0,8,0,11,15,0,81
4,"Denver, CO",3241,203,2585,20,2773,5207,99,24657
4,"Des Moines, IA",95,13,80,1,70,159,7,1264
4,"Detroit, MI",989,118,839,1,471,1630,46,10770
4,"Devils Lake, ND",1,0,3,0,3,4,0,55
4,"Dickinson, ND",2,0,0,0,2,4,0,56
4,"Dodge City, KS",2,0,2,0,1,3,0,51
4,"Dothan, AL",9,1,5,1,1,12,0,60
4,"Duluth, MN",8,2,4,1,0,11,0,172
4,"Durango, CO",24,7,21,0,8,45,2,243
4,"Eagle, CO",18,9,21,0,11,38,2,205
4,"El Paso, TX",117,17,90,1,159,228,7,1430
4,"Elko, NV",3,0,0,0,0,2,0,30
4,"Elmira/Corning, NY",5,3,3,0,1,9,0,85
4,"Escanaba, MI",4,1,1,0,0,5,1,51
4,"Eugene, OR",43,3,35,0,37,77,0,595
4,"Evansville, IN",16,6,18,0,11,36,2,154
4,"Everett, WA",9,0,16,0,5,21,0,130
4,"Fairbanks, AK",11,0,19,1,22,33,4,264
4,"Fargo, ND",33,6,24,0,18,55,2,532
4,"Fayetteville, AR",71,40,77,0,94,163,6,1078
4,"Fayetteville, NC",2,0,5,0,5,6,0,86
4,"Flagstaff, AZ",9,1,12,0,3,19,1,143
4,"Flint, MI",10,1,9,0,8,24,1,194
4,"Fort Dodge, IA",0,0,3,0,6,5,0,51
4,"Fort Lauderdale, FL",1145,45,1088,56,874,1853,75,8299
4,"Fort Myers, FL",308,21,314,1,374,586,44,3511
4,"Fort Smith, AR",3,9,5,0,5,14,3,90
4,"Fort Wayne, IN",39,6,30,0,20,65,3,351
4,"Fresno, CA",82,8,81,4,68,147,4,911
4,"Gainesville, FL",18,3,16,0,22,36,2,255
4,"Garden City, KS",10,2,8,0,7,16,1,60
4,"Gillette, WY",6,0,4,0,2,8,1,60
4,"Grand Forks, ND",6,1,1,0,1,7,0,108
4,"Grand Island, NE",7,2,5,0,3,11,2,76
4,"Grand Junction, CO",18,5,27,0,10,37,3,245
4,"Grand Rapids, MI",88,3,92,0,107,191,3,1520
4,"Great Falls, MT",15,2,7,0,8,24,0,223
4,"Green Bay, WI",43,3,24,0,14,60,8,397
4,"Greensboro/High Point, NC",67,8,96,2,62,143,9,958
4,"Greer, SC",82,14,109,3,117,190,7,1326
4,"Guam, TT",0,0,0,0,0,0,0,60
4,"Gulfport/Biloxi, MS",18,6,24,0,21,39,4,270
4,"Gunnison, CO",1,0,1,0,0,1,0,42
4,"Hagerstown, MD",5,0,2,0,6,6,1,17
4,"Hancock/Houghton, MI",5,4,5,0,7,16,3,60
4,"Harlingen/San Benito, TX",16,10,31,0,39,61,5,381
4,"Harrisburg, PA",32,1,31,0,32,51,2,507
4,"Hartford, CT",172,8,183,6,192,322,8,1974
4,"Hattiesburg/Laurel, MS",3,0,3,0,5,7,0,51
4,"Hayden, CO",6,1,3,0,9,15,0,120
4,"Hays, KS",1,0,3,0,6,7,1,60
4,"Helena, MT",3,2,2,0,2,7,0,120
4,"Hibbing, MN",3,1,0,0,0,4,0,51
4,"Hilo, HI",36,1,5,1,46,53,1,572
4,"Hilton Head, SC",11,1,22,0,28,37,1,177
4,"Honolulu, HI",488,16,112,6,322,631,50,5104
4,"Houston, TX",1725,89,1465,12,1580,2851,66,14145
4,"Huntsville, AL",74,15,60,1,71,140,6,801
4,"Idaho Falls, ID",12,6,9,1,5,28,0,266
4,"Indianapolis, IN",245,15,293,0,274,532,28,3947
4,"International Falls, MN",2,1,0,0,0,3,0,51
4,"Iron Mountain/Kingsfd, MI",3,2,1,0,0,5,0,60
4,"Islip, NY",40,5,31,0,62,77,9,433
4,"Ithaca/Cortland, NY",1,2,3,0,2,6,0,60
4,"Jackson, WY",16,1,26,0,13,37,1,246
4,"Jackson/Vicksburg, MS",39,16,41,0,60,99,5,605
4,"Jacksonville, FL",193,33,253,1,292,454,15,2590
4,"Jacksonville/Camp Lejeune, NC",2,0,3,0,7,8,0,146
4,"Jamestown, ND",1,0,0,0,1,2,0,55
4,"Johnstown, PA",11,0,7,0,7,18,0,60
4,"Joplin, MO",5,2,4,0,0,8,0,51
4,"Juneau, AK",13,0,15,0,21,36,6,345
4,"Kahului, HI",151,17,62,1,139,233,18,2153
4,"Kalamazoo, MI",4,2,1,0,0,6,0,86
4,"Kalispell, MT",15,0,6,0,5,21,1,195
4,"Kansas City, MO",322,66,312,2,428,665,22,4106
4,"Ketchikan, AK",9,0,4,0,10,13,3,195
4,"Key West, FL",145,6,109,3,134,215,11,772
4,"Killeen, TX",11,9,17,0,10,29,6,147
4,"King Salmon, AK",0,0,0,0,0,0,0,7
4,"Knoxville, TN",90,7,98,1,108,187,9,1210
4,"Kodiak, AK",5,0,2,0,4,9,2,58
4,"Kona, HI",70,2,34,2,83,130,13,1291
4,"Kotzebue, AK",1,0,3,1,4,5,4,30
4,"Lafayette, LA",10,20,27,3,25,45,4,266
4,"Lake Charles, LA",6,6,9,0,3,16,5,90
4,"Lansing, MI",16,2,10,0,8,25,1,112
4,"Laramie, WY",3,1,2,0,0,3,3,51
4,"Laredo, TX",8,0,14,0,15,26,4,153
4,"Las Vegas, NV",1753,34,1398,16,1900,3023,47,15579
4,"Latrobe, PA",2,0,5,0,3,7,0,51
4,"Lawton/Fort Sill, OK",8,5,8,0,6,18,6,90
4,"Lewiston, ID",9,1,0,0,0,8,0,90
4,"Lexington, KY",39,7,63,0,53,101,6,785
4,"Liberal, KS",2,2,0,0,1,5,0,51
4,"Lihue, HI",70,8,26,0,93,130,20,1290
4,"Lincoln, NE",8,1,3,0,7,16,0,90
4,"Little Rock, AR",85,36,82,0,80,165,12,1087
4,"Long Beach, CA",79,5,73,7,130,197,5,1476
4,"Longview, TX",2,6,8,0,1,13,0,60
4,"Los Angeles, CA",1475,57,1713,8,1287,2876,43,15718
4,"Louisville, KY",177,16,165,3,153,315,10,2048
4,"Lubbock, TX",28,17,49,1,55,93,5,483
4,"Madison, WI",84,22,69,0,66,150,9,1015
4,"Manchester, NH",33,0,42,0,44,74,5,463
4,"Manhattan/Ft. Riley, KS",3,1,2,0,4,7,1,60
4,"Marquette, MI",12,3,5,0,1,16,2,60
4,"Mason City, IA",3,0,2,0,7,9,1,51
4,"Medford, OR",28,2,23,0,7,46,1,344
4,"Melbourne, FL",14,0,13,0,17,26,1,243
4,"Memphis, TN",144,13,115,2,127,248,12,1850
4,"Meridian, MS",7,0,3,0,1,8,0,51
4,"Miami, FL",1261,109,1140,21,1118,2065,77,9590
4,"Midland/Odessa, TX",45,28,50,1,71,126,10,829
4,"Milwaukee, WI",159,8,169,0,193,343,10,2369
4,"Minneapolis, MN",825,62,661,2,374,1316,19,10260
4,"Minot, ND",19,2,6,0,3,23,0,181
4,"Mission/McAllen/Edinburg, TX",27,15,30,3,27,64,7,306
4,"Missoula, MT",17,2,15,1,13,33,0,240
4,"Mobile, AL",5,3,17,0,14,22,3,206
4,"Moline, IL",20,5,28,0,25,49,1,304
4,"Monroe, LA",11,5,17,0,17,31,3,150
4,"Monterey, CA",28,8,33,0,19,55,1,349
4,"Montgomery, AL",12,6,18,0,13,34,4,202
4,"Montrose/Delta, CO",10,1,9,0,14,20,1,153
4,"Mosinee, WI",1,0,1,0,0,2,0,60
4,"Myrtle Beach, SC",54,9,121,0,122,196,15,1381
4,"Nashville, TN",651,25,613,2,823,1290,32,8282
4,"New Orleans, LA",394,46,416,2,523,805,34,4320
4,"New York, NY",2200,87,2197,27,1762,3909,290,23667
4,"Newark, NJ",1272,122,1231,5,1081,2193,146,10729
4,"Newburgh/Poughkeepsie, NY",0,0,3,0,2,3,0,34
4,"Niagara Falls, NY",4,0,4,0,4,7,0,42
4,"Nome, AK",2,0,6,0,5,6,2,30
4,"Norfolk, VA",145,9,164,1,174,315,17,1701
4,"North Bend/Coos Bay, OR",2,0,14,0,1,16,0,30
4,"North Platte, NE",5,0,3,0,3,8,0,52
4,"Oakland, CA",273,2,168,0,292,458,15,3512
4,"Oklahoma City, OK",132,14,123,0,149,275,21,1880
4,"Omaha, NE",129,20,141,0,147,280,9,1926
4,"Ontario, CA",148,8,162,2,215,339,10,2098
4,"Orlando, FL",1660,147,1445,29,1450,2775,161,14178
4,"Pago Pago, TT",4,0,0,0,2,4,0,9
4,"Palm Springs, CA",110,10,212,1,122,321,12,1620
4,"Panama City, FL",54,10,60,0,80,121,5,735
4,"Pasco/Kennewick/Richland, WA",20,2,20,0,7,35,0,401
4,"Pellston, MI",9,4,5,0,0,13,0,51
4,"Pensacola, FL",91,17,93,3,130,197,17,1139
4,"Peoria, IL",18,9,34,0,29,58,1,286
4,"Petersburg, AK",0,0,4,0,7,6,0,60
4,"Philadelphia, PA",711,47,717,11,696,1348,47,7893
4,"Phoenix, AZ",1684,18,1269,17,1634,2864,43,16994
4,"Pittsburgh, PA",240,19,342,3,263,533,19,3535
4,"Plattsburgh, NY",4,2,6,0,3,9,1,52
4,"Pocatello, ID",4,1,0,0,0,5,0,60
4,"Ponce, PR",4,0,5,0,13,15,1,114
4,"Portland, ME",38,5,52,0,42,91,15,617
4,"Portland, OR",339,15,404,1,319,732,16,4765
4,"Portsmouth, NH",1,0,5,0,2,6,1,53
4,"Prescott, AZ",10,0,7,0,5,15,0,60
4,"Providence, RI",82,6,79,0,110,157,4,1203
4,"Provo, UT",10,2,10,0,7,21,0,156
4,"Punta Gorda, FL",44,8,40,1,31,81,0,539
4,"Raleigh/Durham, NC",442,28,551,1,555,937,33,5013
4,"Rapid City, SD",28,14,31,0,13,58,0,312
4,"Redding, CA",5,1,7,0,3,12,0,114
4,"Reno, NV",109,8,169,0,136,280,4,1638
4,"Rhinelander, WI",1,2,0,0,0,3,0,60
4,"Richmond, VA",153,13,161,2,144,288,10,1570
4,"Riverton/Lander, WY",3,1,2,0,1,5,0,39
4,"Roanoke, VA",18,0,18,0,20,35,1,226
4,"Rochester, MN",15,3,11,0,6,23,0,124
4,"Rochester, NY",70,5,68,0,78,130,11,947
4,"Rock Springs, WY",2,0,4,0,3,4,0,39
4,"Rockford, IL",3,1,5,0,6,12,0,66
4,"Roswell, NM",6,1,7,0,4,9,1,60
4,"Sacramento, CA",367,20,249,3,405,679,15,4392
4,"Saginaw/Bay City/Midland, MI",12,2,11,0,4,21,0,168
4,"Saipan, TT",0,0,0,0,0,0,0,30
4,"Salina, KS",7,0,4,0,4,11,1,60
4,"Salt Lake City, UT",819,48,647,4,521,1373,15,9336
4,"San Angelo, TX",8,2,5,0,12,16,2,90
4,"San Antonio, TX",284,37,281,4,363,580,17,3401
4,"San Diego, CA",586,42,858,13,828,1481,35,7585
4,"San Francisco, CA",1182,45,1270,1,1659,2684,86,10622
4,"San Jose, CA",252,10,190,3,285,476,12,3938
4,"San Juan, PR",333,8,339,1,338,565,26,2921
4,"San Luis Obispo, CA",36,2,31,2,25,68,5,410
4,"Sanford, FL",59,18,77,6,54,117,9,753
4,"Santa Ana, CA",236,12,331,1,349,635,18,3598
4,"Santa Barbara, CA",41,12,80,0,64,136,13,556
4,"Santa Fe, NM",15,6,22,0,7,37,3,169
4,"Santa Maria, CA",0,0,0,0,0,0,0,8
4,"Santa Rosa, CA",21,2,37,0,26,50,0,265
4,"Sarasota/Bradenton, FL",127,5,119,1,175,260,17,1616
4,"Sault Ste. Marie, MI",8,0,0,0,0,8,0,60
4,"Savannah, GA",169,17,158,2,180,287,11,1663
4,"Scottsbluff, NE",4,0,6,0,5,9,2,51
4,"Scranton/Wilkes-Barre, PA",17,0,12,0,16,26,0,92
4,"Seattle, WA",1236,62,1512,41,923,2468,25,12925
4,"Sheridan, WY",8,0,1,0,0,8,0,60
4,"Shreveport, LA",18,20,29,0,31,55,9,330
4,"Sioux City, IA",2,1,2,0,2,5,0,60
4,"Sioux Falls, SD",29,11,42,0,27,64,2,598
4,"Sitka, AK",6,1,6,0,2,9,1,90
4,"South Bend, IN",44,5,34,0,29,76,3,541
4,"Spokane, WA",73,3,70,1,72,141,6,1475
4,"Springfield, IL",1,0,0,0,1,2,0,10
4,"Springfield, MO",60,37,77,0,73,130,7,665
4,"St. Cloud, MN",0,0,0,0,0,0,0,15
4,"St. George, UT",24,3,13,1,2,31,0,254
4,"St. Louis, MO",501,65,457,0,652,961,35,5444
4,"St. Petersburg, FL",39,11,53,0,38,86,5,641
4,"State College, PA",10,0,2,0,3,13,0,60
4,"Stillwater, OK",7,2,8,1,8,14,1,60
4,"Stockton, CA",7,1,9,0,6,9,0,36
4,"Sun Valley/Hailey/Ketchum, ID",5,3,2,0,1,9,0,99
4,"Syracuse, NY",71,5,67,0,63,131,7,1103
4,"Tallahassee, FL",32,7,41,1,52,75,3,503
4,"Tampa, FL",682,52,686,6,753,1277,93,7121
4,"Texarkana, AR",5,4,9,0,7,14,1,60
4,"Toledo, OH",4,1,5,0,7,9,0,40
4,"Traverse City, MI",17,2,20,0,15,37,0,223
4,"Trenton, NJ",17,1,20,0,37,46,1,201
4,"Tucson, AZ",105,10,145,1,129,262,9,1664
4,"Tulsa, OK",91,24,113,0,109,206,13,1390
4,"Twin Falls, ID",6,0,0,0,0,5,0,60
4,"Tyler, TX",2,6,8,0,3,14,3,90
4,"Valdosta, GA",2,2,5,0,3,8,0,60
4,"Valparaiso, FL",81,14,72,1,97,149,7,844
4,"Victoria, TX",0,0,1,0,2,2,0,51
4,"Waco, TX",6,5,11,0,9,21,4,90
4,"Walla Walla, WA",1,0,0,0,1,2,0,60
4,"Washington, DC",1377,123,1602,14,1549,2877,93,15850
4,"West Palm Beach/Palm Beach, FL",309,10,245,13,353,551,29,2769
4,"White Plains, NY",101,15,97,5,96,177,22,1058
4,"Wichita Falls, TX",4,3,4,0,2,9,1,56
4,"Wichita, KS",64,18,57,0,61,132,9,842
4,"Williston, ND",9,0,7,0,4,13,0,146
4,"Wilmington, NC",33,11,74,0,72,120,3,595
4,"Worcester, MA",8,1,16,0,14,22,5,123
4,"Wrangell, AK",1,0,2,0,6,7,1,60
4,"Yakutat, AK",0,0,4,0,5,6,3,60
4,"Yuma, AZ",10,0,6,0,3,14,1,132
5,"Aberdeen, SD",7,2,1,0,0,9,0,62
5,"Abilene, TX",14,11,22,0,25,41,3,144
5,"Adak Island, AK",0,0,0,1,1,1,0,9
5,"Aguadilla, PR",27,2,9,0,38,44,4,254
5,"Akron, OH",25,9,39,0,29,66,5,306
5,"Albany, GA",15,3,5,0,0,16,1,62
5,"Albany, NY",98,7,91,0,117,197,7,1016
5,"Albuquerque, NM",255,20,173,0,277,418,48,2134
5,"Alexandria, LA",18,15,14,0,2,34,6,155
5,"Allentown/Bethlehem/Easton, PA",28,4,36,0,31,65,5,391
5,"Alpena, MI",6,4,5,0,0,10,0,53
5,"Amarillo, TX",40,20,60,0,58,110,17,421
5,"Anchorage, AK",100,3,83,1,109,208,9,1725
5,"Appleton, WI",38,15,50,0,39,106,6,532
5,"Arcata/Eureka, CA",5,1,22,0,6,27,1,122
5,"Asheville, NC",153,33,192,2,183,302,8,1123
5,"Ashland, WV",13,2,7,0,16,18,0,31
5,"Aspen, CO",29,13,25,0,14,60,6,204
5,"Atlanta, GA",4798,414,4772,17,3668,7928,173,29870
5,"Atlantic City, NJ",9,0,27,0,20,41,3,286
5,"Augusta, GA",36,9,40,0,27,66,2,310
5,"Austin, TX",1403,259,1331,21,1675,2572,121,7852
5,"Bakersfield, CA",21,5,21,0,13,37,4,206
5,"Baltimore, MD",1715,48,1243,4,1687,2623,52,8654
5,"Bangor, ME",9,0,15,0,9,21,5,221
5,"Barrow, AK",0,0,4,3,4,7,0,31
5,"Baton Rouge, LA",46,35,67,0,60,108,12,441
5,"Beaumont/Port Arthur, TX",6,5,3,0,0,11,2,62
5,"Belleville, IL",11,2,13,0,16,22,0,98
5,"Bellingham, WA",11,0,8,0,12,18,0,244
5,"Bemidji, MN",5,1,1,0,0,6,0,62
5,"Bend/Redmond, OR",34,3,36,0,23,66,1,458
5,"Bethel, AK",2,0,9,12,5,17,0,62
5,"Billings, MT",40,10,19,0,21,58,2,341
5,"Binghamton, NY",3,1,4,0,2,6,0,31
5,"Birmingham, AL",205,55,220,4,260,409,24,1512
5,"Bismarck/Mandan, ND",29,11,27,0,10,51,2,347
5,"Bloomington/Normal, IL",10,8,29,0,21,45,2,158
5,"Boise, ID",147,17,174,0,140,319,8,2016
5,"Boston, MA",1589,72,1580,9,1305,2721,89,12659
5,"Bozeman, MT",48,5,77,0,65,121,2,719
5,"Brainerd, MN",2,0,0,0,0,2,0,53
5,"Bristol/Johnson City/Kingsport, TN",16,7,16,0,15,32,2,168
5,"Brownsville, TX",20,16,28,0,18,44,12,189
5,"Brunswick, GA",18,2,6,0,0,20,1,62
5,"Buffalo, NY",186,13,188,1,211,360,18,1878
5,"Burbank, CA",124,11,264,1,255,449,15,2327
5,"Burlington, VT",29,5,51,2,48,89,6,629
5,"Butte, MT",2,0,0,0,0,2,0,58
5,"Casper, WY",4,4,4,0,0,11,0,102
5,"Cedar City, UT",5,1,1,0,0,6,0,53
5,"Cedar Rapids/Iowa City, IA",76,19,113,2,81,173,12,669
5,"Champaign/Urbana, IL",17,9,23,0,23,39,3,124
5,"Charleston, SC",235,25,339,0,351,546,27,2406
5,"Charleston/Dunbar, WV",32,14,41,0,28,76,6,305
5,"Charlotte Amalie, VI",45,6,91,1,87,141,4,541
5,"Charlotte, NC",4487,834,4239,132,4641,7366,261,19203
5,"Charlottesville, VA",30,4,39,0,27,60,8,285
5,"Chattanooga, TN",77,25,86,0,76,156,11,586
5,"Cheyenne, WY",2,2,4,0,1,7,0,58
5,"Chicago, IL",5325,1164,6010,24,5623,10337,460,31818
5,"Christiansted, VI",4,3,11,0,21,25,0,102
5,"Cincinnati, OH",358,80,465,4,397,800,45,3709
5,"Clarksburg/Fairmont, WV",3,2,4,1,5,8,0,19
5,"Cleveland, OH",330,15,423,1,378,725,50,3667
5,"Cody, WY",2,2,5,0,3,8,0,28
5,"College Station/Bryan, TX",8,5,11,0,7,21,6,92
5,"Colorado Springs, CO",115,24,111,0,123,234,16,1067
5,"Columbia, MO",27,13,35,0,30,48,5,149
5,"Columbia, SC",66,14,77,0,69,135,11,592
5,"Columbus, GA",14,7,8,0,2,22,1,88
5,"Columbus, MS",1,0,4,0,4,6,0,62
5,"Columbus, OH",343,32,408,0,404,723,41,3665
5,"Concord, NC",5,1,6,0,12,16,0,61
5,"Cordova, AK",3,0,2,0,6,7,1,62
5,"Corpus Christi, TX",24,27,72,0,72,113,15,328
5,"Dallas, TX",1316,156,926,2,1583,2129,201,6207
5,"Dallas/Fort Worth, TX",5898,2163,5460,24,6345,10397,1723,27111
5,"Dayton, OH",49,16,80,1,75,139,13,712
5,"Daytona Beach, FL",30,7,31,0,44,62,3,274
5,"Deadhorse, AK",1,1,2,0,5,6,1,50
5,"Decatur, IL",5,1,13,0,17,26,5,85
5,"Denver, CO",4167,414,3065,13,4214,7043,212,26368
5,"Des Moines, IA",136,38,171,1,137,286,22,1254
5,"Detroit, MI",1456,132,1317,7,786,2353,55,11294
5,"Devils Lake, ND",0,2,3,0,3,8,0,58
5,"Dickinson, ND",2,1,5,0,0,7,0,57
5,"Dodge City, KS",1,0,6,0,7,11,0,54
5,"Dothan, AL",4,0,8,0,6,16,0,62
5,"Duluth, MN",8,12,13,0,6,29,3,176
5,"Durango, CO",23,8,27,1,17,53,7,284
5,"Eagle, CO",11,3,9,0,8,25,2,151
5,"El Paso, TX",176,28,141,1,260,352,35,1470
5,"Elko, NV",0,0,0,0,0,0,0,31
5,"Elmira/Corning, NY",10,2,3,0,5,13,0,80
5,"Escanaba, MI",5,1,2,0,0,6,0,53
5,"Eugene, OR",58,4,50,0,44,101,6,588
5,"Evansville, IN",23,8,30,0,7,46,2,161
5,"Everett, WA",4,0,6,0,5,10,1,93
5,"Fairbanks, AK",13,0,9,0,34,41,3,310
5,"Fargo, ND",46,15,41,0,40,96,4,542
5,"Fayetteville, AR",104,62,175,1,152,281,17,1152
5,"Fayetteville, NC",7,5,7,0,8,19,1,92
5,"Flagstaff, AZ",5,2,3,0,2,8,2,155
5,"Flint, MI",19,7,26,0,12,43,4,168
5,"Fort Dodge, IA",2,0,4,0,5,9,3,54
5,"Fort Lauderdale, FL",1391,61,1487,50,1082,2237,68,7892
5,"Fort Myers, FL",256,56,414,1,444,676,25,2613
5,"Fort Smith, AR",14,11,22,4,18,36,4,93
5,"Fort Wayne, IN",50,11,41,1,31,93,8,338
5,"Fresno, CA",111,9,92,2,95,200,13,1005
5,"Gainesville, FL",26,5,21,1,23,42,3,247
5,"Garden City, KS",10,3,9,0,8,14,2,62
5,"Gillette, WY",1,2,2,0,0,5,0,62
5,"Grand Forks, ND",6,2,0,0,2,8,0,102
5,"Grand Island, NE",7,6,5,1,1,14,3,80
5,"Grand Junction, CO",26,15,28,0,22,60,5,302
5,"Grand Rapids, MI",133,21,154,2,151,269,22,1442
5,"Great Falls, MT",17,1,12,0,6,26,0,210
5,"Green Bay, WI",43,13,20,0,15,73,5,353
5,"Greensboro/High Point, NC",101,32,125,0,104,215,20,1015
5,"Greer, SC",158,30,173,3,214,337,20,1449
5,"Guam, TT",1,0,0,0,1,1,1,62
5,"Gulfport/Biloxi, MS",26,16,35,0,40,67,9,283
5,"Gunnison, CO",2,2,4,0,1,7,0,40
5,"Hagerstown, MD",1,1,3,0,5,6,0,21
5,"Hancock/Houghton, MI",9,1,7,0,10,22,3,62
