month,origin_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
2,"Jackson, WY",72,22,98,1,67,144,3,519
2,"Jackson/Vicksburg, MS",23,5,16,0,25,42,1,498
2,"Jacksonville, FL",159,8,148,0,185,301,10,2180
2,"Jacksonville/Camp Lejeune, NC",4,0,0,0,1,3,0,75
2,"Jamestown, ND",2,3,4,0,2,8,7,54
2,"Johnstown, PA",2,0,0,0,2,4,3,58
2,"Joplin, MO",4,1,0,0,0,5,1,50
2,"Juneau, AK",11,3,20,0,19,38,7,319
2,"Kahului, HI",160,14,54,1,198,256,15,2071
2,"Kalamazoo, MI",3,1,2,0,0,4,0,78
2,"Kalispell, MT",13,3,41,0,11,47,3,222
2,"Kansas City, MO",206,10,274,1,212,434,11,3490
2,"Ketchikan, AK",3,4,12,0,10,16,3,174
2,"Key West, FL",123,13,127,0,117,199,13,804
2,"Killeen, TX",4,1,4,0,3,6,0,116
2,"Knoxville, TN",55,3,57,0,49,109,2,1040
2,"Kodiak, AK",1,3,4,0,4,9,0,58
2,"Kona, HI",114,13,50,0,133,174,17,1285
2,"Kotzebue, AK",0,0,2,0,4,4,2,29
2,"La Crosse, WI",0,0,0,0,0,0,0,4
2,"Lafayette, LA",11,16,11,0,11,29,0,212
2,"Lake Charles, LA",13,3,4,0,4,18,0,87
2,"Lansing, MI",5,1,6,0,5,11,0,103
2,"Laramie, WY",4,1,3,0,2,8,2,50
2,"Laredo, TX",1,0,5,0,11,14,0,121
2,"Las Vegas, NV",1431,49,1332,11,1642,2649,110,14070
2,"Latrobe, PA",1,1,3,0,4,6,0,29
2,"Lawton/Fort Sill, OK",3,4,4,0,1,7,1,86
2,"Lewiston, ID",8,2,5,0,3,12,1,87
2,"Lexington, KY",45,13,41,1,29,83,1,627
2,"Liberal, KS",1,0,2,0,4,5,0,30
2,"Lihue, HI",85,13,23,2,114,144,13,1215
2,"Lincoln, NE",2,0,0,0,0,2,0,55
2,"Little Rock, AR",36,16,47,0,44,100,2,859
2,"Long Beach, CA",91,5,83,0,127,192,8,1392
2,"Longview, TX",10,0,3,0,2,10,0,58
2,"Los Angeles, CA",1343,122,1324,15,1046,2440,66,14154
2,"Louisville, KY",84,12,135,1,78,207,7,1684
2,"Lubbock, TX",33,4,39,0,29,59,2,442
2,"Madison, WI",45,16,41,0,26,91,2,844
2,"Manchester, NH",12,0,20,0,17,35,1,329
2,"Manhattan/Ft. Riley, KS",4,0,3,0,0,5,0,72
2,"Marquette, MI",3,2,1,0,3,8,0,57
2,"Mason City, IA",2,0,1,0,1,3,2,50
2,"Medford, OR",17,3,32,0,11,47,1,342
2,"Melbourne, FL",10,0,11,0,17,23,0,223
2,"Memphis, TN",85,10,98,0,57,165,4,1573
2,"Meridian, MS",2,1,0,0,4,7,0,50
2,"Miami, FL",1452,120,1627,32,1194,2439,24,9548
2,"Midland/Odessa, TX",26,1,33,1,26,67,4,639
2,"Milwaukee, WI",98,7,134,5,105,241,9,2118
2,"Minneapolis, MN",571,85,496,1,191,974,29,8806
2,"Minot, ND",10,7,12,0,4,22,6,174
2,"Mission/McAllen/Edinburg, TX",18,0,27,0,20,41,1,287
2,"Missoula, MT",15,3,18,1,8,30,0,213
2,"Mobile, AL",18,3,11,0,8,24,0,229
2,"Moline, IL",19,1,20,0,11,36,1,325
2,"Monroe, LA",3,1,7,0,9,17,0,145
2,"Monterey, CA",19,5,17,0,17,41,8,299
2,"Montgomery, AL",19,5,16,0,14,34,1,190
2,"Montrose/Delta, CO",29,2,40,2,45,68,4,356
2,"Mosinee, WI",1,1,2,0,1,3,0,58
2,"Myrtle Beach, SC",25,0,42,0,51,83,6,837
2,"Nashville, TN",396,16,505,4,436,825,17,7010
2,"New Orleans, LA",319,13,322,2,337,589,6,4041
2,"New York, NY",1686,137,1561,7,1358,2996,383,21886
2,"Newark, NJ",699,51,690,4,552,1180,124,9893
2,"Newburgh/Poughkeepsie, NY",3,0,1,0,3,5,0,30
2,"Niagara Falls, NY",5,2,6,0,8,11,0,41
2,"Nome, AK",2,0,3,0,4,6,3,29
2,"Norfolk, VA",60,3,130,2,80,186,10,1427
2,"North Bend/Coos Bay, OR",0,1,6,0,1,8,1,15
2,"North Platte, NE",3,0,3,0,3,7,2,50
2,"Oakland, CA",282,16,215,1,305,519,30,3183
2,"Oklahoma City, OK",102,14,130,1,75,226,5,1598
2,"Omaha, NE",87,8,108,0,103,206,5,1794
2,"Ontario, CA",110,7,104,0,132,235,12,1731
2,"Orlando, FL",1629,71,1736,61,1330,2707,41,13577
2,"Pago Pago, TT",3,0,0,0,2,3,0,9
2,"Palm Springs, CA",109,10,173,6,100,264,17,1428
2,"Panama City, FL",18,3,21,0,26,42,1,439
2,"Pasco/Kennewick/Richland, WA",24,5,17,1,7,43,3,354
2,"Pellston, MI",3,2,1,0,0,5,0,50
2,"Pensacola, FL",46,4,56,0,65,101,2,890
2,"Peoria, IL",18,6,18,0,9,35,1,280
2,"Petersburg, AK",0,1,2,0,6,7,3,58
2,"Philadelphia, PA",427,32,519,4,442,886,17,6558
2,"Phoenix, AZ",1211,44,1092,12,1168,2137,26,15299
2,"Pittsburgh, PA",140,22,232,0,149,341,22,3128
2,"Plattsburgh, NY",6,2,12,0,8,17,0,49
2,"Pocatello, ID",2,0,0,0,0,2,0,58
2,"Ponce, PR",3,0,10,0,12,14,1,85
2,"Portland, ME",18,1,13,0,21,35,5,575
2,"Portland, OR",227,24,421,2,189,601,15,4017
2,"Portsmouth, NH",2,0,2,0,1,4,0,34
2,"Prescott, AZ",10,2,5,0,2,14,2,58
2,"Providence, RI",40,2,64,0,56,99,12,926
2,"Provo, UT",7,0,5,0,3,12,0,155
2,"Punta Gorda, FL",75,6,80,1,49,108,0,584
2,"Raleigh/Durham, NC",255,2,323,0,279,538,23,4247
2,"Rapid City, SD",21,11,28,0,15,50,12,289
2,"Redding, CA",8,1,4,0,3,13,1,87
2,"Reno, NV",97,14,168,2,132,256,14,1435
2,"Rhinelander, WI",3,1,1,0,0,5,0,58
2,"Richmond, VA",89,1,127,2,87,200,10,1284
2,"Riverton/Lander, WY",5,0,1,0,0,5,3,38
2,"Roanoke, VA",14,1,15,0,12,26,2,231
2,"Rochester, MN",1,1,1,0,1,3,0,103
2,"Rochester, NY",65,5,64,0,57,116,8,886
2,"Rock Springs, WY",1,2,2,0,1,4,0,38
2,"Rockford, IL",6,1,8,0,7,9,0,63
2,"Roswell, NM",6,4,5,0,1,11,0,58
2,"Sacramento, CA",229,16,214,3,272,462,35,3730
2,"Saginaw/Bay City/Midland, MI",9,2,4,0,5,16,0,159
2,"Saipan, TT",0,0,0,0,0,0,0,29
2,"Salina, KS",4,1,1,0,2,7,0,58
2,"Salt Lake City, UT",730,64,732,2,381,1252,17,8723
2,"San Angelo, TX",1,0,6,1,4,10,0,87
2,"San Antonio, TX",172,8,239,0,202,389,7,3025
2,"San Diego, CA",446,46,621,6,620,1118,45,6581
2,"San Francisco, CA",1096,83,1037,3,1242,2253,177,9632
2,"San Jose, CA",222,19,201,0,229,451,26,3548
2,"San Juan, PR",383,16,461,10,353,667,21,2604
2,"San Luis Obispo, CA",18,7,37,0,14,56,8,324
2,"Sanford, FL",87,17,95,1,70,150,0,758
2,"Santa Ana, CA",203,17,297,1,287,536,28,3408
2,"Santa Barbara, CA",36,8,73,0,45,108,42,516
2,"Santa Fe, NM",11,2,3,0,4,16,0,116
2,"Santa Maria, CA",1,0,2,0,2,3,0,9
2,"Santa Rosa, CA",7,0,29,0,32,46,0,231
2,"Sarasota/Bradenton, FL",95,5,132,1,136,227,5,1537
2,"Sault Ste. Marie, MI",14,1,2,0,0,14,1,58
2,"Savannah, GA",66,10,44,0,69,111,5,1305
2,"Scottsbluff, NE",5,2,3,0,2,9,1,50
2,"Scranton/Wilkes-Barre, PA",4,0,5,0,9,14,1,122
2,"Seattle, WA",759,87,1152,2,530,1734,33,11102
2,"Sheridan, WY",4,1,4,0,2,7,3,58
2,"Shreveport, LA",18,8,26,1,22,43,0,285
2,"Sioux City, IA",3,0,3,0,3,6,0,58
2,"Sioux Falls, SD",42,14,38,0,33,85,4,578
2,"Sitka, AK",2,1,4,0,4,8,0,87
2,"South Bend, IN",44,5,26,1,20,59,0,484
2,"Spokane, WA",73,17,100,0,66,162,5,1183
2,"Springfield, IL",2,0,1,0,1,3,0,9
2,"Springfield, MO",41,6,46,2,26,74,1,548
2,"St. Cloud, MN",1,0,2,1,3,4,0,21
2,"St. George, UT",22,2,11,1,4,30,1,195
2,"St. Louis, MO",358,31,411,2,387,689,22,4603
2,"St. Petersburg, FL",37,11,72,1,52,102,0,593
2,"State College, PA",3,1,2,0,0,4,1,30
2,"Stillwater, OK",5,1,1,0,1,6,0,58
2,"Stockton, CA",2,0,6,0,6,7,0,39
2,"Sun Valley/Hailey/Ketchum, ID",21,7,20,0,11,47,3,221
2,"Syracuse, NY",70,18,94,2,78,152,5,1096
2,"Tallahassee, FL",45,2,41,0,48,76,0,473
2,"Tampa, FL",489,6,598,1,540,955,24,6571
2,"Texarkana, AR",6,1,6,0,1,9,0,58
2,"Toledo, OH",9,0,6,0,9,11,0,41
2,"Traverse City, MI",7,11,17,0,11,32,0,222
2,"Trenton, NJ",18,2,27,0,25,47,1,236
2,"Tucson, AZ",116,32,134,1,104,244,5,1471
2,"Tulsa, OK",60,5,72,0,57,126,1,1145
2,"Twin Falls, ID",9,0,4,0,0,8,0,58
2,"Tyler, TX",10,1,4,0,4,15,0,87
2,"Valdosta, GA",2,2,2,0,4,6,0,58
2,"Valparaiso, FL",28,1,37,0,25,61,2,586
2,"Victoria, TX",3,0,1,0,0,4,0,50
2,"Waco, TX",9,1,9,0,4,11,0,87
2,"Walla Walla, WA",0,0,9,0,3,9,3,58
2,"Washington, DC",842,54,946,8,890,1752,58,15059
2,"West Palm Beach/Palm Beach, FL",307,6,254,0,311,480,19,2817
2,"White Plains, NY",94,12,69,0,58,142,11,1012
2,"Wichita Falls, TX",5,2,2,0,0,7,0,58
2,"Wichita, KS",38,4,37,1,27,76,0,698
2,"Williston, ND",16,9,11,0,1,30,8,141
2,"Wilmington, NC",16,4,21,0,24,43,3,470
2,"Worcester, MA",14,0,14,0,19,23,3,123
2,"Wrangell, AK",1,0,1,0,3,4,2,58
2,"Yakutat, AK",1,0,4,0,4,6,2,58
2,"Yuma, AZ",6,1,7,0,5,12,0,125
3,"Aberdeen, SD",6,2,0,0,0,8,1,62
3,"Abilene, TX",6,6,16,0,17,25,2,147
3,"Adak Island, AK",0,0,0,0,1,1,0,9
3,"Aguadilla, PR",37,1,31,0,65,71,4,245
3,"Akron, OH",17,2,23,0,15,39,1,270
3,"Albany, GA",5,1,0,0,0,6,0,62
3,"Albany, NY",90,12,114,1,115,195,20,1031
3,"Albuquerque, NM",192,15,190,0,232,357,8,1893
3,"Alexandria, LA",7,8,8,0,4,20,3,155
3,"Allentown/Bethlehem/Easton, PA",17,1,18,0,19,44,2,392
3,"Alpena, MI",1,2,1,1,0,4,0,54
3,"Amarillo, TX",23,6,35,0,34,61,4,427
3,"Anchorage, AK",102,9,96,3,104,214,15,1302
3,"Appleton, WI",41,14,47,0,21,83,3,530
3,"Arcata/Eureka, CA",5,1,38,1,10,45,3,148
3,"Asheville, NC",51,12,99,2,77,155,3,862
3,"Ashland, WV",9,1,4,0,5,10,1,18
3,"Aspen, CO",94,112,154,9,101,354,112,1041
3,"Atlanta, GA",3433,87,2602,15,1989,5043,77,28459
3,"Atlantic City, NJ",30,0,84,0,38,104,9,327
3,"Augusta, GA",27,4,17,0,20,40,2,252
3,"Austin, TX",753,75,758,14,959,1522,51,7154
3,"Bakersfield, CA",10,3,13,0,5,26,1,187
3,"Baltimore, MD",1315,6,929,9,1237,1945,57,8076
3,"Bangor, ME",14,3,26,0,23,41,7,257
3,"Barrow, AK",3,0,5,2,3,7,3,31
3,"Baton Rouge, LA",31,13,33,1,22,57,3,373
3,"Beaumont/Port Arthur, TX",4,7,4,0,6,12,2,62
3,"Belleville, IL",11,0,8,0,19,23,2,94
3,"Bellingham, WA",24,5,26,0,19,47,0,255
3,"Bemidji, MN",4,3,2,0,0,7,1,62
3,"Bend/Redmond, OR",52,9,77,0,14,114,3,521
3,"Bethel, AK",3,0,16,17,12,27,0,62
3,"Billings, MT",19,6,40,0,11,49,2,276
3,"Binghamton, NY",4,0,2,0,2,5,0,31
3,"Birmingham, AL",95,16,114,1,141,207,9,1372
3,"Bishop, CA",1,1,12,0,6,17,9,58
3,"Bismarck/Mandan, ND",13,2,26,1,10,34,8,292
3,"Bloomington/Normal, IL",11,4,16,0,13,26,0,142
3,"Boise, ID",114,18,151,1,93,249,10,1723
3,"Boston, MA",1084,27,951,15,796,1806,63,11324
3,"Bozeman, MT",53,12,101,0,74,167,5,878
3,"Brainerd, MN",7,4,6,0,0,11,1,53
3,"Bristol/Johnson City/Kingsport, TN",6,2,6,0,18,18,2,168
3,"Brownsville, TX",13,6,12,0,14,29,5,189
3,"Brunswick, GA",8,2,4,0,2,12,0,62
3,"Buffalo, NY",123,18,209,1,185,324,13,1838
3,"Burbank, CA",147,24,297,2,229,487,39,2254
3,"Burlington, VT",25,4,48,0,21,64,8,479
3,"Butte, MT",4,2,2,0,0,6,0,58
3,"Casper, WY",2,0,1,0,0,2,0,31
3,"Cedar City, UT",3,2,0,0,0,5,5,53
3,"Cedar Rapids/Iowa City, IA",39,9,50,0,47,88,8,646
3,"Champaign/Urbana, IL",9,2,11,0,11,21,0,124
3,"Charleston, SC",146,10,161,0,226,336,13,2053
3,"Charleston/Dunbar, WV",21,1,24,0,22,42,1,274
3,"Charlotte Amalie, VI",48,12,122,0,90,161,11,615
3,"Charlotte, NC",2538,183,2023,133,2478,4084,61,17400
3,"Charlottesville, VA",11,1,15,0,11,29,0,253
3,"Chattanooga, TN",51,15,39,0,51,91,3,574
3,"Cheyenne, WY",2,1,3,0,0,4,3,57
3,"Chicago, IL",2833,237,2893,21,2613,5358,142,28972
3,"Christiansted, VI",20,0,37,0,25,44,3,153
3,"Cincinnati, OH",214,13,316,0,276,531,22,3558
3,"Clarksburg/Fairmont, WV",1,0,3,0,1,4,0,18
3,"Cleveland, OH",288,12,348,3,322,628,28,3415
3,"College Station/Bryan, TX",2,1,4,0,4,7,2,93
3,"Colorado Springs, CO",68,10,103,0,79,159,24,972
3,"Columbia, MO",8,8,14,0,10,23,1,147
3,"Columbia, SC",43,4,31,0,45,75,2,523
3,"Columbus, GA",9,0,5,0,2,10,0,88
3,"Columbus, MS",1,0,1,0,2,2,0,62
3,"Columbus, OH",281,24,354,3,304,593,23,3545
3,"Concord, NC",7,1,10,0,21,25,1,63
3,"Cordova, AK",1,1,4,0,11,11,0,62
3,"Corpus Christi, TX",17,4,20,1,29,45,6,336
3,"Dallas, TX",780,103,609,2,988,1379,47,6272
3,"Dallas/Fort Worth, TX",3995,1022,3219,20,4255,6957,437,25567
3,"Dayton, OH",24,6,48,0,39,71,2,656
3,"Daytona Beach, FL",13,0,12,0,27,37,1,258
3,"Deadhorse, AK",1,0,3,1,2,4,1,47
3,"Decatur, IL",3,2,4,0,5,11,0,84
3,"Denver, CO",3163,137,2961,12,2672,5321,520,24976
3,"Des Moines, IA",86,12,94,0,88,186,5,1330
3,"Detroit, MI",983,71,931,2,554,1704,27,10760
3,"Devils Lake, ND",2,2,3,0,1,7,2,58
3,"Dickinson, ND",0,2,3,0,0,5,5,57
3,"Dodge City, KS",2,0,6,0,8,11,3,53
3,"Dothan, AL",5,0,7,0,5,10,0,62
3,"Duluth, MN",8,4,10,0,3,19,3,150
3,"Durango, CO",34,7,26,0,7,50,4,279
3,"Eagle, CO",72,10,101,0,86,158,11,647
3,"El Paso, TX",114,19,104,0,174,235,10,1322
3,"Elko, NV",4,1,2,0,0,5,0,31
3,"Elmira/Corning, NY",10,1,9,0,2,18,0,89
3,"Escanaba, MI",7,2,1,0,0,9,0,53
3,"Eugene, OR",40,8,71,0,31,113,2,631
3,"Evansville, IN",16,5,18,0,7,33,2,159
3,"Everett, WA",11,0,22,0,4,28,0,142
3,"Fairbanks, AK",14,0,27,0,27,40,1,305
3,"Fargo, ND",26,10,41,0,23,65,8,556
3,"Fayetteville, AR",58,35,79,1,85,156,14,1040
3,"Fayetteville, NC",4,2,4,0,7,10,0,93
3,"Flagstaff, AZ",20,10,15,0,2,33,2,134
3,"Flint, MI",18,2,33,0,21,50,1,249
3,"Fort Dodge, IA",4,2,8,0,9,15,0,53
3,"Fort Lauderdale, FL",1821,157,1902,96,1733,3052,139,9235
3,"Fort Myers, FL",650,13,693,1,805,1202,83,4526
3,"Fort Smith, AR",5,5,12,2,7,18,2,93
3,"Fort Wayne, IN",36,6,37,2,21,65,1,365
3,"Fresno, CA",69,5,100,11,78,164,8,955
3,"Gainesville, FL",15,4,12,0,18,31,1,212
3,"Garden City, KS",11,6,11,0,7,17,2,62
3,"Gillette, WY",2,1,5,0,1,5,2,62
3,"Grand Forks, ND",7,4,6,0,3,12,3,118
3,"Grand Island, NE",6,2,8,0,3,12,0,80
3,"Grand Junction, CO",23,5,34,1,26,54,5,298
3,"Grand Rapids, MI",118,23,183,1,123,291,10,1685
3,"Great Falls, MT",15,5,15,0,7,27,2,230
3,"Green Bay, WI",22,10,17,0,12,49,1,392
3,"Greensboro/High Point, NC",37,7,63,0,50,99,3,968
3,"Greer, SC",66,10,88,0,81,155,4,1270
3,"Guam, TT",0,0,0,0,0,0,0,62
3,"Gulfport/Biloxi, MS",9,8,16,0,16,29,2,282
3,"Gunnison, CO",9,2,11,0,8,19,1,98
3,"Hagerstown, MD",4,0,5,0,5,7,0,18
3,"Hancock/Houghton, MI",5,2,4,1,3,11,2,62
3,"Harlingen/San Benito, TX",20,3,24,0,39,54,5,353
3,"Harrisburg, PA",23,2,32,0,24,54,1,394
3,"Hartford, CT",161,2,177,0,212,316,13,1757
3,"Hattiesburg/Laurel, MS",5,1,9,0,6,13,1,53
3,"Hayden, CO",37,13,80,0,61,105,10,440
3,"Hays, KS",6,0,3,0,1,7,2,62
3,"Helena, MT",11,1,9,1,3,16,2,137
3,"Hibbing, MN",6,2,3,0,0,8,1,54
3,"Hilo, HI",31,0,5,0,36,43,1,574
3,"Hilton Head, SC",3,0,9,0,15,16,0,94
3,"Honolulu, HI",452,6,160,9,286,576,24,5264
3,"Houston, TX",1667,135,1456,13,1616,2938,112,14492
3,"Huntsville, AL",71,8,49,2,69,106,6,773
3,"Idaho Falls, ID",21,5,20,0,16,40,2,215
3,"Indianapolis, IN",311,29,419,1,373,684,39,4253
3,"International Falls, MN",4,1,2,0,0,5,0,54
3,"Iron Mountain/Kingsfd, MI",5,5,2,0,0,10,0,62
3,"Islip, NY",28,7,56,0,79,120,10,468
3,"Ithaca/Cortland, NY",4,1,2,0,5,8,0,62
3,"Jackson, WY",54,26,87,0,69,140,18,535
3,"Jackson/Vicksburg, MS",36,17,42,0,65,99,7,556
3,"Jacksonville, FL",243,38,225,3,319,468,24,2638
3,"Jacksonville/Camp Lejeune, NC",4,0,4,0,3,7,0,93
3,"Jamestown, ND",4,1,3,0,3,8,2,58
3,"Johnstown, PA",3,0,3,0,2,6,2,62
3,"Joplin, MO",5,0,2,0,2,8,1,54
3,"Juneau, AK",9,2,22,0,24,43,4,341
3,"Kahului, HI",158,9,78,0,140,236,13,2300
3,"Kalamazoo, MI",3,2,3,0,0,4,0,88
3,"Kalispell, MT",10,0,14,0,8,28,3,246
3,"Kansas City, MO",273,23,316,0,370,583,24,4165
3,"Ketchikan, AK",2,1,12,0,16,21,5,186
3,"Key West, FL",177,26,140,9,202,276,16,856
3,"Killeen, TX",12,3,12,0,15,23,4,124
3,"Knoxville, TN",77,12,96,2,101,185,4,1184
3,"Kodiak, AK",2,1,3,0,8,10,1,60
3,"Kona, HI",76,8,50,0,64,122,4,1382
3,"Kotzebue, AK",1,0,0,0,2,2,4,31
3,"Lafayette, LA",20,18,28,1,18,52,7,333
3,"Lake Charles, LA",8,3,4,0,1,12,2,89
3,"Lansing, MI",14,4,11,0,12,25,0,114
3,"Laramie, WY",3,4,4,0,1,8,3,53
3,"Laredo, TX",5,0,16,0,19,22,5,130
3,"Las Vegas, NV",2241,75,2106,35,2626,4112,151,16062
3,"Latrobe, PA",0,0,8,0,2,7,1,31
3,"Lawton/Fort Sill, OK",11,3,3,0,3,16,3,93
3,"Lewiston, ID",9,0,3,0,4,13,1,92
3,"Lexington, KY",36,9,56,0,65,113,7,779
3,"Liberal, KS",1,0,6,0,6,6,3,53
3,"Lihue, HI",74,2,28,0,69,109,7,1340
3,"Lincoln, NE",5,0,1,0,1,5,0,43
3,"Little Rock, AR",62,32,77,0,95,152,7,981
3,"Long Beach, CA",118,2,110,0,151,233,9,1502
3,"Longview, TX",3,4,3,0,2,9,0,62
3,"Los Angeles, CA",1966,102,2108,19,1490,3480,70,15916
3,"Louisville, KY",137,17,186,1,171,326,9,2025
3,"Lubbock, TX",28,8,55,0,53,93,7,543
3,"Madison, WI",68,10,72,2,65,142,5,953
3,"Manchester, NH",28,4,56,0,46,75,4,414
3,"Manhattan/Ft. Riley, KS",3,1,2,0,3,6,2,62
3,"Marquette, MI",1,1,3,0,3,5,0,62
3,"Mason City, IA",4,0,6,0,8,14,0,53
3,"Medford, OR",25,8,41,0,10,58,2,360
3,"Melbourne, FL",22,1,16,1,31,40,2,252
3,"Memphis, TN",124,20,137,2,145,269,11,1820
3,"Meridian, MS",1,2,4,0,1,7,1,53
3,"Miami, FL",1827,278,2113,23,2057,3390,226,10533
3,"Midland/Odessa, TX",32,17,42,0,55,88,12,720
3,"Milwaukee, WI",216,29,270,0,281,497,24,2604
3,"Minneapolis, MN",948,148,1048,0,463,1740,108,10253
3,"Minot, ND",13,4,13,0,3,21,6,190
3,"Mission/McAllen/Edinburg, TX",22,5,41,2,31,65,6,291
3,"Missoula, MT",13,3,19,0,13,32,0,247
3,"Mobile, AL",14,7,16,0,22,36,4,212
3,"Moline, IL",19,7,35,0,24,54,1,364
3,"Monroe, LA",12,2,13,0,14,26,1,155
3,"Monterey, CA",20,1,35,0,15,52,2,300
3,"Montgomery, AL",16,5,17,0,18,37,0,207
3,"Montrose/Delta, CO",23,10,44,3,43,75,4,389
3,"Mosinee, WI",3,0,1,0,3,4,1,62
3,"Myrtle Beach, SC",38,5,82,1,87,150,8,1068
3,"Nashville, TN",739,20,757,3,870,1441,58,8287
3,"New Orleans, LA",476,57,495,2,619,961,42,4501
3,"New York, NY",2234,53,1935,16,1975,3877,121,23519
3,"Newark, NJ",1067,39,962,6,944,1833,65,10697
3,"Newburgh/Poughkeepsie, NY",2,0,6,0,4,9,0,36
3,"Niagara Falls, NY",6,1,15,0,6,19,0,54
3,"Nome, AK",3,0,3,2,3,6,2,32
3,"Norfolk, VA",124,24,138,1,131,261,8,1616
3,"North Bend/Coos Bay, OR",0,0,8,0,3,8,2,18
3,"North Platte, NE",0,3,2,0,1,5,4,54
3,"Oakland, CA",361,12,274,6,398,606,22,3514
3,"Oklahoma City, OK",123,12,126,0,147,246,18,1778
3,"Omaha, NE",155,33,154,1,178,330,10,2004
3,"Ontario, CA",154,7,183,4,214,355,7,2022
3,"Orlando, FL",2803,189,2968,52,2776,4769,240,15650
3,"Pago Pago, TT",1,0,0,0,0,1,0,8
3,"Palm Springs, CA",175,11,246,2,180,399,15,1725
3,"Panama City, FL",61,7,53,1,91,126,1,709
3,"Pasco/Kennewick/Richland, WA",18,0,18,0,6,33,3,392
3,"Pellston, MI",4,2,1,0,0,6,0,54
3,"Pensacola, FL",93,16,100,1,153,218,8,1137
3,"Peoria, IL",23,8,33,0,36,63,1,318
3,"Petersburg, AK",0,0,4,0,7,8,0,62
3,"Philadelphia, PA",708,29,663,12,754,1346,55,7470
3,"Phoenix, AZ",2002,72,1748,32,2118,3572,84,17986
3,"Pittsburgh, PA",238,15,355,0,273,535,24,3614
3,"Plattsburgh, NY",5,0,10,0,10,15,1,42
3,"Pocatello, ID",2,2,2,0,0,4,0,62
3,"Ponce, PR",6,0,10,0,16,20,1,113
3,"Portland, ME",33,4,34,1,50,77,9,601
3,"Portland, OR",284,17,494,6,293,751,23,4671
3,"Portsmouth, NH",2,0,6,0,6,7,0,29
3,"Prescott, AZ",7,0,4,0,3,12,1,62
3,"Providence, RI",77,3,83,2,107,160,9,1086
3,"Provo, UT",18,0,20,0,6,32,3,177
3,"Punta Gorda, FL",97,8,93,2,103,181,5,765
3,"Raleigh/Durham, NC",448,13,447,4,506,844,24,4830
3,"Rapid City, SD",17,11,21,0,15,41,8,325
3,"Redding, CA",4,0,3,0,0,6,1,109
3,"Reno, NV",116,28,269,2,172,380,28,1692
3,"Rhinelander, WI",2,0,1,0,0,3,2,62
3,"Richmond, VA",136,11,162,0,149,270,12,1451
3,"Riverton/Lander, WY",1,0,0,0,0,1,2,40
3,"Roanoke, VA",21,0,17,0,13,31,0,224
3,"Rochester, MN",10,6,9,0,4,18,1,155
3,"Rochester, NY",46,3,74,0,64,112,0,935
3,"Rock Springs, WY",1,1,1,0,1,4,3,40
3,"Rockford, IL",3,3,13,1,10,20,1,89
3,"Roswell, NM",6,3,8,0,3,12,0,62
3,"Sacramento, CA",336,15,315,5,381,657,30,4248
3,"Saginaw/Bay City/Midland, MI",9,2,9,0,8,20,0,172
3,"Saipan, TT",2,0,0,0,0,2,0,31
3,"Salina, KS",4,0,7,0,5,12,2,62
3,"Salt Lake City, UT",972,117,957,0,613,1650,42,9721
3,"San Angelo, TX",3,1,5,0,9,11,1,93
3,"San Antonio, TX",282,23,300,2,435,616,27,3425
3,"San Diego, CA",603,65,891,5,883,1567,48,7577
3,"San Francisco, CA",1382,62,1558,5,1693,2973,93,10894
3,"San Jose, CA",285,14,252,3,293,548,20,3943
3,"San Juan, PR",549,22,652,6,542,962,43,3031
3,"San Luis Obispo, CA",32,2,44,2,16,63,4,382
3,"Sanford, FL",131,30,141,2,130,232,7,917
3,"Santa Ana, CA",256,25,486,2,389,759,25,3790
3,"Santa Barbara, CA",28,5,82,0,59,117,5,557
3,"Santa Fe, NM",15,8,11,0,8,29,2,124
3,"Santa Maria, CA",0,1,5,0,4,4,0,9
3,"Santa Rosa, CA",32,3,26,1,23,59,1,280
3,"Sarasota/Bradenton, FL",172,6,185,1,279,372,27,1916
3,"Sault Ste. Marie, MI",6,4,1,0,0,10,0,62
3,"Savannah, GA",118,11,100,0,158,232,4,1580
3,"Scottsbluff, NE",0,1,4,0,1,4,3,54
3,"Scranton/Wilkes-Barre, PA",10,0,10,0,7,18,0,117
3,"Seattle, WA",1133,95,1410,9,901,2398,40,12627
3,"Sheridan, WY",0,1,3,0,1,3,2,62
3,"Shreveport, LA",9,21,25,0,35,50,3,327
3,"Sioux City, IA",5,0,3,0,4,9,1,62
3,"Sioux Falls, SD",26,11,44,0,30,70,4,605
3,"Sitka, AK",1,3,8,0,8,11,3,93
3,"South Bend, IN",42,9,29,1,16,70,1,541
3,"Spokane, WA",87,9,83,0,91,181,5,1417
3,"Springfield, IL",5,0,6,1,4,9,0,14
3,"Springfield, MO",53,22,49,0,66,111,9,629
3,"St. Cloud, MN",0,1,2,0,0,3,0,27
3,"St. George, UT",5,3,4,0,1,8,2,224
3,"St. Louis, MO",540,36,498,0,690,1038,42,5451
3,"St. Petersburg, FL",55,11,90,0,90,151,6,782
3,"State College, PA",1,1,4,0,1,5,0,63
3,"Stillwater, OK",2,1,1,0,2,3,0,62
3,"Stockton, CA",4,1,17,1,9,20,0,49
3,"Sun Valley/Hailey/Ketchum, ID",10,7,32,0,9,44,8,232
3,"Syracuse, NY",80,3,124,1,111,198,9,1190
