week_number,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
31,"Peoria, IL",12,4,9,0,13,26,2,74
31,"Petersburg, AK",2,1,3,0,1,5,0,14
31,"Philadelphia, PA",363,89,534,0,432,781,204,2286
31,"Phoenix, AZ",519,57,331,2,541,826,60,3691
31,"Pittsburgh, PA",137,37,165,2,177,306,70,930
31,"Plattsburgh, NY",3,0,3,0,2,3,0,13
31,"Pocatello, ID",0,0,0,0,0,0,0,14
31,"Ponce, PR",6,2,5,0,4,9,0,21
31,"Portland, ME",50,5,53,1,56,90,29,312
31,"Portland, OR",167,14,123,1,169,293,15,1267
31,"Portsmouth, NH",1,1,0,0,1,2,0,7
31,"Prescott, AZ",2,0,2,0,0,2,0,14
31,"Providence, RI",71,17,61,1,90,123,6,300
31,"Provo, UT",10,1,6,0,10,14,0,36
31,"Punta Gorda, FL",9,7,32,0,25,43,1,107
31,"Raleigh/Durham, NC",223,59,214,3,269,427,77,1298
31,"Rapid City, SD",22,2,11,0,13,32,0,135
31,"Redding, CA",1,0,1,0,1,2,0,28
31,"Reno, NV",61,5,30,0,62,96,3,438
31,"Rhinelander, WI",3,3,5,0,0,6,0,20
31,"Richmond, VA",79,21,65,0,87,137,23,375
31,"Riverton/Lander, WY",1,0,0,0,0,1,0,14
31,"Roanoke, VA",9,2,8,0,13,21,4,53
31,"Rochester, MN",5,1,8,0,7,12,0,30
31,"Rochester, NY",62,11,40,0,54,94,16,246
31,"Rock Springs, WY",0,0,1,0,1,1,0,14
31,"Rockford, IL",3,2,3,0,2,5,0,18
31,"Roswell, NM",4,0,2,0,0,4,0,21
31,"Sacramento, CA",166,16,90,0,177,254,11,1158
31,"Saginaw/Bay City/Midland, MI",7,1,6,0,9,17,0,46
31,"Saipan, TT",2,0,1,0,0,2,0,7
31,"Salina, KS",1,0,0,0,2,3,0,13
31,"Salt Lake City, UT",248,32,145,0,269,444,22,2283
31,"San Angelo, TX",4,0,2,0,1,3,0,21
31,"San Antonio, TX",169,17,85,0,160,245,19,866
31,"San Diego, CA",310,26,259,5,308,543,28,2004
31,"San Francisco, CA",350,46,392,1,315,709,38,2704
31,"San Jose, CA",119,3,63,1,133,193,6,1049
31,"San Juan, PR",194,33,154,3,156,291,23,810
31,"San Luis Obispo, CA",20,1,11,0,18,28,1,105
31,"Sanford, FL",25,18,48,1,50,77,9,226
31,"Santa Ana, CA",99,7,57,0,99,153,6,849
31,"Santa Barbara, CA",26,2,15,0,15,33,2,170
31,"Santa Fe, NM",6,0,5,0,3,11,0,70
31,"Santa Maria, CA",0,0,0,0,0,0,0,2
31,"Santa Rosa, CA",13,0,10,0,11,20,0,73
31,"Sarasota/Bradenton, FL",41,8,61,0,52,86,23,257
31,"Sault Ste. Marie, MI",1,0,0,0,0,1,0,14
31,"Savannah, GA",81,18,68,0,92,144,22,392
31,"Scottsbluff, NE",0,0,1,0,2,2,0,12
31,"Scranton/Wilkes-Barre, PA",3,4,8,1,10,17,1,34
31,"Seattle, WA",391,66,504,4,437,903,32,3687
31,"Sheridan, WY",1,1,1,0,1,3,1,14
31,"Shreveport, LA",7,4,3,1,14,19,3,95
31,"Sioux City, IA",4,0,5,0,3,7,0,14
31,"Sioux Falls, SD",28,5,14,0,17,42,2,127
31,"Sitka, AK",4,2,2,0,6,11,0,42
31,"South Bend, IN",28,11,28,1,16,54,0,126
31,"Spokane, WA",55,5,30,0,48,94,1,371
31,"Springfield, IL",0,0,0,0,0,0,0,2
31,"Springfield, MO",32,11,30,0,37,66,2,207
31,"St. Cloud, MN",0,0,0,0,0,0,0,2
31,"St. George, UT",7,3,3,0,1,10,0,53
31,"St. Louis, MO",222,29,152,0,252,375,35,1383
31,"St. Petersburg, FL",21,20,48,0,52,85,8,212
31,"State College, PA",1,1,0,0,0,2,0,8
31,"Stillwater, OK",0,0,0,0,0,0,0,14
31,"Stockton, CA",0,0,1,0,0,1,0,11
31,"Sun Valley/Hailey/Ketchum, ID",3,0,2,0,1,4,0,44
31,"Syracuse, NY",51,9,46,0,56,92,29,285
31,"Tallahassee, FL",18,6,19,0,21,38,9,110
31,"Tampa, FL",264,41,312,4,271,501,107,1443
31,"Texarkana, AR",0,0,0,0,2,2,0,14
31,"Toledo, OH",0,0,0,0,0,0,0,6
31,"Traverse City, MI",25,8,23,0,11,45,2,140
31,"Trenton, NJ",7,0,5,0,8,12,1,32
31,"Tucson, AZ",43,9,28,0,31,67,3,314
31,"Tulsa, OK",72,6,26,0,67,106,5,357
31,"Twin Falls, ID",0,0,0,0,0,0,0,14
31,"Tyler, TX",4,0,3,0,0,4,0,21
31,"Valdosta, GA",3,0,2,0,1,3,2,14
31,"Valparaiso, FL",43,15,54,0,60,91,4,266
31,"Victoria, TX",0,0,1,0,1,1,0,12
31,"Waco, TX",2,0,1,0,0,3,0,21
31,"Walla Walla, WA",3,1,4,0,3,7,0,14
31,"Washington, DC",508,122,694,4,574,1102,211,3769
31,"West Palm Beach/Palm Beach, FL",95,10,89,1,78,156,32,458
31,"West Yellowstone, MT",1,0,0,0,0,1,0,16
31,"White Plains, NY",43,14,43,0,45,73,13,238
31,"Wichita Falls, TX",0,0,0,0,0,0,0,14
31,"Wichita, KS",47,4,31,0,34,70,4,218
31,"Williston, ND",3,1,3,1,2,7,0,39
31,"Wilmington, NC",32,13,29,0,37,62,16,201
31,"Worcester, MA",4,1,3,0,4,8,0,27
31,"Wrangell, AK",0,0,1,0,2,3,0,14
31,"Yakutat, AK",2,0,1,0,4,5,0,14
31,"Yuma, AZ",3,0,3,0,3,5,0,27
32,"Aberdeen, SD",2,1,2,0,0,3,0,14
32,"Abilene, TX",3,1,5,0,4,8,0,33
32,"Adak Island, AK",1,0,1,0,0,1,0,2
32,"Aguadilla, PR",18,3,10,0,11,23,2,45
32,"Akron, OH",10,3,9,0,13,21,2,75
32,"Albany, GA",4,1,1,0,0,5,0,14
32,"Albany, NY",64,4,29,0,59,86,7,249
32,"Albuquerque, NM",91,2,56,0,80,131,3,465
32,"Alexandria, LA",5,0,1,0,0,6,0,41
32,"Allentown/Bethlehem/Easton, PA",13,4,12,0,17,25,3,92
32,"Alpena, MI",2,0,0,0,0,2,0,12
32,"Amarillo, TX",14,1,4,0,16,26,1,107
32,"Anchorage, AK",69,3,114,7,88,157,7,521
32,"Appleton, WI",16,2,11,0,7,26,0,118
32,"Arcata/Eureka, CA",5,1,6,0,2,9,0,32
32,"Asheville, NC",42,13,54,0,47,90,7,288
32,"Ashland, WV",6,0,7,0,2,8,1,21
32,"Aspen, CO",26,7,19,0,11,47,0,148
32,"Atlanta, GA",757,88,559,4,769,1266,115,6805
32,"Atlantic City, NJ",10,4,16,1,8,18,4,56
32,"Augusta, GA",7,1,4,2,9,14,3,83
32,"Austin, TX",288,24,184,0,270,433,16,1631
32,"Bakersfield, CA",10,0,6,0,6,14,0,58
32,"Baltimore, MD",307,28,437,4,371,622,64,2017
32,"Bangor, ME",23,4,32,0,16,45,12,149
32,"Barrow, AK",2,1,2,0,3,4,0,7
32,"Baton Rouge, LA",13,2,7,0,10,18,0,93
32,"Beaumont/Port Arthur, TX",1,0,0,0,0,1,0,14
32,"Belleville, IL",4,1,3,0,2,4,3,36
32,"Bellingham, WA",3,0,7,0,8,12,0,42
32,"Bemidji, MN",2,0,1,0,0,2,0,14
32,"Bend/Redmond, OR",20,3,13,0,14,25,1,118
32,"Bethel, AK",5,0,3,0,3,7,0,14
32,"Billings, MT",21,2,7,0,13,27,0,95
32,"Binghamton, NY",1,0,0,0,0,1,1,7
32,"Birmingham, AL",51,8,40,0,36,81,10,332
32,"Bishop, CA",0,0,0,0,0,0,0,7
32,"Bismarck/Mandan, ND",19,2,10,0,10,26,0,81
32,"Bloomington/Normal, IL",3,0,0,0,3,5,0,37
32,"Boise, ID",73,3,68,1,71,126,1,482
32,"Boston, MA",465,60,571,4,571,971,175,3002
32,"Bozeman, MT",49,2,41,0,46,86,3,262
32,"Brainerd, MN",5,0,2,0,0,4,0,14
32,"Bristol/Johnson City/Kingsport, TN",2,1,1,0,1,3,1,45
32,"Brownsville, TX",5,1,4,0,2,7,0,48
32,"Brunswick, GA",3,0,1,0,0,3,0,14
32,"Buffalo, NY",128,12,87,1,120,177,27,467
32,"Burbank, CA",78,4,47,0,80,127,8,622
32,"Burlington, VT",35,5,27,1,34,60,16,197
32,"Butte, MT",0,1,1,0,0,1,0,14
32,"Casper, WY",12,0,12,0,4,21,0,56
32,"Cedar City, UT",2,0,0,0,0,2,0,12
32,"Cedar Rapids/Iowa City, IA",35,4,23,0,28,55,3,182
32,"Champaign/Urbana, IL",6,2,5,0,7,13,0,28
32,"Charleston, SC",101,11,93,1,69,159,63,535
32,"Charleston/Dunbar, WV",14,1,10,1,18,26,0,66
32,"Charlotte Amalie, VI",13,4,16,0,11,19,0,97
32,"Charlotte, NC",716,113,844,9,873,1378,187,4427
32,"Charlottesville, VA",6,0,12,0,10,17,7,59
32,"Chattanooga, TN",18,3,8,0,17,31,1,127
32,"Cheyenne, WY",5,0,2,0,0,5,1,13
32,"Chicago, IL",1166,135,1462,11,1239,2370,158,7356
32,"Christiansted, VI",4,0,3,0,0,5,0,13
32,"Cincinnati, OH",149,18,117,1,183,274,36,874
32,"Clarksburg/Fairmont, WV",1,0,1,0,1,1,1,8
32,"Cleveland, OH",153,8,127,1,169,257,42,851
32,"Cody, WY",4,2,6,0,3,10,0,28
32,"College Station/Bryan, TX",1,0,1,0,4,4,0,21
32,"Colorado Springs, CO",52,3,38,0,49,87,2,261
32,"Columbia, MO",2,2,6,0,6,9,0,41
32,"Columbia, SC",29,1,18,0,18,38,5,135
32,"Columbus, GA",0,0,1,0,1,1,4,20
32,"Columbus, MS",1,0,0,0,1,2,0,14
32,"Columbus, OH",164,17,146,1,139,267,32,877
32,"Concord, NC",1,1,4,0,3,5,0,14
32,"Cordova, AK",0,0,3,0,5,5,0,14
32,"Corpus Christi, TX",4,1,3,0,5,8,0,73
32,"Dallas, TX",181,4,134,7,225,285,17,1314
32,"Dallas/Fort Worth, TX",974,106,686,10,1002,1584,101,6393
32,"Dayton, OH",22,4,19,1,23,45,1,147
32,"Daytona Beach, FL",9,2,9,0,4,17,4,56
32,"Deadhorse, AK",0,1,0,0,0,1,0,11
32,"Decatur, IL",3,0,4,0,3,7,0,12
32,"Denver, CO",936,76,1108,1,906,1816,89,6208
32,"Des Moines, IA",57,6,44,0,66,96,11,313
32,"Detroit, MI",450,65,326,3,336,718,74,2701
32,"Devils Lake, ND",1,0,0,0,1,2,0,13
32,"Dickinson, ND",3,0,1,0,1,5,0,13
32,"Dillingham, AK",0,0,1,0,1,1,1,7
32,"Dodge City, KS",5,0,2,0,1,5,0,12
32,"Dothan, AL",0,0,0,0,0,0,0,14
32,"Duluth, MN",14,1,11,0,5,22,1,54
32,"Durango, CO",15,1,10,0,8,20,0,82
32,"Eagle, CO",11,3,11,0,12,25,1,55
32,"El Paso, TX",49,3,29,0,60,86,6,361
32,"Elko, NV",1,0,0,0,0,1,0,7
32,"Elmira/Corning, NY",3,2,1,0,0,5,0,20
32,"Escanaba, MI",1,1,2,0,0,2,0,12
32,"Eugene, OR",26,1,13,0,22,40,0,132
32,"Evansville, IN",3,0,1,0,5,7,0,41
32,"Everett, WA",0,0,2,0,3,4,0,13
32,"Fairbanks, AK",17,1,13,0,9,22,1,88
32,"Fargo, ND",24,3,12,0,14,37,0,133
32,"Fayetteville, AR",36,4,44,1,43,83,3,290
32,"Fayetteville, NC",2,2,3,0,3,5,1,27
32,"Flagstaff, AZ",2,1,1,0,1,4,0,33
32,"Flint, MI",10,2,7,0,8,16,0,44
32,"Fort Dodge, IA",2,0,3,0,4,7,1,12
32,"Fort Lauderdale, FL",421,14,425,4,321,633,109,1591
32,"Fort Myers, FL",87,6,78,0,67,127,41,433
32,"Fort Smith, AR",2,1,1,0,3,4,0,27
32,"Fort Wayne, IN",18,4,14,0,5,28,1,84
32,"Fresno, CA",42,2,25,0,30,63,1,225
32,"Gainesville, FL",6,1,3,0,3,8,8,68
32,"Garden City, KS",1,0,1,0,2,3,0,14
32,"Gillette, WY",1,0,3,0,2,3,0,15
32,"Grand Forks, ND",4,1,1,0,0,5,0,23
32,"Grand Island, NE",0,1,0,0,0,1,0,18
32,"Grand Junction, CO",6,2,6,0,10,13,1,79
32,"Grand Rapids, MI",70,5,53,0,59,106,9,343
32,"Great Falls, MT",4,3,2,0,3,7,0,44
32,"Green Bay, WI",21,7,18,0,6,36,0,88
32,"Greensboro/High Point, NC",33,8,35,1,41,67,16,257
32,"Greer, SC",62,5,49,1,59,101,14,346
32,"Guam, TT",1,0,0,0,1,1,0,14
32,"Gulfport/Biloxi, MS",9,1,2,0,7,14,0,70
32,"Gunnison, CO",2,0,3,0,1,6,0,15
32,"Gustavus, AK",0,0,0,0,0,0,2,7
32,"Hagerstown, MD",1,1,2,0,3,3,2,10
32,"Hancock/Houghton, MI",1,0,2,0,3,4,0,14
32,"Harlingen/San Benito, TX",11,1,6,0,7,12,0,79
32,"Harrisburg, PA",28,6,15,1,18,42,2,115
32,"Hartford, CT",97,8,69,2,91,144,22,453
32,"Hattiesburg/Laurel, MS",0,0,0,0,0,0,0,12
32,"Hayden, CO",6,0,5,0,0,9,0,30
32,"Hays, KS",2,0,2,0,2,4,0,12
32,"Helena, MT",2,0,4,0,2,6,0,28
32,"Hibbing, MN",3,0,1,0,0,3,0,12
32,"Hilo, HI",12,0,0,0,10,13,0,129
32,"Hilton Head, SC",4,3,13,0,2,12,8,53
32,"Hobbs, NM",3,0,5,0,0,5,0,14
32,"Honolulu, HI",117,2,48,0,86,164,2,1206
32,"Houston, TX",473,43,298,5,424,735,65,3416
32,"Huntsville, AL",30,4,17,0,23,51,2,173
32,"Hyannis, MA",2,0,5,0,3,4,1,21
32,"Idaho Falls, ID",9,1,5,0,5,16,0,74
32,"Indianapolis, IN",151,12,129,0,163,252,37,890
32,"International Falls, MN",1,2,1,0,0,3,0,14
32,"Iron Mountain/Kingsfd, MI",4,0,2,0,0,4,1,14
32,"Islip, NY",27,1,19,0,28,36,5,85
32,"Ithaca/Cortland, NY",2,0,1,0,3,4,2,14
32,"Jackson, WY",29,3,19,0,24,41,0,157
32,"Jackson/Vicksburg, MS",16,1,8,0,12,20,0,122
32,"Jacksonville, FL",120,12,115,0,111,192,52,578
32,"Jacksonville/Camp Lejeune, NC",6,2,10,0,6,12,0,48
32,"Jamestown, ND",2,0,0,0,1,3,0,13
32,"Johnstown, PA",2,1,2,0,0,4,0,14
32,"Joplin, MO",2,0,0,0,3,5,0,12
32,"Juneau, AK",18,2,23,1,19,37,4,119
32,"Kahului, HI",43,3,16,0,15,47,2,521
32,"Kalamazoo, MI",9,1,0,0,0,10,1,20
32,"Kalispell, MT",26,0,17,0,11,31,0,132
32,"Kansas City, MO",198,11,132,0,191,294,19,1005
32,"Ketchikan, AK",7,1,7,0,7,15,1,63
32,"Key West, FL",8,2,18,0,10,23,7,116
32,"Killeen, TX",3,2,5,0,7,8,0,34
32,"King Salmon, AK",1,0,4,0,3,4,0,9
32,"Knoxville, TN",48,8,47,0,64,104,14,357
32,"Kodiak, AK",3,0,3,0,2,4,3,18
32,"Kona, HI",26,0,17,0,16,37,0,319
32,"Kotzebue, AK",0,0,0,0,0,0,0,7
32,"La Crosse, WI",0,1,2,0,1,2,1,8
32,"Lafayette, LA",10,2,3,0,4,15,0,75
32,"Lake Charles, LA",3,1,0,0,0,4,0,21
32,"Lansing, MI",6,1,2,0,1,7,1,26
32,"Laramie, WY",3,0,3,0,1,5,0,12
32,"Laredo, TX",7,1,4,0,4,8,0,39
32,"Las Vegas, NV",570,42,911,7,717,1374,54,3660
32,"Latrobe, PA",0,0,0,0,0,0,4,14
32,"Lawton/Fort Sill, OK",1,0,1,0,0,1,0,21
32,"Lewiston, ID",4,2,1,0,0,6,0,21
32,"Lexington, KY",32,9,25,0,27,59,2,188
32,"Liberal, KS",4,0,1,0,2,6,0,12
32,"Lihue, HI",18,0,11,0,11,25,0,325
32,"Lincoln, NE",17,1,11,0,6,23,0,49
32,"Little Rock, AR",51,6,33,0,37,72,3,255
32,"Long Beach, CA",29,0,8,0,32,45,0,324
32,"Longview, TX",3,2,0,0,1,4,0,14
32,"Los Angeles, CA",620,45,379,5,495,905,54,3950
32,"Louisville, KY",90,11,65,0,73,142,13,470
32,"Lubbock, TX",11,2,10,0,11,23,0,124
32,"Madison, WI",53,3,38,1,55,91,4,256
32,"Manchester, NH",26,4,16,0,26,38,5,134
32,"Manhattan/Ft. Riley, KS",2,0,1,0,1,2,0,21
32,"Marquette, MI",3,0,1,0,8,8,0,21
32,"Martha's Vineyard, MA",18,2,15,0,16,25,4,78
32,"Mason City, IA",3,0,5,0,5,8,1,12
32,"Medford, OR",15,2,13,0,6,21,0,88
32,"Melbourne, FL",5,0,8,0,3,11,5,53
32,"Memphis, TN",95,6,46,0,89,133,17,475
32,"Meridian, MS",3,0,2,0,1,3,0,12
32,"Miami, FL",432,43,395,7,335,656,137,1926
32,"Midland/Odessa, TX",23,2,15,0,29,49,0,190
32,"Milwaukee, WI",112,10,69,0,94,175,16,593
32,"Minneapolis, MN",371,59,412,2,324,714,29,2711
32,"Minot, ND",10,7,8,0,0,17,1,53
32,"Mission/McAllen/Edinburg, TX",14,2,6,0,18,24,3,109
32,"Missoula, MT",24,3,24,0,11,32,2,120
32,"Mobile, AL",4,0,2,0,2,5,0,53
32,"Moline, IL",15,5,12,0,16,32,3,85
32,"Monroe, LA",3,0,0,0,3,5,0,42
32,"Monterey, CA",15,1,15,0,12,30,0,102
32,"Montgomery, AL",5,0,2,0,3,7,1,54
32,"Montrose/Delta, CO",4,2,3,0,6,9,0,56
32,"Mosinee, WI",2,0,2,0,3,4,0,14
32,"Myrtle Beach, SC",59,9,62,0,54,104,51,411
32,"Nantucket, MA",20,0,6,0,13,21,7,107
32,"Nashville, TN",330,25,199,6,349,516,56,2011
32,"New Bern/Morehead/Beaufort, NC",0,1,2,0,1,2,0,6
32,"New Orleans, LA",166,9,111,2,156,246,26,870
32,"New York, NY",850,109,1100,9,941,1766,674,5675
32,"Newark, NJ",331,41,476,0,332,702,255,2368
32,"Newburgh/Poughkeepsie, NY",0,2,1,0,0,2,1,11
32,"Niagara Falls, NY",0,0,0,0,0,0,1,7
32,"Nome, AK",2,0,0,0,0,2,1,7
32,"Norfolk, VA",109,8,87,1,82,159,24,459
32,"North Bend/Coos Bay, OR",2,0,1,0,1,4,0,9
32,"North Platte, NE",0,0,3,0,1,3,0,12
32,"Oakland, CA",116,1,69,2,147,207,5,808
32,"Oklahoma City, OK",84,9,53,1,75,134,6,454
32,"Omaha, NE",84,10,57,0,78,131,7,456
32,"Ontario, CA",68,5,22,1,77,112,8,566
32,"Orlando, FL",607,36,575,2,565,979,187,2746
32,"Pago Pago, TT",1,0,0,0,0,1,0,3
32,"Palm Springs, CA",22,0,13,2,24,41,0,135
32,"Panama City, FL",18,2,15,0,24,36,1,186
32,"Pasco/Kennewick/Richland, WA",21,2,17,2,8,31,0,103
32,"Pellston, MI",10,1,2,0,0,11,0,26
32,"Pensacola, FL",55,2,18,1,40,71,5,276
32,"Peoria, IL",7,6,9,0,10,20,1,72
32,"Petersburg, AK",1,0,4,0,3,4,0,14
32,"Philadelphia, PA",423,56,557,3,512,831,182,2378
32,"Phoenix, AZ",569,28,417,5,595,915,34,3598
32,"Pittsburgh, PA",166,13,156,3,172,291,52,915
32,"Plattsburgh, NY",1,1,1,0,1,2,0,9
32,"Pocatello, ID",0,0,0,0,0,0,0,14
32,"Ponce, PR",9,2,6,0,10,12,2,21
32,"Portland, ME",64,6,50,0,65,104,17,330
32,"Portland, OR",176,16,183,1,187,321,12,1261
32,"Portsmouth, NH",0,1,1,0,0,1,0,7
32,"Prescott, AZ",2,0,5,0,3,6,0,14
32,"Providence, RI",61,4,35,2,62,98,12,312
32,"Provo, UT",2,2,5,0,6,9,0,36
32,"Punta Gorda, FL",9,2,17,0,19,27,9,105
32,"Raleigh/Durham, NC",257,18,230,1,270,439,59,1278
32,"Rapid City, SD",26,4,24,0,18,43,1,134
32,"Redding, CA",1,0,2,0,3,5,0,28
32,"Reno, NV",93,3,40,0,83,124,4,429
32,"Rhinelander, WI",3,1,0,0,0,4,0,20
32,"Richmond, VA",75,8,61,0,72,121,22,365
32,"Riverton/Lander, WY",2,0,2,0,2,4,0,14
32,"Roanoke, VA",5,1,7,0,2,12,5,58
32,"Rochester, MN",3,2,5,0,5,9,0,27
32,"Rochester, NY",53,3,30,1,55,82,19,243
32,"Rock Springs, WY",2,0,1,0,1,4,0,14
32,"Rockford, IL",2,0,3,0,2,4,0,16
32,"Roswell, NM",1,0,0,0,0,1,0,21
32,"Sacramento, CA",192,8,132,1,187,288,11,1143
32,"Saginaw/Bay City/Midland, MI",13,2,6,0,4,18,1,46
32,"Saipan, TT",0,0,0,0,0,0,0,7
32,"Salina, KS",1,1,1,0,0,3,0,14
32,"Salt Lake City, UT",298,26,226,2,269,498,18,2263
32,"San Angelo, TX",1,1,1,0,2,3,0,21
32,"San Antonio, TX",173,7,84,1,156,240,12,828
32,"San Diego, CA",311,16,290,0,307,559,29,1966
32,"San Francisco, CA",431,25,473,2,323,763,21,2714
32,"San Jose, CA",137,4,84,1,140,219,8,1041
32,"San Juan, PR",193,16,117,1,143,258,14,733
32,"San Luis Obispo, CA",14,1,10,0,11,25,0,102
32,"Sanford, FL",36,11,50,3,49,80,11,220
32,"Santa Ana, CA",109,3,46,0,114,165,7,846
32,"Santa Barbara, CA",24,1,10,0,24,33,0,155
32,"Santa Fe, NM",13,1,9,0,4,19,0,70
32,"Santa Maria, CA",0,0,0,0,1,1,0,2
32,"Santa Rosa, CA",6,0,10,0,9,14,0,73
32,"Sarasota/Bradenton, FL",48,4,37,0,38,72,18,234
32,"Sault Ste. Marie, MI",4,0,1,0,0,4,0,14
32,"Savannah, GA",63,7,57,1,49,100,39,376
32,"Scottsbluff, NE",2,0,1,0,0,2,0,12
32,"Scranton/Wilkes-Barre, PA",5,2,4,0,14,14,1,35
32,"Seattle, WA",452,62,666,14,511,1043,37,3675
32,"Sheridan, WY",5,1,4,0,1,7,0,14
32,"Shreveport, LA",8,5,6,0,6,17,1,96
32,"Sioux City, IA",3,0,3,0,3,6,0,14
32,"Sioux Falls, SD",30,4,10,0,16,41,0,127
32,"Sitka, AK",4,2,8,0,5,13,3,42
32,"South Bend, IN",22,6,21,0,12,39,2,132
32,"Spokane, WA",62,3,71,1,64,114,1,376
32,"Springfield, IL",1,0,1,0,0,1,0,2
32,"Springfield, MO",29,7,30,0,25,56,1,211
32,"St. Cloud, MN",0,0,0,0,0,0,0,2
32,"St. George, UT",8,2,7,0,2,12,0,53
32,"St. Louis, MO",215,10,133,3,232,334,21,1306
32,"St. Petersburg, FL",20,4,25,0,29,51,10,210
32,"State College, PA",0,2,2,0,1,5,0,8
32,"Stillwater, OK",1,0,0,0,0,1,0,14
32,"Stockton, CA",1,0,2,0,1,2,0,11
32,"Sun Valley/Hailey/Ketchum, ID",5,0,4,0,4,10,0,44
32,"Syracuse, NY",57,6,44,0,60,95,20,263
32,"Tallahassee, FL",10,1,13,0,13,23,6,128
32,"Tampa, FL",273,15,211,2,241,412,103,1336
32,"Texarkana, AR",3,1,2,0,2,4,0,14
32,"Toledo, OH",0,1,1,0,0,1,0,6
32,"Traverse City, MI",21,9,18,0,13,39,0,143
32,"Trenton, NJ",7,1,5,0,9,12,0,33
32,"Tucson, AZ",44,6,31,1,53,82,0,320
32,"Tulsa, OK",68,2,37,0,69,112,4,350
32,"Twin Falls, ID",1,0,0,0,0,1,0,14
32,"Tyler, TX",2,0,0,0,1,3,0,21
32,"Valdosta, GA",1,1,0,0,0,2,1,14
32,"Valparaiso, FL",41,3,28,0,40,67,3,251
32,"Victoria, TX",0,0,1,0,2,2,0,12
32,"Waco, TX",4,0,1,0,1,4,0,21
32,"Walla Walla, WA",0,0,3,0,4,5,0,14
32,"Washington, DC",563,63,742,3,601,1126,169,3753
32,"West Palm Beach/Palm Beach, FL",139,9,142,1,100,210,35,444
32,"West Yellowstone, MT",1,0,1,0,0,1,0,16
32,"White Plains, NY",58,7,48,1,48,83,12,238
32,"Wichita Falls, TX",0,1,0,0,0,1,0,14
32,"Wichita, KS",37,5,28,0,38,66,2,215
32,"Williston, ND",2,3,4,0,2,9,0,39
32,"Wilmington, NC",35,10,35,0,36,62,14,198
32,"Worcester, MA",8,0,3,0,7,9,4,27
32,"Wrangell, AK",0,0,3,0,4,3,0,14
32,"Yakutat, AK",1,0,2,0,2,3,0,14
32,"Yuma, AZ",3,0,1,0,2,3,0,38
33,"Aberdeen, SD",3,3,2,0,0,6,0,14
33,"Abilene, TX",6,0,5,0,5,7,0,33
33,"Adak Island, AK",0,0,0,0,0,0,0,2
33,"Aguadilla, PR",12,0,15,0,5,15,3,41
33,"Akron, OH",11,0,7,0,9,16,1,67
33,"Albany, GA",3,0,1,0,0,3,1,14
33,"Albany, NY",36,2,22,2,32,59,5,249
33,"Albuquerque, NM",49,1,26,1,52,79,1,466
33,"Alexandria, LA",2,1,0,0,1,4,0,41
33,"Allentown/Bethlehem/Easton, PA",8,4,6,0,6,15,0,84
33,"Alpena, MI",1,0,0,0,0,1,0,12
33,"Amarillo, TX",7,0,4,0,5,10,0,107
33,"Anchorage, AK",47,6,62,6,46,93,4,520
33,"Appleton, WI",19,3,13,0,6,27,0,114
33,"Arcata/Eureka, CA",1,0,2,0,2,5,0,31
33,"Asheville, NC",28,5,28,0,20,58,4,268
33,"Ashland, WV",0,0,0,0,0,0,0,8
33,"Aspen, CO",24,5,19,0,14,47,0,145
33,"Atlanta, GA",515,78,493,1,444,957,30,6714
33,"Atlantic City, NJ",5,1,4,0,3,7,1,65
33,"Augusta, GA",9,2,5,0,13,17,0,82
33,"Austin, TX",193,11,99,1,169,279,6,1613
33,"Bakersfield, CA",7,1,3,0,4,8,0,58
33,"Baltimore, MD",197,24,240,5,206,373,34,2023
33,"Bangor, ME",8,0,16,0,5,21,6,150
33,"Barrow, AK",2,0,2,0,2,3,0,7
33,"Baton Rouge, LA",5,2,11,0,5,16,0,93
33,"Beaumont/Port Arthur, TX",0,0,0,0,0,0,0,14
33,"Belleville, IL",2,2,1,0,0,3,0,18
33,"Bellingham, WA",2,0,3,0,4,6,0,38
33,"Bemidji, MN",2,1,1,0,0,3,0,14
33,"Bend/Redmond, OR",10,2,10,1,9,17,0,118
33,"Bethel, AK",1,0,0,0,0,1,0,14
33,"Billings, MT",12,1,3,0,15,20,1,92
33,"Binghamton, NY",1,0,0,0,0,1,0,7
33,"Birmingham, AL",43,3,35,1,30,65,3,328
33,"Bishop, CA",0,0,0,0,0,0,0,7
33,"Bismarck/Mandan, ND",10,1,4,0,4,14,0,78
33,"Bloomington/Normal, IL",2,1,2,0,2,5,0,33
33,"Boise, ID",47,5,40,0,52,87,0,465
33,"Boston, MA",351,42,578,6,373,820,52,3020
33,"Bozeman, MT",36,4,31,1,30,61,0,259
33,"Brainerd, MN",2,0,1,0,0,1,0,14
33,"Bristol/Johnson City/Kingsport, TN",2,0,2,0,2,5,0,44
33,"Brownsville, TX",2,0,1,0,1,3,0,48
33,"Brunswick, GA",2,0,2,0,0,2,0,14
33,"Buffalo, NY",67,3,50,0,64,104,13,469
33,"Burbank, CA",60,3,43,0,59,102,4,623
33,"Burlington, VT",26,1,30,0,23,44,3,200
33,"Butte, MT",0,1,0,0,0,0,0,14
33,"Casper, WY",9,0,8,0,5,15,1,55
33,"Cedar City, UT",0,1,0,0,0,1,0,12
