week_number,dest_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
9,"Pocatello, ID",1,2,1,0,0,3,0,14
9,"Ponce, PR",7,0,0,0,6,8,0,24
9,"Portland, ME",13,0,10,0,12,20,1,137
9,"Portland, OR",106,10,106,1,104,193,4,991
9,"Portsmouth, NH",1,1,2,0,1,2,0,12
9,"Prescott, AZ",0,0,0,0,0,0,0,14
9,"Providence, RI",34,5,18,0,33,45,1,233
9,"Provo, UT",3,4,7,0,5,11,0,38
9,"Punta Gorda, FL",23,2,24,1,20,43,0,154
9,"Raleigh/Durham, NC",123,6,99,2,126,198,4,1054
9,"Rapid City, SD",3,2,3,0,3,7,1,68
9,"Redding, CA",2,1,5,0,2,7,1,21
9,"Reno, NV",57,10,54,0,49,95,13,356
9,"Rhinelander, WI",1,0,0,0,0,1,0,14
9,"Richmond, VA",59,3,40,0,53,80,3,324
9,"Riverton/Lander, WY",0,0,0,0,0,0,1,9
9,"Roanoke, VA",6,0,2,0,6,9,0,50
9,"Rochester, MN",2,0,2,0,2,3,0,32
9,"Rochester, NY",20,2,17,0,24,36,1,213
9,"Rock Springs, WY",0,0,0,0,1,1,1,9
9,"Rockford, IL",1,1,5,0,0,5,0,17
9,"Roswell, NM",1,0,0,0,0,1,0,14
9,"Sacramento, CA",121,4,112,2,126,202,7,898
9,"Saginaw/Bay City/Midland, MI",5,0,1,0,0,5,0,40
9,"Saipan, TT",1,0,1,0,0,1,0,7
9,"Salina, KS",0,0,0,0,0,0,1,14
9,"Salt Lake City, UT",222,47,212,2,190,412,14,2150
9,"San Angelo, TX",0,0,0,0,0,0,0,21
9,"San Antonio, TX",81,6,63,1,84,149,1,740
9,"San Diego, CA",167,10,180,1,174,324,8,1612
9,"San Francisco, CA",251,41,1020,5,287,1186,74,2428
9,"San Jose, CA",88,4,102,1,99,172,2,867
9,"San Juan, PR",99,4,68,0,73,134,2,641
9,"San Luis Obispo, CA",10,1,11,0,3,17,4,82
9,"Sanford, FL",22,6,26,0,34,48,0,189
9,"Santa Ana, CA",89,1,97,0,91,168,5,832
9,"Santa Barbara, CA",15,0,21,0,26,32,1,125
9,"Santa Fe, NM",4,0,3,0,3,7,0,28
9,"Santa Maria, CA",0,1,1,0,0,1,0,2
9,"Santa Rosa, CA",2,0,3,0,1,4,0,57
9,"Sarasota/Bradenton, FL",27,1,29,0,33,61,1,380
9,"Sault Ste. Marie, MI",1,1,0,0,0,2,1,14
9,"Savannah, GA",31,3,20,0,28,44,1,334
9,"Scottsbluff, NE",0,0,0,0,0,0,0,12
9,"Scranton/Wilkes-Barre, PA",6,0,6,0,3,8,0,28
9,"Seattle, WA",222,34,240,3,253,509,12,2785
9,"Sheridan, WY",0,0,0,0,1,1,0,14
9,"Shreveport, LA",3,0,2,0,4,8,0,69
9,"Sioux City, IA",1,0,0,0,1,1,0,14
9,"Sioux Falls, SD",13,4,14,0,7,27,0,146
9,"Sitka, AK",1,1,2,0,1,3,0,21
9,"South Bend, IN",15,4,11,0,6,25,0,120
9,"Spokane, WA",38,12,21,0,24,65,2,288
9,"Springfield, IL",1,0,1,0,1,1,0,3
9,"Springfield, MO",13,3,12,0,9,27,0,133
9,"St. Cloud, MN",0,0,1,0,0,1,0,6
9,"St. George, UT",7,2,3,0,0,10,0,47
9,"St. Louis, MO",103,8,73,1,107,169,6,1126
9,"St. Petersburg, FL",12,1,14,0,29,36,0,155
9,"State College, PA",0,0,1,0,1,1,1,15
9,"Stillwater, OK",2,0,0,0,1,2,0,14
9,"Stockton, CA",0,0,2,0,0,2,0,11
9,"Sun Valley/Hailey/Ketchum, ID",3,4,4,0,2,10,3,53
9,"Syracuse, NY",32,4,29,0,21,55,0,268
9,"Tallahassee, FL",9,2,9,0,8,17,0,120
9,"Tampa, FL",180,5,202,1,186,360,7,1657
9,"Texarkana, AR",0,0,0,0,0,0,0,14
9,"Toledo, OH",1,1,5,0,0,6,0,12
9,"Traverse City, MI",0,2,1,0,2,4,0,62
9,"Trenton, NJ",8,1,8,0,14,16,0,58
9,"Tucson, AZ",52,10,39,0,49,86,2,369
9,"Tulsa, OK",25,3,12,0,33,48,0,281
9,"Twin Falls, ID",0,1,1,0,0,1,0,14
9,"Tyler, TX",2,0,0,0,0,2,0,21
9,"Valdosta, GA",0,0,0,0,0,0,0,14
9,"Valparaiso, FL",18,2,20,0,12,32,2,162
9,"Victoria, TX",1,1,1,0,0,2,0,12
9,"Waco, TX",1,0,1,0,2,2,0,21
9,"Walla Walla, WA",0,0,0,0,0,0,0,14
9,"Washington, DC",311,42,404,5,330,668,6,3683
9,"West Palm Beach/Palm Beach, FL",89,2,77,0,84,152,0,706
9,"White Plains, NY",41,5,30,0,29,59,0,246
9,"Wichita Falls, TX",1,0,0,0,0,1,0,14
9,"Wichita, KS",17,1,11,0,21,31,0,173
9,"Williston, ND",4,1,1,0,2,7,1,34
9,"Wilmington, NC",10,0,5,1,13,16,1,112
9,"Worcester, MA",7,0,6,0,5,10,1,34
9,"Wrangell, AK",0,1,0,0,1,1,0,14
9,"Yakutat, AK",0,0,2,0,3,4,1,14
9,"Yuma, AZ",1,0,1,0,1,2,0,35
10,"Aberdeen, SD",1,0,0,0,0,1,0,14
10,"Abilene, TX",4,4,5,0,6,10,2,33
10,"Adak Island, AK",0,0,0,0,0,0,0,2
10,"Aguadilla, PR",15,0,4,0,12,16,0,54
10,"Akron, OH",8,0,6,0,6,10,0,61
10,"Albany, GA",2,0,0,0,0,2,0,14
10,"Albany, NY",38,2,26,1,30,49,1,222
10,"Albuquerque, NM",59,6,39,0,57,93,1,419
10,"Alexandria, LA",2,2,5,0,1,6,1,35
10,"Allentown/Bethlehem/Easton, PA",10,0,8,1,9,16,1,88
10,"Alpena, MI",0,0,0,0,0,0,0,12
10,"Amarillo, TX",4,4,9,0,19,21,2,100
10,"Anchorage, AK",14,7,16,5,30,46,3,283
10,"Appleton, WI",8,3,9,0,12,20,0,115
10,"Arcata/Eureka, CA",0,0,2,0,1,3,0,32
10,"Asheville, NC",21,2,24,0,21,40,2,187
10,"Ashland, WV",2,0,1,0,1,2,0,4
10,"Aspen, CO",58,6,51,0,18,90,1,236
10,"Atlanta, GA",528,52,501,10,511,956,32,6283
10,"Atlantic City, NJ",11,0,18,0,5,18,5,72
10,"Augusta, GA",5,0,3,0,3,7,0,57
10,"Austin, TX",225,16,254,1,248,391,16,1579
10,"Bakersfield, CA",5,1,3,0,5,7,1,40
10,"Baltimore, MD",235,7,181,3,257,377,40,1768
10,"Bangor, ME",4,1,6,0,8,11,2,58
10,"Barrow, AK",0,0,0,0,0,0,1,7
10,"Baton Rouge, LA",9,4,13,0,9,19,1,85
10,"Beaumont/Port Arthur, TX",0,2,0,0,3,3,1,14
10,"Belleville, IL",3,1,5,0,5,7,0,17
10,"Bellingham, WA",6,1,5,0,8,14,0,51
10,"Bemidji, MN",0,0,0,0,0,0,0,14
10,"Bend/Redmond, OR",12,0,9,0,4,19,0,118
10,"Bethel, AK",3,0,1,0,2,5,0,14
10,"Billings, MT",3,0,5,0,4,8,0,64
10,"Binghamton, NY",1,0,0,0,0,0,0,7
10,"Birmingham, AL",29,5,41,0,34,58,4,305
10,"Bishop, CA",1,0,1,0,2,3,1,12
10,"Bismarck/Mandan, ND",4,1,2,0,2,8,0,66
10,"Bloomington/Normal, IL",3,2,4,0,6,9,0,32
10,"Boise, ID",28,3,20,0,21,49,0,371
10,"Boston, MA",326,18,281,1,262,493,14,2518
10,"Bozeman, MT",23,0,8,0,9,27,1,202
10,"Brainerd, MN",1,0,0,0,0,1,0,12
10,"Bristol/Johnson City/Kingsport, TN",3,0,1,0,3,4,0,38
10,"Brownsville, TX",4,5,6,0,7,11,1,42
10,"Brunswick, GA",1,0,0,0,0,1,0,14
10,"Buffalo, NY",60,1,40,1,54,91,4,406
10,"Burbank, CA",49,2,49,0,50,89,4,494
10,"Burlington, VT",6,0,9,0,11,16,1,109
10,"Butte, MT",1,0,0,0,0,0,0,13
10,"Casper, WY",0,0,0,0,0,0,0,7
10,"Cedar City, UT",0,1,0,0,0,1,2,12
10,"Cedar Rapids/Iowa City, IA",17,1,12,0,13,23,4,148
10,"Champaign/Urbana, IL",1,1,4,0,2,4,0,28
10,"Charleston, SC",72,2,49,0,56,101,6,450
10,"Charleston/Dunbar, WV",8,1,3,0,6,13,0,62
10,"Charlotte Amalie, VI",11,0,9,1,6,18,1,137
10,"Charlotte, NC",439,39,454,6,517,834,24,3898
10,"Charlottesville, VA",5,0,3,0,1,5,0,58
10,"Chattanooga, TN",11,2,11,0,12,21,2,130
10,"Cheyenne, WY",0,0,2,0,1,2,0,13
10,"Chicago, IL",581,41,466,4,600,999,56,6370
10,"Christiansted, VI",2,0,5,0,1,6,0,33
10,"Cincinnati, OH",83,5,65,1,91,145,8,777
10,"Clarksburg/Fairmont, WV",0,0,0,0,0,0,0,4
10,"Cleveland, OH",99,7,85,0,107,168,10,756
10,"College Station/Bryan, TX",3,2,1,0,6,7,1,21
10,"Colorado Springs, CO",28,4,17,0,30,43,2,215
10,"Columbia, MO",4,3,7,0,9,11,1,34
10,"Columbia, SC",13,0,6,1,7,19,2,118
10,"Columbus, GA",2,0,1,0,0,2,0,20
10,"Columbus, MS",0,0,0,0,0,0,0,14
10,"Columbus, OH",93,10,68,0,96,148,11,790
10,"Concord, NC",2,1,4,0,3,6,0,14
10,"Cordova, AK",0,2,1,0,1,3,0,14
10,"Corpus Christi, TX",6,4,9,0,10,17,2,77
10,"Dallas, TX",160,12,254,3,245,375,21,1403
10,"Dallas/Fort Worth, TX",668,263,1061,5,949,1635,255,5774
10,"Dayton, OH",14,2,12,1,12,19,0,147
10,"Daytona Beach, FL",6,1,10,0,5,12,1,58
10,"Deadhorse, AK",0,0,0,0,0,0,0,11
10,"Decatur, IL",1,0,0,0,1,2,0,19
10,"Denver, CO",510,39,431,0,578,933,31,5528
10,"Des Moines, IA",31,3,34,1,30,57,1,301
10,"Detroit, MI",223,20,165,4,178,350,11,2311
10,"Devils Lake, ND",0,0,1,0,1,1,0,13
10,"Dickinson, ND",1,0,3,0,0,3,0,13
10,"Dodge City, KS",0,0,1,0,0,1,1,12
10,"Dothan, AL",1,0,0,0,0,1,0,14
10,"Duluth, MN",3,0,2,0,1,4,0,34
10,"Durango, CO",5,0,4,0,2,9,1,63
10,"Eagle, CO",19,4,19,0,14,34,3,147
10,"El Paso, TX",48,8,39,0,53,76,3,292
10,"Elko, NV",0,0,0,0,0,0,0,7
10,"Elmira/Corning, NY",1,0,2,0,1,2,0,20
10,"Escanaba, MI",2,0,0,0,0,2,0,12
10,"Eugene, OR",14,3,13,0,11,24,1,132
10,"Evansville, IN",4,1,4,0,3,7,0,36
10,"Everett, WA",0,1,6,0,3,7,0,32
10,"Fairbanks, AK",4,4,5,0,5,11,0,66
10,"Fargo, ND",12,1,7,0,9,20,0,128
10,"Fayetteville, AR",22,6,27,1,21,46,6,238
10,"Fayetteville, NC",2,0,2,0,0,2,0,20
10,"Flagstaff, AZ",0,0,0,0,1,1,0,30
10,"Flint, MI",3,1,7,0,9,11,1,53
10,"Fort Dodge, IA",0,0,0,0,1,1,0,12
10,"Fort Lauderdale, FL",265,21,507,4,329,667,70,2066
10,"Fort Myers, FL",133,13,197,0,123,285,44,998
10,"Fort Smith, AR",1,5,4,0,3,7,1,21
10,"Fort Wayne, IN",7,1,8,1,7,15,0,81
10,"Fresno, CA",17,2,10,0,21,32,1,212
10,"Gainesville, FL",8,1,3,0,2,10,0,48
10,"Garden City, KS",3,0,0,0,4,4,1,14
10,"Gillette, WY",2,0,1,0,1,3,0,14
10,"Grand Forks, ND",0,0,0,0,0,0,0,26
10,"Grand Island, NE",1,0,1,0,0,2,0,18
10,"Grand Junction, CO",3,2,5,0,2,7,0,69
10,"Grand Rapids, MI",55,4,41,0,52,77,3,372
10,"Great Falls, MT",5,1,3,0,1,7,0,52
10,"Green Bay, WI",4,1,2,0,1,6,0,87
10,"Greensboro/High Point, NC",20,4,13,1,12,30,2,223
10,"Greer, SC",36,2,29,0,23,56,3,286
10,"Guam, TT",0,0,1,0,1,1,0,14
10,"Gulfport/Biloxi, MS",9,2,10,0,7,15,2,65
10,"Gunnison, CO",6,0,3,0,5,8,0,22
10,"Hagerstown, MD",0,0,2,0,3,2,0,4
10,"Hancock/Houghton, MI",1,0,1,0,1,2,0,14
10,"Harlingen/San Benito, TX",10,1,5,0,14,19,2,82
10,"Harrisburg, PA",8,1,9,0,8,14,0,90
10,"Hartford, CT",68,3,57,0,67,109,5,399
10,"Hattiesburg/Laurel, MS",1,1,4,0,0,4,1,12
10,"Hayden, CO",10,1,9,0,8,19,0,100
10,"Hays, KS",1,0,1,0,1,3,0,14
10,"Helena, MT",2,0,3,0,0,3,0,35
10,"Hibbing, MN",1,0,0,0,0,1,0,12
10,"Hilo, HI",14,0,3,0,10,12,1,132
10,"Hilton Head, SC",1,1,1,0,1,2,0,21
10,"Honolulu, HI",98,1,50,2,47,137,6,1178
10,"Houston, TX",352,33,378,2,329,640,32,3234
10,"Huntsville, AL",18,9,20,1,18,37,2,176
10,"Idaho Falls, ID",4,2,5,0,3,7,0,46
10,"Indianapolis, IN",110,5,85,4,104,162,19,920
10,"International Falls, MN",2,0,0,0,0,2,0,12
10,"Iron Mountain/Kingsfd, MI",0,1,1,0,0,2,0,14
10,"Islip, NY",19,0,17,0,21,31,5,104
10,"Ithaca/Cortland, NY",1,1,3,0,2,5,0,14
10,"Jackson, WY",12,5,14,0,13,24,2,127
10,"Jackson/Vicksburg, MS",10,9,21,0,16,32,2,121
10,"Jacksonville, FL",76,10,70,1,75,134,10,584
10,"Jacksonville/Camp Lejeune, NC",2,0,2,0,1,2,0,21
10,"Jamestown, ND",0,0,1,0,0,1,0,13
10,"Johnstown, PA",2,1,0,0,1,4,2,14
10,"Joplin, MO",1,0,0,0,0,1,0,12
10,"Juneau, AK",2,3,9,0,5,12,1,77
10,"Kahului, HI",39,1,19,0,29,53,3,506
10,"Kalamazoo, MI",2,0,0,0,0,2,0,20
10,"Kalispell, MT",5,0,3,0,0,6,0,54
10,"Kansas City, MO",106,9,80,0,111,174,11,916
10,"Ketchikan, AK",5,0,1,0,1,6,3,42
10,"Key West, FL",17,6,42,0,19,56,1,193
10,"Killeen, TX",3,3,6,0,6,9,2,28
10,"Knoxville, TN",34,4,33,3,40,63,3,267
10,"Kodiak, AK",2,0,1,0,2,4,1,14
10,"Kona, HI",18,0,10,0,14,29,0,309
10,"Kotzebue, AK",1,0,1,0,0,0,0,7
10,"Lafayette, LA",10,2,12,0,3,17,2,76
10,"Lake Charles, LA",3,1,1,0,0,4,1,20
10,"Lansing, MI",1,2,2,0,2,5,0,26
10,"Laramie, WY",0,1,1,0,0,1,0,12
10,"Laredo, TX",1,3,5,0,5,7,2,29
10,"Las Vegas, NV",333,27,284,3,414,639,13,3538
10,"Latrobe, PA",0,0,0,0,0,0,1,7
10,"Lawton/Fort Sill, OK",2,0,1,0,4,5,1,21
10,"Lewiston, ID",1,0,2,0,1,3,0,21
10,"Lexington, KY",17,3,18,0,16,28,3,171
10,"Liberal, KS",0,0,1,0,1,1,0,12
10,"Lihue, HI",24,0,9,0,20,32,1,299
10,"Lincoln, NE",1,0,1,0,0,1,0,13
10,"Little Rock, AR",28,3,29,0,31,56,3,218
10,"Long Beach, CA",29,1,19,0,40,51,0,339
10,"Longview, TX",0,1,2,0,1,3,0,14
10,"Los Angeles, CA",380,25,309,5,324,622,14,3521
10,"Louisville, KY",51,6,37,1,46,87,5,449
10,"Lubbock, TX",15,7,15,0,28,36,3,120
10,"Madison, WI",24,3,24,1,32,45,2,210
10,"Manchester, NH",16,0,10,0,12,24,3,86
10,"Manhattan/Ft. Riley, KS",0,0,0,0,1,1,1,14
10,"Marquette, MI",1,0,0,0,0,1,0,14
10,"Mason City, IA",0,0,1,0,1,1,0,12
10,"Medford, OR",7,1,5,0,2,10,0,83
10,"Melbourne, FL",5,1,8,1,3,12,2,56
10,"Memphis, TN",58,7,46,1,49,96,4,407
10,"Meridian, MS",0,0,1,0,1,1,1,12
10,"Miami, FL",300,36,522,9,316,690,67,2354
10,"Midland/Odessa, TX",9,2,15,0,21,26,3,160
10,"Milwaukee, WI",80,8,50,0,83,123,11,572
10,"Minneapolis, MN",152,18,86,0,116,238,8,2248
10,"Minot, ND",2,0,2,0,0,1,0,44
10,"Mission/McAllen/Edinburg, TX",11,5,12,0,17,20,1,68
10,"Missoula, MT",2,1,3,0,2,6,0,52
10,"Mobile, AL",3,3,8,0,6,10,1,48
10,"Moline, IL",6,3,10,0,9,15,0,78
10,"Monroe, LA",2,1,5,0,3,6,1,35
10,"Monterey, CA",4,0,7,0,3,10,1,70
10,"Montgomery, AL",6,3,4,0,6,13,0,47
10,"Montrose/Delta, CO",7,1,9,0,4,11,0,88
10,"Mosinee, WI",0,0,0,0,0,0,0,14
10,"Myrtle Beach, SC",22,3,17,0,25,40,5,230
10,"Nashville, TN",182,11,135,1,228,315,26,1822
10,"New Orleans, LA",159,12,175,1,152,266,13,1000
10,"New York, NY",602,54,813,5,509,1193,42,5335
10,"Newark, NJ",283,7,246,2,179,412,23,2412
10,"Newburgh/Poughkeepsie, NY",0,1,1,0,0,1,0,8
10,"Niagara Falls, NY",0,0,0,0,0,0,0,8
10,"Nome, AK",4,0,1,0,1,3,0,7
10,"Norfolk, VA",49,6,33,0,42,70,5,362
10,"North Bend/Coos Bay, OR",0,0,0,0,0,0,0,4
10,"North Platte, NE",1,0,2,0,1,2,0,12
10,"Oakland, CA",77,2,38,0,83,123,3,776
10,"Oklahoma City, OK",44,7,34,0,44,76,6,402
10,"Omaha, NE",60,4,52,2,59,103,1,448
10,"Ontario, CA",53,6,31,1,69,95,1,438
10,"Orlando, FL",455,40,717,4,514,1024,133,3479
10,"Pago Pago, TT",0,0,0,0,0,0,0,2
10,"Palm Springs, CA",37,2,39,0,31,71,2,389
10,"Panama City, FL",17,0,18,1,21,29,1,155
10,"Pasco/Kennewick/Richland, WA",3,2,11,0,4,11,0,90
10,"Pellston, MI",2,0,0,0,0,2,0,12
10,"Pensacola, FL",28,7,36,0,35,61,4,253
10,"Peoria, IL",4,0,10,0,10,16,0,71
10,"Petersburg, AK",0,0,2,0,2,3,0,14
10,"Philadelphia, PA",258,12,244,4,215,399,28,1654
10,"Phoenix, AZ",405,29,309,1,384,673,23,3979
10,"Pittsburgh, PA",101,5,67,0,96,157,10,798
10,"Plattsburgh, NY",2,0,3,0,0,3,0,9
10,"Pocatello, ID",1,0,0,0,0,1,0,14
10,"Ponce, PR",6,0,2,0,4,7,0,25
10,"Portland, ME",27,0,19,0,24,39,0,136
10,"Portland, OR",99,11,74,2,95,174,2,1024
10,"Portsmouth, NH",0,0,0,0,0,0,0,6
10,"Prescott, AZ",1,0,2,0,2,3,0,14
10,"Providence, RI",41,1,15,0,31,51,2,240
10,"Provo, UT",4,0,3,0,5,8,3,39
10,"Punta Gorda, FL",13,2,39,0,23,53,4,157
10,"Raleigh/Durham, NC",156,6,115,2,156,241,7,1071
10,"Rapid City, SD",6,1,6,0,3,10,1,74
10,"Redding, CA",0,0,2,0,0,2,0,22
10,"Reno, NV",46,1,21,0,37,61,2,364
10,"Rhinelander, WI",0,0,0,0,0,0,0,14
10,"Richmond, VA",50,4,35,2,44,71,4,327
10,"Riverton/Lander, WY",0,0,1,0,0,1,0,9
10,"Roanoke, VA",4,0,1,0,0,4,0,51
10,"Rochester, MN",4,0,4,0,1,5,0,35
10,"Rochester, NY",23,0,12,1,22,32,2,208
10,"Rock Springs, WY",0,0,3,0,1,4,0,9
10,"Rockford, IL",2,0,2,1,2,3,0,19
10,"Roswell, NM",0,2,0,0,3,4,0,14
10,"Sacramento, CA",98,4,44,1,102,150,2,940
10,"Saginaw/Bay City/Midland, MI",5,0,1,0,1,6,0,39
10,"Saipan, TT",0,0,0,0,0,0,0,7
10,"Salina, KS",3,0,3,0,0,3,0,14
10,"Salt Lake City, UT",168,21,108,3,138,278,7,2152
10,"San Angelo, TX",2,2,1,0,3,5,1,21
10,"San Antonio, TX",101,15,100,0,114,180,7,766
10,"San Diego, CA",187,13,141,0,176,300,5,1639
10,"San Francisco, CA",206,23,690,1,236,885,15,2434
10,"San Jose, CA",80,3,47,1,90,130,5,877
10,"San Juan, PR",120,3,101,0,81,179,15,666
10,"San Luis Obispo, CA",8,0,9,0,5,14,0,78
10,"Sanford, FL",21,3,39,0,31,60,7,192
10,"Santa Ana, CA",79,6,58,0,65,126,4,850
10,"Santa Barbara, CA",15,0,4,0,16,24,1,129
10,"Santa Fe, NM",3,3,4,0,0,7,0,28
10,"Santa Maria, CA",0,0,1,0,0,1,0,2
10,"Santa Rosa, CA",1,1,3,1,4,7,0,57
10,"Sarasota/Bradenton, FL",39,9,88,1,49,121,16,419
10,"Sault Ste. Marie, MI",1,0,0,0,0,1,0,14
10,"Savannah, GA",42,8,34,1,42,67,1,348
10,"Scottsbluff, NE",1,0,1,0,0,1,0,12
10,"Scranton/Wilkes-Barre, PA",2,0,3,0,2,4,0,26
10,"Seattle, WA",207,14,217,4,203,433,15,2795
10,"Sheridan, WY",0,0,2,0,1,2,0,14
10,"Shreveport, LA",3,4,10,0,2,10,2,70
10,"Sioux City, IA",1,0,2,0,1,3,0,14
10,"Sioux Falls, SD",12,3,11,1,13,24,1,140
10,"Sitka, AK",0,0,2,0,3,4,1,21
10,"South Bend, IN",8,6,8,0,2,16,0,120
10,"Spokane, WA",36,5,16,0,26,55,0,302
10,"Springfield, IL",2,0,1,0,0,2,0,3
10,"Springfield, MO",16,5,25,0,19,31,2,140
10,"St. Cloud, MN",0,0,0,0,0,0,0,6
10,"St. George, UT",2,0,1,0,1,4,0,47
10,"St. Louis, MO",166,6,122,3,187,269,18,1194
10,"St. Petersburg, FL",12,2,36,0,26,47,4,162
10,"State College, PA",1,0,1,0,0,1,0,14
10,"Stillwater, OK",1,0,0,0,2,3,0,14
10,"Stockton, CA",0,0,0,0,0,0,0,11
10,"Sun Valley/Hailey/Ketchum, ID",4,0,5,0,0,8,2,53
10,"Syracuse, NY",31,1,22,1,23,47,5,262
10,"Tallahassee, FL",14,2,25,0,18,35,2,120
10,"Tampa, FL",244,19,364,3,292,542,69,1767
10,"Texarkana, AR",1,2,0,0,3,5,0,14
10,"Toledo, OH",0,0,0,0,1,1,0,12
10,"Traverse City, MI",7,3,7,0,3,12,0,50
10,"Trenton, NJ",8,1,4,0,12,14,5,52
10,"Tucson, AZ",47,5,37,0,45,80,2,385
10,"Tulsa, OK",31,5,28,0,35,62,8,293
10,"Twin Falls, ID",0,0,0,0,0,0,0,14
10,"Tyler, TX",3,1,1,0,1,5,0,21
10,"Valdosta, GA",2,0,0,0,1,2,0,14
10,"Valparaiso, FL",21,4,21,0,14,35,2,171
10,"Victoria, TX",0,1,0,0,1,2,0,12
10,"Waco, TX",3,4,5,0,5,7,1,21
10,"Walla Walla, WA",2,0,0,0,0,2,0,14
10,"Washington, DC",390,24,408,6,390,685,23,3670
10,"West Palm Beach/Palm Beach, FL",103,10,149,0,98,213,15,704
10,"White Plains, NY",40,0,29,0,27,52,0,246
10,"Wichita Falls, TX",0,1,0,0,0,1,0,14
10,"Wichita, KS",28,4,27,0,32,51,2,175
10,"Williston, ND",5,0,2,0,0,6,0,34
10,"Wilmington, NC",12,2,8,1,11,19,0,113
10,"Worcester, MA",5,0,7,0,1,7,1,34
10,"Wrangell, AK",0,0,3,0,3,4,0,14
10,"Yakutat, AK",0,0,2,0,3,3,0,14
10,"Yuma, AZ",1,0,1,0,0,1,0,30
11,"Aberdeen, SD",2,0,0,0,0,2,0,14
11,"Abilene, TX",4,3,4,0,7,9,0,33
11,"Adak Island, AK",0,0,0,0,1,1,0,2
11,"Aguadilla, PR",14,0,11,0,14,22,2,56
11,"Akron, OH",8,3,7,1,3,12,1,61
11,"Albany, GA",3,0,1,0,0,3,0,14
11,"Albany, NY",36,1,12,1,43,51,0,231
11,"Albuquerque, NM",62,7,49,1,71,100,6,434
11,"Alexandria, LA",4,1,2,0,2,6,1,35
11,"Allentown/Bethlehem/Easton, PA",5,0,6,0,7,12,1,88
11,"Alpena, MI",2,0,2,0,0,2,0,12
11,"Amarillo, TX",8,1,3,0,15,16,2,95
11,"Anchorage, AK",33,2,30,7,29,59,0,309
11,"Appleton, WI",5,1,8,0,9,15,2,122
11,"Arcata/Eureka, CA",4,0,3,0,2,6,1,34
11,"Asheville, NC",18,1,19,0,20,42,1,196
11,"Ashland, WV",0,0,1,0,1,1,0,4
11,"Aspen, CO",35,7,37,1,13,64,19,236
11,"Atlanta, GA",538,55,436,9,599,994,18,6511
11,"Atlantic City, NJ",12,1,15,0,7,18,0,72
11,"Augusta, GA",3,0,5,0,6,8,0,57
11,"Austin, TX",272,18,261,2,267,450,18,1682
11,"Bakersfield, CA",5,0,1,0,6,8,0,43
11,"Baltimore, MD",170,8,100,2,204,290,14,1865
11,"Bangor, ME",4,0,6,0,8,10,0,58
11,"Barrow, AK",0,0,0,0,0,0,0,7
11,"Baton Rouge, LA",6,4,7,0,5,13,2,83
11,"Beaumont/Port Arthur, TX",1,2,2,0,1,4,1,14
11,"Belleville, IL",5,0,2,0,3,7,1,24
11,"Bellingham, WA",7,0,8,0,13,15,0,58
11,"Bemidji, MN",1,0,0,0,0,1,0,14
11,"Bend/Redmond, OR",2,0,6,0,5,10,1,118
11,"Bethel, AK",2,0,1,0,0,2,0,14
11,"Billings, MT",10,0,5,0,4,14,0,61
11,"Binghamton, NY",0,0,0,0,0,0,0,7
11,"Birmingham, AL",30,3,25,2,41,55,5,313
11,"Bishop, CA",1,0,1,0,0,2,1,13
11,"Bismarck/Mandan, ND",4,0,2,0,2,6,3,66
11,"Bloomington/Normal, IL",4,2,4,0,1,7,0,32
11,"Boise, ID",23,2,22,3,27,52,5,397
11,"Boston, MA",236,14,212,3,239,444,14,2582
11,"Bozeman, MT",24,2,15,0,23,31,2,202
11,"Brainerd, MN",2,0,0,0,0,2,0,12
11,"Bristol/Johnson City/Kingsport, TN",6,0,4,0,1,9,0,38
11,"Brownsville, TX",2,2,4,0,3,7,3,46
11,"Brunswick, GA",1,1,1,0,1,1,0,14
11,"Buffalo, NY",66,0,26,0,47,81,0,420
11,"Burbank, CA",63,2,29,2,74,101,17,512
11,"Burlington, VT",7,0,7,0,7,10,0,109
11,"Butte, MT",0,0,0,0,0,0,0,13
11,"Casper, WY",0,0,0,0,0,0,0,7
11,"Cedar City, UT",0,0,0,0,0,0,0,12
11,"Cedar Rapids/Iowa City, IA",19,3,16,0,15,31,1,154
11,"Champaign/Urbana, IL",1,2,3,0,6,8,0,28
11,"Charleston, SC",50,10,37,0,55,84,0,472
11,"Charleston/Dunbar, WV",4,1,8,0,4,9,0,62
11,"Charlotte Amalie, VI",8,0,11,1,6,19,1,140
11,"Charlotte, NC",347,52,273,5,400,624,8,3952
11,"Charlottesville, VA",7,0,2,0,6,10,0,58
11,"Chattanooga, TN",10,4,4,0,9,19,0,130
11,"Cheyenne, WY",1,1,0,0,0,2,2,13
11,"Chicago, IL",708,63,677,3,690,1274,46,6629
11,"Christiansted, VI",6,0,8,0,2,8,0,35
11,"Cincinnati, OH",79,7,79,0,93,154,8,817
11,"Clarksburg/Fairmont, WV",0,0,0,0,0,0,0,4
11,"Cleveland, OH",105,7,71,0,108,168,3,780
11,"College Station/Bryan, TX",1,1,0,0,1,2,1,21
11,"Colorado Springs, CO",21,8,21,0,38,52,19,223
11,"Columbia, MO",3,3,5,0,6,9,0,33
11,"Columbia, SC",8,4,8,0,14,21,0,119
11,"Columbus, GA",5,0,2,0,0,5,0,20
