week_number,origin_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
31,"Key West, FL",7,4,15,1,17,28,28,117
31,"Killeen, TX",3,0,3,0,5,7,0,41
31,"King Salmon, AK",2,0,3,1,2,4,0,9
31,"Knoxville, TN",32,14,50,1,59,92,12,351
31,"Kodiak, AK",0,0,0,0,0,0,0,18
31,"Kona, HI",19,0,6,0,25,29,1,331
31,"Kotzebue, AK",0,0,0,0,0,0,0,7
31,"La Crosse, WI",1,0,0,0,0,1,0,14
31,"Lafayette, LA",10,1,5,0,4,14,0,76
31,"Lake Charles, LA",3,2,0,0,2,6,0,21
31,"Lansing, MI",4,1,5,0,5,9,1,26
31,"Laramie, WY",1,1,1,0,1,4,0,12
31,"Laredo, TX",2,0,1,0,2,3,0,40
31,"Las Vegas, NV",509,35,412,0,470,838,57,3745
31,"Latrobe, PA",1,0,2,0,2,3,1,14
31,"Lawton/Fort Sill, OK",3,1,1,0,0,3,0,21
31,"Lewiston, ID",2,0,0,0,0,2,0,21
31,"Lexington, KY",10,11,30,0,37,53,6,195
31,"Liberal, KS",1,1,1,0,0,1,0,12
31,"Lihue, HI",11,0,2,1,18,23,2,330
31,"Lincoln, NE",6,2,4,0,3,11,0,49
31,"Little Rock, AR",35,11,29,0,46,67,4,274
31,"Long Beach, CA",22,0,8,0,26,41,2,350
31,"Longview, TX",2,0,2,0,0,3,0,14
31,"Los Angeles, CA",487,12,464,4,360,842,59,4003
31,"Louisville, KY",53,17,90,1,71,135,17,494
31,"Lubbock, TX",11,0,8,0,10,16,0,119
31,"Madison, WI",31,4,23,0,27,49,3,237
31,"Manchester, NH",16,4,19,0,19,31,6,119
31,"Manhattan/Ft. Riley, KS",2,0,0,0,2,2,0,21
31,"Marquette, MI",2,1,1,0,1,3,0,21
31,"Martha's Vineyard, MA",6,7,18,0,16,28,11,80
31,"Mason City, IA",2,0,3,0,5,7,0,12
31,"Medford, OR",10,0,4,0,8,13,0,88
31,"Melbourne, FL",5,2,7,0,8,11,4,53
31,"Memphis, TN",52,2,67,0,64,119,15,493
31,"Meridian, MS",1,0,1,0,1,2,0,12
31,"Miami, FL",298,220,384,1,440,726,187,1971
31,"Midland/Odessa, TX",14,3,9,0,20,33,1,189
31,"Milwaukee, WI",60,6,73,0,73,122,18,596
31,"Minneapolis, MN",516,77,451,2,370,849,46,2720
31,"Minot, ND",7,3,3,0,0,11,0,53
31,"Mission/McAllen/Edinburg, TX",10,4,17,0,11,30,0,110
31,"Missoula, MT",18,1,16,1,16,29,2,128
31,"Mobile, AL",2,0,3,0,6,8,0,53
31,"Moline, IL",8,5,12,0,17,27,1,88
31,"Monroe, LA",1,0,4,0,7,8,1,48
31,"Monterey, CA",14,0,16,0,15,27,0,103
31,"Montgomery, AL",8,2,5,0,6,11,2,54
31,"Montrose/Delta, CO",4,0,7,0,7,10,1,57
31,"Mosinee, WI",0,0,1,0,1,1,1,14
31,"Myrtle Beach, SC",54,14,87,0,99,143,26,440
31,"Nantucket, MA",16,0,29,1,20,36,19,109
31,"Nashville, TN",289,39,253,2,418,585,56,2087
31,"New Bern/Morehead/Beaufort, NC",2,1,0,0,2,3,0,6
31,"New Orleans, LA",130,16,127,0,171,265,24,968
31,"New York, NY",987,162,1299,6,939,1986,674,5679
31,"Newark, NJ",517,85,523,4,512,891,287,2369
31,"Newburgh/Poughkeepsie, NY",0,1,6,0,2,5,1,11
31,"Niagara Falls, NY",2,0,2,0,1,3,0,7
31,"Nome, AK",0,0,2,0,2,2,0,7
31,"Norfolk, VA",84,15,76,2,97,144,34,442
31,"North Bend/Coos Bay, OR",0,1,0,0,3,4,0,9
31,"North Platte, NE",2,0,1,0,0,2,0,12
31,"Oakland, CA",86,0,62,2,91,142,12,851
31,"Oklahoma City, OK",58,4,47,0,49,98,4,472
31,"Omaha, NE",48,8,54,0,75,119,10,482
31,"Ontario, CA",39,1,38,0,62,86,6,559
31,"Orlando, FL",527,178,555,5,620,1046,132,3037
31,"Pago Pago, TT",0,0,0,0,0,0,0,3
31,"Palm Springs, CA",17,1,23,0,9,33,0,138
31,"Panama City, FL",41,11,26,0,42,68,6,240
31,"Pasco/Kennewick/Richland, WA",6,1,10,0,5,13,0,105
31,"Pellston, MI",3,2,1,0,0,5,0,26
31,"Pensacola, FL",25,20,49,0,63,92,8,320
31,"Peoria, IL",7,4,8,0,12,19,1,74
31,"Petersburg, AK",0,0,0,0,3,3,0,14
31,"Philadelphia, PA",416,123,406,3,438,785,211,2288
31,"Phoenix, AZ",453,27,376,2,462,803,61,3690
31,"Pittsburgh, PA",119,14,158,1,144,246,56,929
31,"Plattsburgh, NY",0,0,4,0,4,5,0,13
31,"Pocatello, ID",0,0,0,0,0,0,0,14
31,"Ponce, PR",1,0,1,0,5,5,0,21
31,"Portland, ME",34,19,71,0,65,98,27,311
31,"Portland, OR",123,4,150,1,143,253,13,1268
31,"Portsmouth, NH",2,1,3,0,2,5,0,7
31,"Prescott, AZ",2,0,0,0,0,2,0,14
31,"Providence, RI",47,6,64,0,67,92,9,300
31,"Provo, UT",4,1,4,0,3,7,0,36
31,"Punta Gorda, FL",12,11,14,0,16,31,1,107
31,"Raleigh/Durham, NC",208,37,234,1,247,412,81,1297
31,"Rapid City, SD",13,2,14,2,14,27,0,135
31,"Redding, CA",1,0,3,0,3,5,0,28
31,"Reno, NV",43,0,37,0,50,78,3,438
31,"Rhinelander, WI",3,2,3,0,0,5,0,20
31,"Richmond, VA",54,8,56,1,73,108,21,375
31,"Riverton/Lander, WY",1,0,2,0,2,3,0,14
31,"Roanoke, VA",9,1,7,0,4,13,6,53
31,"Rochester, MN",1,0,3,0,3,3,0,30
31,"Rochester, NY",22,3,34,0,41,59,16,247
31,"Rock Springs, WY",1,0,0,0,0,1,0,14
31,"Rockford, IL",4,3,3,0,6,8,0,18
31,"Roswell, NM",4,0,1,0,2,6,0,21
31,"Sacramento, CA",106,4,85,0,134,202,10,1158
31,"Saginaw/Bay City/Midland, MI",4,1,9,0,6,12,0,46
31,"Saipan, TT",1,0,0,0,2,2,0,7
31,"Salina, KS",0,1,1,0,3,4,0,13
31,"Salt Lake City, UT",289,14,209,0,206,478,24,2282
31,"San Angelo, TX",2,0,1,0,0,3,0,21
31,"San Antonio, TX",78,1,95,0,101,179,18,866
31,"San Diego, CA",238,13,336,2,322,544,28,2005
31,"San Francisco, CA",321,15,318,1,338,649,38,2704
31,"San Jose, CA",84,0,78,0,83,158,7,1049
31,"San Juan, PR",131,13,131,0,148,235,21,810
31,"San Luis Obispo, CA",17,1,8,0,8,24,0,105
31,"Sanford, FL",36,25,34,0,39,73,8,226
31,"Santa Ana, CA",63,3,89,0,78,145,7,849
31,"Santa Barbara, CA",12,2,11,0,7,22,1,170
31,"Santa Fe, NM",7,1,3,0,5,12,0,70
31,"Santa Maria, CA",0,0,1,1,1,1,0,2
31,"Santa Rosa, CA",11,0,17,1,16,23,0,73
31,"Sarasota/Bradenton, FL",21,17,36,0,52,74,19,257
31,"Sault Ste. Marie, MI",1,0,1,0,0,0,0,14
31,"Savannah, GA",48,17,63,0,70,110,20,392
31,"Scottsbluff, NE",0,0,0,0,1,1,0,12
31,"Scranton/Wilkes-Barre, PA",0,0,4,0,9,8,1,34
31,"Seattle, WA",562,39,727,6,444,1049,34,3688
31,"Sheridan, WY",1,0,1,0,1,2,1,14
31,"Shreveport, LA",7,1,10,0,9,15,2,95
31,"Sioux City, IA",2,1,1,0,0,3,0,14
31,"Sioux Falls, SD",23,4,13,0,10,33,1,127
31,"Sitka, AK",1,0,1,0,2,3,0,42
31,"South Bend, IN",29,5,16,0,18,41,0,126
31,"Spokane, WA",36,4,26,0,38,65,2,371
31,"Springfield, IL",0,0,0,0,0,0,0,2
31,"Springfield, MO",36,6,25,0,34,56,3,206
31,"St. Cloud, MN",0,0,0,0,0,0,0,2
31,"St. George, UT",6,4,1,0,1,11,0,53
31,"St. Louis, MO",187,34,198,2,271,403,36,1382
31,"St. Petersburg, FL",31,38,40,0,31,78,10,213
31,"State College, PA",1,0,1,0,0,1,0,8
31,"Stillwater, OK",0,0,0,0,0,0,0,14
31,"Stockton, CA",2,0,3,0,1,2,0,11
31,"Sun Valley/Hailey/Ketchum, ID",5,0,4,0,0,8,0,44
31,"Syracuse, NY",43,5,43,0,40,73,24,286
31,"Tallahassee, FL",11,4,15,0,19,26,4,110
31,"Tampa, FL",168,95,261,0,300,438,101,1444
31,"Texarkana, AR",2,1,1,0,1,3,0,14
31,"Toledo, OH",0,2,0,0,0,2,0,6
31,"Traverse City, MI",22,10,28,0,20,47,2,140
31,"Trenton, NJ",3,0,7,0,7,10,2,31
31,"Tucson, AZ",23,7,23,0,25,50,3,314
31,"Tulsa, OK",34,2,28,0,39,67,3,357
31,"Twin Falls, ID",0,0,0,0,0,0,0,14
31,"Tyler, TX",2,0,1,0,3,5,0,21
31,"Valdosta, GA",2,0,5,0,1,6,1,14
31,"Valparaiso, FL",42,15,26,0,53,80,5,266
31,"Victoria, TX",0,0,1,0,1,1,0,12
31,"Waco, TX",3,0,2,0,1,4,0,21
31,"Walla Walla, WA",0,0,3,0,5,5,0,14
31,"Washington, DC",611,164,670,5,700,1251,232,3771
31,"West Palm Beach/Palm Beach, FL",61,6,98,0,89,143,33,459
31,"West Yellowstone, MT",0,1,0,0,0,1,0,16
31,"White Plains, NY",37,10,47,0,28,69,14,238
31,"Wichita Falls, TX",0,0,1,0,0,0,0,14
31,"Wichita, KS",21,1,9,0,19,40,4,219
31,"Williston, ND",5,0,3,0,1,6,0,39
31,"Wilmington, NC",23,15,32,0,35,54,17,201
31,"Worcester, MA",2,0,8,0,6,8,2,27
31,"Wrangell, AK",0,1,1,0,2,3,0,14
31,"Yakutat, AK",0,0,0,0,1,1,0,14
31,"Yuma, AZ",2,0,2,0,2,3,1,27
32,"Aberdeen, SD",1,3,4,0,0,4,0,14
32,"Abilene, TX",1,0,1,0,2,2,0,33
32,"Adak Island, AK",0,0,0,0,1,1,0,2
32,"Aguadilla, PR",3,0,3,0,10,11,3,45
32,"Akron, OH",8,1,17,0,13,22,2,75
32,"Albany, GA",5,0,1,0,0,5,0,14
32,"Albany, NY",41,10,58,0,51,84,7,248
32,"Albuquerque, NM",58,3,50,0,72,105,3,464
32,"Alexandria, LA",0,0,0,0,2,2,0,41
32,"Allentown/Bethlehem/Easton, PA",10,4,11,0,11,23,3,91
32,"Alpena, MI",2,0,0,0,0,2,0,12
32,"Amarillo, TX",7,0,11,0,15,23,1,107
32,"Anchorage, AK",73,2,65,1,64,126,8,521
32,"Appleton, WI",15,3,11,0,7,27,0,118
32,"Arcata/Eureka, CA",5,1,7,0,2,10,0,32
32,"Asheville, NC",60,1,58,1,61,96,12,288
32,"Ashland, WV",6,0,5,0,6,9,1,21
32,"Aspen, CO",23,12,28,0,9,51,0,148
32,"Atlanta, GA",1092,21,755,7,580,1564,103,6803
32,"Atlantic City, NJ",10,0,10,0,6,15,3,56
32,"Augusta, GA",4,2,8,0,7,15,5,83
32,"Austin, TX",161,12,145,1,224,335,17,1632
32,"Bakersfield, CA",6,0,9,0,5,13,0,58
32,"Baltimore, MD",545,20,454,1,541,832,68,2018
32,"Bangor, ME",23,2,39,5,25,51,18,148
32,"Barrow, AK",0,0,5,3,2,5,0,7
32,"Baton Rouge, LA",3,1,4,0,9,11,1,94
32,"Beaumont/Port Arthur, TX",2,0,0,0,0,2,0,14
32,"Belleville, IL",3,0,3,0,6,9,3,36
32,"Bellingham, WA",3,0,6,1,5,10,0,42
32,"Bemidji, MN",2,0,1,0,0,2,0,14
32,"Bend/Redmond, OR",17,1,16,0,8,25,1,118
32,"Bethel, AK",4,0,7,0,7,8,0,14
32,"Billings, MT",14,0,16,0,6,21,0,95
32,"Binghamton, NY",1,0,1,0,0,1,2,7
32,"Birmingham, AL",28,9,29,0,41,61,9,333
32,"Bishop, CA",0,0,0,0,0,0,0,7
32,"Bismarck/Mandan, ND",13,4,10,0,6,22,0,81
32,"Bloomington/Normal, IL",2,0,2,0,5,5,0,37
32,"Boise, ID",50,3,57,0,49,106,3,483
32,"Boston, MA",681,14,666,5,468,1023,190,3002
32,"Bozeman, MT",28,8,47,0,48,71,3,262
32,"Brainerd, MN",5,0,2,0,0,5,0,14
32,"Bristol/Johnson City/Kingsport, TN",2,0,2,0,3,3,1,45
32,"Brownsville, TX",1,0,5,0,4,5,0,48
32,"Brunswick, GA",4,0,1,0,0,4,0,14
32,"Buffalo, NY",59,6,89,2,91,132,27,467
32,"Burbank, CA",43,3,76,0,76,125,10,622
32,"Burlington, VT",26,6,41,1,25,53,20,196
32,"Butte, MT",0,0,0,0,0,0,0,14
32,"Casper, WY",9,2,4,0,3,16,0,56
32,"Cedar City, UT",0,1,0,0,0,1,0,12
32,"Cedar Rapids/Iowa City, IA",31,2,30,0,18,53,6,182
32,"Champaign/Urbana, IL",3,1,2,0,6,10,0,28
32,"Charleston, SC",58,9,86,0,91,145,66,535
32,"Charleston/Dunbar, WV",11,1,12,0,7,17,0,66
32,"Charlotte Amalie, VI",8,0,20,0,14,23,0,97
32,"Charlotte, NC",982,238,649,22,1088,1586,156,4428
32,"Charlottesville, VA",8,2,10,0,9,18,6,59
32,"Chattanooga, TN",17,0,15,0,15,28,1,126
32,"Cheyenne, WY",1,0,1,0,3,3,1,13
32,"Chicago, IL",1555,159,1481,9,1523,2685,146,7361
32,"Christiansted, VI",2,1,1,0,2,3,0,13
32,"Cincinnati, OH",113,7,129,1,122,223,41,874
32,"Clarksburg/Fairmont, WV",1,0,3,1,1,4,1,8
32,"Cleveland, OH",116,11,134,0,119,215,42,849
32,"Cody, WY",0,0,6,0,3,7,0,28
32,"College Station/Bryan, TX",1,0,1,0,1,2,1,21
32,"Colorado Springs, CO",35,6,35,0,40,72,3,261
32,"Columbia, MO",7,2,4,0,4,9,0,41
32,"Columbia, SC",17,2,18,0,19,31,8,135
32,"Columbus, GA",3,0,1,0,0,3,4,20
32,"Columbus, MS",0,0,0,0,0,0,0,14
32,"Columbus, OH",90,3,119,0,107,198,34,877
32,"Concord, NC",0,0,4,0,5,5,1,14
32,"Cordova, AK",0,0,0,1,3,3,0,14
32,"Corpus Christi, TX",3,0,5,0,5,8,1,73
32,"Dallas, TX",169,13,107,0,223,283,13,1314
32,"Dallas/Fort Worth, TX",1171,102,628,3,1131,1731,80,6386
32,"Dayton, OH",13,3,19,0,11,32,2,148
32,"Daytona Beach, FL",5,7,10,0,15,17,5,56
32,"Deadhorse, AK",0,0,2,0,1,3,0,11
32,"Decatur, IL",0,0,5,0,2,5,0,12
32,"Denver, CO",1272,121,971,2,1213,2110,70,6215
32,"Des Moines, IA",42,3,35,1,36,79,9,312
32,"Detroit, MI",548,68,438,1,294,809,67,2700
32,"Devils Lake, ND",0,0,4,0,2,6,0,13
32,"Dickinson, ND",0,0,1,0,0,1,0,13
32,"Dillingham, AK",0,0,0,0,0,0,1,7
32,"Dodge City, KS",2,0,4,0,2,7,0,12
32,"Dothan, AL",1,0,1,0,0,1,0,14
32,"Duluth, MN",4,2,11,0,7,18,1,54
32,"Durango, CO",14,0,8,0,5,20,0,82
32,"Eagle, CO",12,3,7,1,12,26,1,55
32,"El Paso, TX",22,2,32,0,49,71,6,360
32,"Elko, NV",0,0,0,0,0,0,0,7
32,"Elmira/Corning, NY",4,1,3,0,1,6,0,20
32,"Escanaba, MI",3,2,2,0,0,5,0,12
32,"Eugene, OR",20,0,15,0,18,31,0,134
32,"Evansville, IN",1,2,5,1,4,8,0,41
32,"Everett, WA",0,0,1,0,3,3,0,13
32,"Fairbanks, AK",5,0,3,0,14,13,1,88
32,"Fargo, ND",15,3,21,0,11,32,0,133
32,"Fayetteville, AR",26,7,40,0,35,64,3,290
32,"Fayetteville, NC",3,1,3,0,4,6,1,27
32,"Flagstaff, AZ",2,0,1,0,0,2,0,33
32,"Flint, MI",3,2,11,0,6,16,0,44
32,"Fort Dodge, IA",0,0,3,0,7,8,1,12
32,"Fort Lauderdale, FL",409,65,431,10,359,641,105,1591
32,"Fort Myers, FL",73,8,88,0,93,137,39,433
32,"Fort Smith, AR",0,0,0,0,3,3,0,27
32,"Fort Wayne, IN",13,3,14,0,4,21,1,84
32,"Fresno, CA",19,0,17,0,21,40,1,225
32,"Gainesville, FL",5,2,4,0,6,11,10,69
32,"Garden City, KS",2,1,1,0,1,3,0,14
32,"Gillette, WY",1,0,3,0,2,3,0,15
32,"Grand Forks, ND",4,0,4,0,0,4,0,23
32,"Grand Island, NE",2,0,3,1,0,3,0,18
32,"Grand Junction, CO",6,0,8,0,5,12,1,79
32,"Grand Rapids, MI",45,7,45,0,54,89,13,343
32,"Great Falls, MT",2,0,2,0,2,4,0,44
32,"Green Bay, WI",12,3,15,0,5,25,0,88
32,"Greensboro/High Point, NC",19,4,34,1,30,57,12,256
32,"Greer, SC",41,2,46,0,46,81,11,346
32,"Guam, TT",0,0,0,0,0,0,0,14
32,"Gulfport/Biloxi, MS",6,2,4,0,7,11,1,70
32,"Gunnison, CO",3,0,2,0,2,5,0,15
32,"Gustavus, AK",1,0,1,0,0,1,2,7
32,"Hagerstown, MD",0,0,4,0,3,4,2,10
32,"Hancock/Houghton, MI",2,0,4,0,2,7,0,14
32,"Harlingen/San Benito, TX",0,0,4,0,6,8,0,79
32,"Harrisburg, PA",21,6,23,0,17,37,2,115
32,"Hartford, CT",88,6,82,0,84,144,23,452
32,"Hattiesburg/Laurel, MS",1,0,0,0,0,1,0,12
32,"Hayden, CO",8,1,5,0,2,11,0,30
32,"Hays, KS",0,0,1,0,0,1,0,12
32,"Helena, MT",2,0,3,0,0,4,0,28
32,"Hibbing, MN",4,1,4,0,0,5,0,12
32,"Hilo, HI",5,0,0,0,6,6,0,129
32,"Hilton Head, SC",5,1,10,0,10,15,9,53
32,"Hobbs, NM",1,0,0,0,0,1,0,14
32,"Honolulu, HI",89,0,18,0,62,116,1,1207
32,"Houston, TX",438,14,283,0,407,698,61,3416
32,"Huntsville, AL",21,2,17,0,21,37,2,174
32,"Hyannis, MA",6,1,10,0,6,11,1,21
32,"Idaho Falls, ID",5,2,9,0,6,17,0,74
32,"Indianapolis, IN",83,13,114,0,113,194,38,893
32,"International Falls, MN",3,2,3,0,0,5,0,14
32,"Iron Mountain/Kingsfd, MI",2,0,2,1,0,3,2,14
32,"Islip, NY",28,3,24,0,34,43,6,86
32,"Ithaca/Cortland, NY",0,0,0,0,1,1,2,14
32,"Jackson, WY",17,4,22,0,24,44,0,157
32,"Jackson/Vicksburg, MS",6,1,5,0,13,18,1,124
32,"Jacksonville, FL",68,15,86,0,99,161,54,578
32,"Jacksonville/Camp Lejeune, NC",8,0,4,0,8,13,0,48
32,"Jamestown, ND",0,0,0,0,2,2,0,13
32,"Johnstown, PA",1,0,3,0,0,4,0,14
32,"Joplin, MO",2,0,0,0,0,2,0,12
32,"Juneau, AK",9,2,13,1,14,25,4,119
32,"Kahului, HI",28,0,7,0,35,50,2,519
32,"Kalamazoo, MI",6,0,0,0,0,6,1,20
32,"Kalispell, MT",19,1,22,0,21,38,0,132
32,"Kansas City, MO",93,3,118,2,145,214,24,1005
32,"Ketchikan, AK",7,1,10,4,13,22,0,63
32,"Key West, FL",20,1,10,0,24,27,8,116
32,"Killeen, TX",1,0,1,0,4,4,0,35
32,"King Salmon, AK",0,0,3,1,3,3,0,9
32,"Knoxville, TN",37,4,37,0,40,76,17,357
32,"Kodiak, AK",2,0,4,2,2,6,2,18
32,"Kona, HI",25,0,6,1,20,35,1,319
32,"Kotzebue, AK",0,0,1,0,0,0,0,7
32,"La Crosse, WI",1,0,2,0,1,3,1,9
32,"Lafayette, LA",7,0,0,0,2,8,0,75
32,"Lake Charles, LA",1,2,0,0,1,4,0,21
32,"Lansing, MI",7,2,5,0,2,10,2,26
32,"Laramie, WY",1,0,1,0,4,5,0,12
32,"Laredo, TX",0,0,4,0,7,7,0,39
32,"Las Vegas, NV",723,53,714,1,813,1318,48,3657
32,"Latrobe, PA",0,0,0,0,0,0,4,14
32,"Lawton/Fort Sill, OK",0,0,0,0,0,0,0,21
32,"Lewiston, ID",2,0,0,0,0,2,0,21
32,"Lexington, KY",26,4,27,0,25,49,6,188
32,"Liberal, KS",4,0,4,0,3,6,0,12
32,"Lihue, HI",11,0,2,0,15,18,0,325
32,"Lincoln, NE",12,0,10,0,5,20,1,49
32,"Little Rock, AR",17,14,19,0,30,49,2,255
32,"Long Beach, CA",23,1,27,0,26,54,0,324
32,"Longview, TX",2,0,1,0,3,3,0,14
32,"Los Angeles, CA",500,15,421,3,401,813,43,3949
32,"Louisville, KY",57,6,56,1,55,103,23,470
32,"Lubbock, TX",6,0,7,0,8,13,0,123
32,"Madison, WI",33,2,41,0,28,64,4,254
32,"Manchester, NH",15,2,31,0,24,42,3,132
32,"Manhattan/Ft. Riley, KS",0,0,2,0,1,2,0,21
32,"Marquette, MI",6,0,5,0,3,7,0,21
32,"Martha's Vineyard, MA",12,0,23,2,19,28,8,78
32,"Mason City, IA",1,0,4,0,4,6,1,12
32,"Medford, OR",14,2,11,0,7,21,0,88
32,"Melbourne, FL",5,4,5,0,10,14,6,53
32,"Memphis, TN",36,2,47,0,47,82,18,475
32,"Meridian, MS",1,0,1,0,1,2,0,12
32,"Miami, FL",435,122,354,6,442,738,118,1926
32,"Midland/Odessa, TX",21,2,10,0,16,31,0,190
32,"Milwaukee, WI",70,4,80,1,72,133,18,591
32,"Minneapolis, MN",492,57,499,0,312,821,28,2711
32,"Minot, ND",13,2,9,1,0,16,1,53
32,"Mission/McAllen/Edinburg, TX",7,2,5,0,9,17,3,109
32,"Missoula, MT",19,2,12,0,16,28,3,121
32,"Mobile, AL",3,0,1,0,3,4,0,53
32,"Moline, IL",12,2,14,0,13,26,3,85
32,"Monroe, LA",4,0,2,0,1,6,0,42
32,"Monterey, CA",13,1,12,0,11,25,0,102
32,"Montgomery, AL",3,0,2,0,4,5,1,54
32,"Montrose/Delta, CO",3,1,7,0,4,10,0,56
32,"Mosinee, WI",2,0,2,0,2,5,0,14
32,"Myrtle Beach, SC",36,1,58,0,66,99,56,412
32,"Nantucket, MA",8,0,23,0,19,28,10,107
32,"Nashville, TN",229,7,232,1,312,460,60,2009
32,"New Bern/Morehead/Beaufort, NC",1,1,0,0,2,2,0,6
32,"New Orleans, LA",95,4,77,0,135,183,26,871
32,"New York, NY",1196,60,1413,10,981,2073,678,5676
32,"Newark, NJ",530,36,613,4,423,890,254,2366
32,"Newburgh/Poughkeepsie, NY",2,1,0,0,1,2,1,11
32,"Niagara Falls, NY",1,0,2,0,2,2,1,7
32,"Nome, AK",3,0,3,0,1,3,1,7
32,"Norfolk, VA",77,9,83,0,97,144,25,459
32,"North Bend/Coos Bay, OR",1,0,0,0,0,1,0,9
32,"North Platte, NE",1,0,5,0,2,5,0,12
32,"Oakland, CA",97,1,76,2,115,178,5,808
32,"Oklahoma City, OK",59,27,61,0,63,128,4,454
32,"Omaha, NE",42,4,50,1,53,95,7,456
32,"Ontario, CA",44,2,55,1,62,104,9,567
32,"Orlando, FL",526,129,504,25,564,940,184,2746
32,"Pago Pago, TT",0,0,0,0,1,1,0,3
32,"Palm Springs, CA",12,1,25,0,15,36,0,135
32,"Panama City, FL",31,1,17,0,31,38,0,187
32,"Pasco/Kennewick/Richland, WA",6,1,12,1,9,18,0,103
32,"Pellston, MI",8,0,0,0,0,8,0,26
32,"Pensacola, FL",23,2,20,0,30,42,5,277
32,"Peoria, IL",5,3,9,0,6,16,2,72
32,"Petersburg, AK",0,0,2,0,3,3,0,14
32,"Philadelphia, PA",666,35,705,4,556,1031,182,2376
32,"Phoenix, AZ",520,25,418,8,557,887,30,3596
32,"Pittsburgh, PA",106,28,138,1,135,232,46,916
32,"Plattsburgh, NY",0,1,3,0,2,4,0,9
32,"Pocatello, ID",0,0,0,0,0,0,0,14
32,"Ponce, PR",2,0,3,0,9,10,2,21
32,"Portland, ME",63,5,90,0,64,121,20,328
32,"Portland, OR",116,5,120,0,134,245,15,1261
32,"Portsmouth, NH",1,0,1,0,1,1,0,7
32,"Prescott, AZ",2,0,4,0,1,4,0,14
32,"Providence, RI",40,0,70,0,58,94,12,312
32,"Provo, UT",1,0,0,0,0,1,0,36
32,"Punta Gorda, FL",19,8,19,0,13,29,9,105
32,"Raleigh/Durham, NC",192,36,189,0,256,388,66,1279
32,"Rapid City, SD",23,7,17,0,19,40,1,134
32,"Redding, CA",2,0,3,0,2,5,0,28
32,"Reno, NV",46,4,50,0,66,99,4,429
32,"Rhinelander, WI",2,3,3,0,0,5,0,20
32,"Richmond, VA",48,4,51,0,57,93,25,365
32,"Riverton/Lander, WY",3,0,3,0,1,6,0,14
32,"Roanoke, VA",6,0,7,0,5,13,4,58
32,"Rochester, MN",1,0,7,0,7,7,0,28
32,"Rochester, NY",34,4,52,0,47,72,21,243
32,"Rock Springs, WY",3,0,3,0,0,3,0,14
32,"Rockford, IL",6,1,3,0,4,8,0,16
32,"Roswell, NM",1,0,0,0,0,1,0,21
32,"Sacramento, CA",119,2,105,0,147,243,12,1141
32,"Saginaw/Bay City/Midland, MI",11,0,4,0,3,15,1,46
32,"Saipan, TT",0,0,0,0,0,0,0,7
32,"Salina, KS",0,0,0,0,0,0,0,14
32,"Salt Lake City, UT",343,21,254,0,245,548,19,2262
32,"San Angelo, TX",1,0,1,0,1,2,0,21
32,"San Antonio, TX",73,2,80,0,108,162,13,828
32,"San Diego, CA",236,17,395,0,345,587,25,1965
32,"San Francisco, CA",308,11,256,0,339,573,25,2714
32,"San Jose, CA",72,2,84,1,102,174,9,1040
32,"San Juan, PR",139,2,116,0,135,226,18,738
32,"San Luis Obispo, CA",14,0,11,0,7,20,1,102
32,"Sanford, FL",29,16,33,0,32,66,10,220
32,"Santa Ana, CA",73,1,90,0,101,168,8,845
32,"Santa Barbara, CA",11,1,14,0,8,17,1,156
32,"Santa Fe, NM",10,5,7,0,2,19,0,70
32,"Santa Maria, CA",0,0,1,0,1,1,0,2
32,"Santa Rosa, CA",10,0,10,0,12,20,0,73
32,"Sarasota/Bradenton, FL",29,3,25,0,46,55,21,235
32,"Sault Ste. Marie, MI",3,0,2,1,0,4,0,14
32,"Savannah, GA",32,19,50,1,56,96,42,377
32,"Scottsbluff, NE",2,0,3,0,1,4,0,12
32,"Scranton/Wilkes-Barre, PA",9,0,9,0,10,14,1,35
32,"Seattle, WA",533,42,550,7,492,1002,35,3676
32,"Sheridan, WY",1,0,3,0,1,3,0,14
32,"Shreveport, LA",6,5,8,0,9,16,2,96
32,"Sioux City, IA",3,0,3,0,2,5,0,14
32,"Sioux Falls, SD",17,5,19,0,13,36,1,127
32,"Sitka, AK",2,5,3,1,6,13,4,42
32,"South Bend, IN",23,4,19,0,11,36,1,131
32,"Spokane, WA",36,4,44,2,41,75,1,376
32,"Springfield, IL",0,0,1,0,1,1,0,2
32,"Springfield, MO",26,9,31,0,31,55,1,211
32,"St. Cloud, MN",0,0,0,0,0,0,0,2
32,"St. George, UT",3,0,2,0,3,6,0,53
32,"St. Louis, MO",200,3,125,1,212,320,28,1305
32,"St. Petersburg, FL",16,9,20,0,20,42,9,210
32,"State College, PA",0,1,1,0,2,3,0,8
32,"Stillwater, OK",4,0,2,0,0,3,0,14
32,"Stockton, CA",3,0,3,0,3,5,0,11
32,"Sun Valley/Hailey/Ketchum, ID",6,1,6,0,1,10,0,44
32,"Syracuse, NY",43,11,53,0,49,81,15,262
32,"Tallahassee, FL",13,5,15,0,17,25,12,128
32,"Tampa, FL",236,21,203,2,241,385,114,1339
32,"Texarkana, AR",2,0,1,0,1,2,0,14
32,"Toledo, OH",0,0,1,0,1,1,0,6
