week_number,origin_city,bool_carrier_delay_min,bool_weather_delay_min,bool_traffic_delay_min,bool_security_delay_min,bool_late_aircraft_delay_min,is_late,cancelled,flight_number
4,"Texarkana, AR",3,0,1,0,0,4,1,14
4,"Toledo, OH",0,0,0,0,0,0,0,7
4,"Traverse City, MI",8,4,10,0,9,21,2,47
4,"Trenton, NJ",3,0,2,0,7,9,4,54
4,"Tucson, AZ",27,5,36,0,26,64,0,359
4,"Tulsa, OK",21,9,47,0,37,70,6,277
4,"Twin Falls, ID",0,0,0,0,0,0,0,14
4,"Tyler, TX",4,2,4,0,2,7,4,21
4,"Valdosta, GA",0,0,0,0,1,1,0,14
4,"Valparaiso, FL",6,6,7,0,15,19,3,123
4,"Vernal, UT",0,0,0,0,0,0,0,12
4,"Victoria, TX",1,0,1,0,2,3,0,12
4,"Waco, TX",2,1,1,0,2,4,1,21
4,"Walla Walla, WA",0,0,0,0,1,1,4,14
4,"Washington, DC",278,17,182,3,254,492,126,3599
4,"West Palm Beach/Palm Beach, FL",71,0,49,1,83,116,25,653
4,"White Plains, NY",31,7,19,1,27,54,11,247
4,"Wichita Falls, TX",3,3,4,0,1,7,3,14
4,"Wichita, KS",20,2,37,0,21,47,3,175
4,"Williston, ND",7,1,5,0,1,10,0,34
4,"Wilmington, NC",9,3,13,0,13,21,2,115
4,"Worcester, MA",2,1,5,0,4,7,2,25
4,"Wrangell, AK",0,0,2,0,3,3,0,14
4,"Yakutat, AK",0,0,0,0,2,2,2,14
4,"Yuma, AZ",3,1,6,0,1,7,0,25
5,"Aberdeen, SD",0,1,0,0,0,1,0,14
5,"Abilene, TX",2,0,2,0,2,3,0,34
5,"Adak Island, AK",0,0,1,1,0,1,0,2
5,"Aguadilla, PR",3,0,7,0,4,7,0,43
5,"Akron, OH",7,0,1,0,1,5,0,61
5,"Albany, GA",2,0,1,0,0,2,0,14
5,"Albany, NY",9,1,7,0,11,16,0,193
5,"Albuquerque, NM",23,4,35,2,30,60,3,388
5,"Alexandria, LA",4,0,2,0,3,5,0,35
5,"Allentown/Bethlehem/Easton, PA",2,1,0,0,2,4,0,77
5,"Alpena, MI",1,3,0,0,0,4,0,11
5,"Amarillo, TX",1,1,7,0,0,8,1,86
5,"Anchorage, AK",27,17,104,0,36,119,6,251
5,"Appleton, WI",8,7,6,0,3,21,0,102
5,"Arcata/Eureka, CA",2,3,5,0,4,12,3,34
5,"Asheville, NC",5,1,7,0,5,13,1,176
5,"Ashland, WV",1,0,1,0,1,1,0,4
5,"Aspen, CO",14,4,17,2,10,32,42,212
5,"Atlanta, GA",333,13,296,4,151,521,4,5842
5,"Atlantic City, NJ",1,0,2,0,1,4,0,56
5,"Augusta, GA",6,1,2,0,2,7,0,61
5,"Austin, TX",70,4,129,2,82,185,11,1423
5,"Bakersfield, CA",2,0,0,0,0,2,0,39
5,"Baltimore, MD",111,0,51,0,108,170,4,1664
5,"Bangor, ME",2,0,2,0,3,5,1,55
5,"Barrow, AK",0,0,2,0,2,2,1,7
5,"Baton Rouge, LA",7,2,5,0,7,11,0,91
5,"Beaumont/Port Arthur, TX",3,0,1,0,0,2,0,14
5,"Belleville, IL",2,0,2,0,1,3,0,11
5,"Bellingham, WA",3,1,6,0,1,8,2,44
5,"Bemidji, MN",1,1,1,0,0,2,1,14
5,"Bend/Redmond, OR",9,3,10,0,5,17,1,112
5,"Bethel, AK",0,1,5,6,6,8,1,14
5,"Billings, MT",1,1,6,0,3,7,0,61
5,"Binghamton, NY",0,0,0,0,0,0,0,7
5,"Birmingham, AL",16,3,16,0,23,32,0,296
5,"Bishop, CA",0,1,3,0,1,3,4,12
5,"Bismarck/Mandan, ND",6,3,3,0,2,12,0,62
5,"Bloomington/Normal, IL",2,0,1,0,1,3,0,32
5,"Boise, ID",18,5,35,0,24,56,7,353
5,"Boston, MA",134,56,105,0,126,261,4,2308
5,"Bozeman, MT",12,7,37,0,15,47,2,187
5,"Brainerd, MN",0,1,0,0,0,1,0,12
5,"Bristol/Johnson City/Kingsport, TN",0,0,1,0,0,1,0,42
5,"Brownsville, TX",0,0,1,0,1,2,0,25
5,"Brunswick, GA",1,1,1,0,0,2,0,14
5,"Buffalo, NY",13,1,9,0,12,26,1,366
5,"Burbank, CA",31,4,42,1,30,85,32,500
5,"Burlington, VT",9,0,3,0,8,15,0,122
5,"Butte, MT",0,0,0,0,0,0,0,13
5,"Casper, WY",0,0,0,0,0,0,0,7
5,"Cedar City, UT",1,0,0,0,0,1,0,12
5,"Cedar Rapids/Iowa City, IA",7,6,3,0,7,17,1,129
5,"Champaign/Urbana, IL",2,0,1,0,1,3,0,28
5,"Charleston, SC",11,0,17,0,17,28,0,394
5,"Charleston/Dunbar, WV",3,0,5,0,1,6,0,62
5,"Charlotte Amalie, VI",11,1,22,0,10,26,0,121
5,"Charlotte, NC",336,3,265,13,285,521,2,3757
5,"Charlottesville, VA",4,0,7,0,1,10,0,57
5,"Chattanooga, TN",7,0,7,0,2,13,0,112
5,"Cheyenne, WY",0,0,0,0,0,0,2,13
5,"Chicago, IL",289,23,225,3,193,516,21,5823
5,"Christiansted, VI",0,0,8,0,3,7,0,33
5,"Cincinnati, OH",23,2,35,0,22,63,0,698
5,"Clarksburg/Fairmont, WV",0,0,0,0,0,0,0,2
5,"Cleveland, OH",33,3,26,0,26,58,2,699
5,"College Station/Bryan, TX",1,0,1,0,0,1,0,21
5,"Colorado Springs, CO",15,4,21,0,15,35,3,209
5,"Columbia, MO",0,0,0,0,0,0,0,28
5,"Columbia, SC",6,0,4,0,4,10,0,115
5,"Columbus, GA",4,2,2,0,0,6,0,20
5,"Columbus, MS",0,0,0,0,1,1,0,14
5,"Columbus, OH",23,3,34,0,24,63,1,734
5,"Concord, NC",0,1,1,0,3,4,0,14
5,"Cordova, AK",0,0,4,0,2,4,1,14
5,"Corpus Christi, TX",3,1,5,0,4,7,0,71
5,"Dallas, TX",102,2,98,0,97,169,4,1328
5,"Dallas/Fort Worth, TX",524,27,496,6,340,821,5,5320
5,"Dayton, OH",10,0,7,0,9,18,0,132
5,"Daytona Beach, FL",5,0,1,0,4,6,0,47
5,"Deadhorse, AK",0,0,5,0,5,5,0,11
5,"Decatur, IL",0,0,0,0,2,1,0,19
5,"Denver, CO",758,137,863,2,636,1286,121,5158
5,"Des Moines, IA",21,1,13,0,23,42,1,284
5,"Detroit, MI",123,26,112,0,52,228,2,2125
5,"Devils Lake, ND",0,0,0,0,0,0,5,13
5,"Dickinson, ND",0,0,0,0,0,0,3,12
5,"Dodge City, KS",0,0,1,0,0,1,1,12
5,"Dothan, AL",1,0,0,0,2,2,0,14
5,"Duluth, MN",2,0,0,0,0,2,0,34
5,"Durango, CO",9,1,4,0,3,11,2,60
5,"Eagle, CO",20,3,28,0,13,39,3,138
5,"El Paso, TX",15,1,25,0,24,39,2,281
5,"Elko, NV",0,0,0,0,0,0,0,7
5,"Elmira/Corning, NY",2,1,0,0,0,3,0,18
5,"Escanaba, MI",2,0,0,0,0,2,0,12
5,"Eugene, OR",8,7,24,1,12,32,2,129
5,"Evansville, IN",2,0,1,0,2,3,0,36
5,"Everett, WA",1,0,6,0,0,6,1,25
5,"Fairbanks, AK",3,5,16,0,5,19,1,42
5,"Fargo, ND",3,1,2,0,4,9,2,120
5,"Fayetteville, AR",9,1,13,2,7,23,0,216
5,"Fayetteville, NC",1,0,0,0,1,1,0,28
5,"Flagstaff, AZ",2,1,2,0,1,4,1,25
5,"Flint, MI",1,0,4,0,0,4,0,40
5,"Fort Dodge, IA",0,1,0,0,2,3,0,12
5,"Fort Lauderdale, FL",232,6,215,9,146,346,7,1881
5,"Fort Myers, FL",50,0,52,0,62,92,1,855
5,"Fort Smith, AR",1,1,3,0,0,4,0,21
5,"Fort Wayne, IN",13,0,5,0,1,13,0,71
5,"Fresno, CA",13,3,24,0,15,40,5,198
5,"Gainesville, FL",2,1,1,0,3,5,0,45
5,"Garden City, KS",0,0,0,0,0,0,0,14
5,"Gillette, WY",0,0,0,0,0,0,1,14
5,"Grand Forks, ND",1,0,2,0,0,2,1,27
5,"Grand Island, NE",1,0,2,0,2,3,0,18
5,"Grand Junction, CO",4,2,4,0,1,7,2,65
5,"Grand Rapids, MI",24,3,10,1,14,35,3,357
5,"Great Falls, MT",3,2,4,0,2,6,1,52
5,"Green Bay, WI",4,9,3,0,4,17,0,78
5,"Greensboro/High Point, NC",11,0,13,0,7,23,0,214
5,"Greer, SC",12,0,8,0,6,18,0,282
5,"Guam, TT",0,0,0,0,0,0,0,14
5,"Gulfport/Biloxi, MS",0,0,1,0,1,1,0,53
5,"Gunnison, CO",0,0,1,0,2,3,0,21
5,"Hagerstown, MD",0,0,0,0,0,0,0,4
5,"Hancock/Houghton, MI",0,0,1,0,0,0,2,14
5,"Harlingen/San Benito, TX",1,0,3,0,2,3,0,74
5,"Harrisburg, PA",3,0,1,0,1,4,0,78
5,"Hartford, CT",18,0,8,0,21,31,0,361
5,"Hattiesburg/Laurel, MS",1,0,0,0,0,1,0,12
5,"Hayden, CO",13,2,23,0,11,28,5,98
5,"Hays, KS",1,0,0,0,1,2,0,14
5,"Helena, MT",6,3,6,0,0,9,0,35
5,"Hibbing, MN",0,1,0,0,0,1,1,12
5,"Hilo, HI",16,5,8,0,16,26,0,130
5,"Hilton Head, SC",0,0,0,0,1,1,1,14
5,"Honolulu, HI",124,14,28,0,160,213,14,1138
5,"Houston, TX",248,15,267,2,182,463,4,3019
5,"Huntsville, AL",6,0,9,0,9,15,1,159
5,"Idaho Falls, ID",3,1,4,0,1,6,1,46
5,"Indianapolis, IN",31,0,43,1,33,72,4,799
5,"International Falls, MN",0,0,0,0,0,0,2,12
5,"Iron Mountain/Kingsfd, MI",1,1,0,0,0,2,0,14
5,"Islip, NY",4,1,5,0,7,9,0,104
5,"Ithaca/Cortland, NY",0,1,0,0,0,1,0,14
5,"Jackson, WY",8,2,16,0,12,22,1,123
5,"Jackson/Vicksburg, MS",8,3,5,0,10,14,0,119
5,"Jacksonville, FL",20,3,30,0,29,50,1,504
5,"Jacksonville/Camp Lejeune, NC",1,0,0,0,1,2,0,15
5,"Jamestown, ND",0,1,0,0,0,1,4,13
5,"Johnstown, PA",0,0,0,0,1,1,0,14
5,"Joplin, MO",1,1,0,0,0,2,1,12
5,"Juneau, AK",5,4,18,0,10,25,4,77
5,"Kahului, HI",46,9,23,0,65,79,10,494
5,"Kalamazoo, MI",1,1,0,0,0,2,0,20
5,"Kalispell, MT",4,3,9,0,4,14,4,54
5,"Kansas City, MO",34,2,51,0,44,83,2,836
5,"Ketchikan, AK",0,3,4,0,9,9,3,42
5,"Key West, FL",33,2,34,0,29,47,1,193
5,"Killeen, TX",0,0,0,0,0,0,0,28
5,"Knoxville, TN",19,0,21,0,11,37,0,246
5,"Kodiak, AK",2,2,1,0,3,7,1,14
5,"Kona, HI",29,12,15,0,50,56,5,306
5,"Kotzebue, AK",0,0,2,0,2,2,1,7
5,"La Crosse, WI",0,0,0,0,0,0,0,2
5,"Lafayette, LA",1,6,4,0,2,7,0,46
5,"Lake Charles, LA",4,0,0,0,0,4,0,21
5,"Lansing, MI",2,0,1,0,2,3,0,26
5,"Laramie, WY",0,0,2,0,1,2,3,12
5,"Laredo, TX",0,0,2,0,0,2,0,29
5,"Las Vegas, NV",438,21,517,4,542,913,98,3278
5,"Latrobe, PA",0,0,0,0,0,0,0,7
5,"Lawton/Fort Sill, OK",1,0,0,0,0,1,0,21
5,"Lewiston, ID",1,0,0,0,0,1,1,21
5,"Lexington, KY",11,0,10,0,5,19,0,145
5,"Lihue, HI",23,11,12,0,44,55,3,291
5,"Lincoln, NE",0,0,0,0,0,0,0,7
5,"Little Rock, AR",8,2,19,0,11,27,0,202
5,"Long Beach, CA",26,4,31,0,35,62,11,335
5,"Longview, TX",1,0,0,0,0,1,0,14
5,"Los Angeles, CA",398,35,493,2,257,748,45,3374
5,"Louisville, KY",14,1,22,0,13,34,1,391
5,"Lubbock, TX",7,0,11,0,9,14,1,105
5,"Madison, WI",12,4,4,0,6,18,1,200
5,"Manchester, NH",2,0,0,0,4,5,0,77
5,"Manhattan/Ft. Riley, KS",1,0,0,0,0,1,0,21
5,"Marquette, MI",0,1,0,0,0,1,0,10
5,"Mason City, IA",1,0,0,0,0,1,2,12
5,"Medford, OR",6,3,4,0,3,10,1,79
5,"Melbourne, FL",3,0,2,0,6,6,0,51
5,"Memphis, TN",22,1,26,0,11,40,0,378
5,"Meridian, MS",1,0,0,0,0,1,0,12
5,"Miami, FL",375,31,406,8,283,591,4,2273
5,"Midland/Odessa, TX",5,0,9,0,5,15,3,151
5,"Milwaukee, WI",17,1,16,0,33,45,1,481
5,"Minneapolis, MN",128,28,77,0,42,213,16,2095
5,"Minot, ND",1,4,2,0,3,8,0,42
5,"Mission/McAllen/Edinburg, TX",6,0,6,0,3,10,0,71
5,"Missoula, MT",2,4,7,0,2,10,11,52
5,"Moab, UT",0,0,0,0,0,0,0,3
5,"Mobile, AL",4,1,5,0,1,8,0,55
5,"Moline, IL",8,1,10,0,3,15,1,79
5,"Monroe, LA",0,0,3,0,2,4,0,35
5,"Monterey, CA",1,3,4,0,3,7,7,70
5,"Montgomery, AL",4,0,4,0,2,6,0,47
5,"Montrose/Delta, CO",11,1,11,0,9,17,4,84
5,"Mosinee, WI",0,0,0,0,1,1,0,14
5,"Myrtle Beach, SC",4,0,0,0,6,8,0,177
5,"Nashville, TN",78,0,99,1,85,170,5,1675
5,"New Orleans, LA",56,2,53,0,67,110,2,909
5,"New York, NY",240,8,103,1,151,352,12,5198
5,"Newark, NJ",139,3,71,0,133,224,17,2342
5,"Newburgh/Poughkeepsie, NY",1,0,1,0,1,1,0,6
5,"Niagara Falls, NY",2,0,0,0,0,2,0,8
5,"Nome, AK",0,0,1,0,2,2,1,7
5,"Norfolk, VA",5,0,22,0,17,38,0,341
5,"North Bend/Coos Bay, OR",0,1,0,0,0,1,1,4
5,"North Platte, NE",0,0,1,0,1,1,1,12
5,"Oakland, CA",75,7,79,1,76,157,19,771
5,"Oklahoma City, OK",15,1,20,1,21,41,1,386
5,"Omaha, NE",22,1,23,0,23,51,1,433
5,"Ontario, CA",22,2,26,0,24,52,9,412
5,"Orlando, FL",249,5,268,6,202,433,12,3155
5,"Pago Pago, TT",2,0,0,0,1,1,0,2
5,"Palm Springs, CA",26,2,35,0,15,54,11,325
5,"Panama City, FL",2,0,3,0,2,4,1,92
5,"Pasco/Kennewick/Richland, WA",7,10,4,0,1,19,3,80
5,"Pellston, MI",1,1,0,0,0,2,0,12
5,"Pensacola, FL",8,0,7,0,9,14,0,189
5,"Peoria, IL",2,2,1,0,2,6,0,66
5,"Petersburg, AK",0,0,2,0,2,3,2,14
5,"Philadelphia, PA",70,1,54,0,75,134,0,1553
5,"Phoenix, AZ",292,13,360,2,265,559,17,3523
5,"Pittsburgh, PA",17,1,27,0,29,54,1,741
5,"Plattsburgh, NY",0,0,1,0,2,2,0,6
5,"Pocatello, ID",0,0,0,0,0,0,0,14
5,"Ponce, PR",1,0,2,0,0,1,0,16
5,"Portland, ME",4,2,6,0,3,12,0,136
5,"Portland, OR",66,8,150,1,53,190,18,945
5,"Portsmouth, NH",1,0,0,0,1,2,0,4
5,"Prescott, AZ",1,0,3,0,2,4,1,14
5,"Providence, RI",7,0,5,0,9,15,1,211
5,"Provo, UT",1,0,3,0,1,4,0,36
5,"Punta Gorda, FL",10,3,6,0,7,14,0,114
5,"Raleigh/Durham, NC",36,0,51,0,48,89,4,1017
5,"Rapid City, SD",7,7,7,0,9,19,11,68
5,"Redding, CA",2,0,0,0,0,2,1,21
5,"Reno, NV",34,12,71,0,50,94,10,337
5,"Rhinelander, WI",1,0,0,0,0,1,0,14
5,"Richmond, VA",6,0,15,0,15,27,1,301
5,"Riverton/Lander, WY",1,0,0,0,0,1,1,9
5,"Roanoke, VA",3,1,6,0,3,9,0,64
5,"Rochester, MN",1,0,0,0,2,3,0,20
5,"Rochester, NY",8,1,9,0,11,21,0,214
5,"Rock Springs, WY",0,2,2,0,1,3,0,9
5,"Rockford, IL",0,0,2,0,0,2,0,13
5,"Roswell, NM",0,1,0,0,0,1,0,14
5,"Sacramento, CA",67,9,71,0,69,146,28,908
5,"Saginaw/Bay City/Midland, MI",2,2,1,0,1,5,0,40
5,"Saipan, TT",0,0,0,0,0,0,0,7
5,"Salina, KS",1,1,1,0,1,3,0,14
5,"Salt Lake City, UT",181,28,191,0,62,327,13,2116
5,"San Angelo, TX",0,0,1,0,1,1,0,21
5,"San Antonio, TX",41,2,69,0,43,99,4,727
5,"San Diego, CA",141,18,248,0,169,358,38,1560
5,"San Francisco, CA",271,48,320,1,256,570,116,2225
5,"San Jose, CA",72,11,73,0,60,140,24,842
5,"San Juan, PR",94,1,134,0,48,154,3,612
5,"San Luis Obispo, CA",3,2,9,0,4,12,3,74
5,"Sanford, FL",10,3,5,0,4,14,0,157
5,"Santa Ana, CA",53,5,74,0,68,136,20,815
5,"Santa Barbara, CA",5,1,13,0,8,20,13,123
5,"Santa Fe, NM",2,0,0,0,0,2,0,28
5,"Santa Maria, CA",1,0,1,0,2,2,0,2
5,"Santa Rosa, CA",1,0,4,0,6,8,0,54
5,"Sarasota/Bradenton, FL",14,0,13,0,15,28,0,354
5,"Sault Ste. Marie, MI",5,3,0,0,0,7,0,14
5,"Savannah, GA",12,0,8,0,15,21,1,294
5,"Scottsbluff, NE",1,1,1,0,0,3,1,12
5,"Scranton/Wilkes-Barre, PA",0,0,1,0,2,3,0,31
5,"Seattle, WA",227,49,436,1,180,619,51,2583
5,"Sheridan, WY",0,0,0,0,0,0,3,14
5,"Shreveport, LA",3,2,7,0,6,10,0,71
5,"Sioux City, IA",1,0,0,0,0,1,0,14
5,"Sioux Falls, SD",13,1,7,0,5,16,2,133
5,"Sitka, AK",0,0,1,0,2,3,3,21
5,"South Bend, IN",7,0,3,0,3,6,0,116
5,"Spokane, WA",20,13,28,0,21,58,8,287
5,"Springfield, IL",0,0,1,0,1,1,0,2
5,"Springfield, MO",6,1,6,0,3,11,1,134
5,"St. Cloud, MN",0,0,0,0,0,0,0,4
5,"St. George, UT",8,1,4,0,0,9,1,48
5,"St. Louis, MO",55,3,57,0,73,119,4,1104
5,"St. Petersburg, FL",8,2,6,0,7,14,0,115
5,"Stillwater, OK",0,0,0,0,0,0,0,14
5,"Stockton, CA",0,0,2,0,2,3,0,8
5,"Sun Valley/Hailey/Ketchum, ID",4,3,4,0,1,9,2,56
5,"Syracuse, NY",8,0,4,0,7,13,0,249
5,"Tallahassee, FL",12,1,13,0,16,22,0,111
5,"Tampa, FL",102,2,108,0,107,193,3,1500
5,"Texarkana, AR",0,0,0,0,0,0,0,14
5,"Toledo, OH",1,0,0,0,0,1,0,7
5,"Traverse City, MI",2,1,0,0,3,5,0,47
5,"Trenton, NJ",3,0,2,0,3,6,0,54
5,"Tucson, AZ",37,8,38,0,35,73,3,352
5,"Tulsa, OK",10,0,15,0,12,29,0,274
5,"Twin Falls, ID",2,0,0,0,0,2,0,14
5,"Tyler, TX",2,0,0,0,0,2,0,21
5,"Valdosta, GA",0,0,0,0,1,1,0,14
5,"Valparaiso, FL",4,0,4,0,1,6,0,117
5,"Vernal, UT",1,0,1,0,0,1,0,5
5,"Victoria, TX",1,0,0,0,1,2,0,12
5,"Waco, TX",3,0,1,0,1,4,0,21
5,"Walla Walla, WA",0,0,0,0,0,0,6,14
5,"Washington, DC",141,5,125,2,144,289,6,3583
5,"West Palm Beach/Palm Beach, FL",52,1,42,1,48,80,1,648
5,"White Plains, NY",12,3,4,0,8,18,0,247
5,"Wichita Falls, TX",1,1,1,0,0,2,0,14
5,"Wichita, KS",7,2,14,1,7,24,0,171
5,"Williston, ND",0,5,2,0,0,5,4,34
5,"Wilmington, NC",3,0,0,0,5,7,0,115
5,"Worcester, MA",0,0,1,0,0,1,0,25
5,"Wrangell, AK",1,0,1,0,3,4,3,14
5,"Yakutat, AK",0,1,4,0,2,4,0,14
5,"Yuma, AZ",2,0,1,0,0,2,0,25
6,"Aberdeen, SD",1,0,0,0,0,1,0,14
6,"Abilene, TX",3,1,3,0,3,6,0,34
6,"Adak Island, AK",0,0,0,0,0,0,0,2
6,"Aguadilla, PR",2,0,1,0,4,4,0,42
6,"Akron, OH",4,1,1,0,2,6,0,61
6,"Albany, GA",0,1,0,0,0,1,0,14
6,"Albany, NY",4,0,3,0,7,9,1,193
6,"Albuquerque, NM",36,8,40,0,42,81,2,384
6,"Alexandria, LA",3,3,4,0,1,8,0,35
6,"Allentown/Bethlehem/Easton, PA",3,0,1,0,0,3,0,74
6,"Alpena, MI",1,0,0,0,0,1,0,12
6,"Amarillo, TX",1,2,15,0,5,17,0,86
6,"Anchorage, AK",12,0,9,0,7,17,1,250
6,"Appleton, WI",8,6,4,0,2,16,3,102
6,"Arcata/Eureka, CA",1,0,5,0,8,11,0,33
6,"Asheville, NC",10,0,12,0,6,17,0,176
6,"Ashland, WV",1,0,0,0,1,1,0,4
6,"Aspen, CO",25,15,33,17,24,84,5,212
6,"Atlanta, GA",362,9,292,0,125,526,0,5808
6,"Atlantic City, NJ",1,0,0,0,1,2,0,56
6,"Augusta, GA",4,1,2,0,1,6,0,60
6,"Austin, TX",108,7,146,1,117,221,4,1395
6,"Bakersfield, CA",2,0,3,0,2,4,1,39
6,"Baltimore, MD",113,0,67,1,71,155,2,1657
6,"Bangor, ME",4,0,4,0,4,6,0,55
6,"Barrow, AK",0,0,2,0,3,3,0,7
6,"Baton Rouge, LA",10,4,11,0,7,18,0,97
6,"Beaumont/Port Arthur, TX",0,0,4,0,1,2,0,14
6,"Belleville, IL",2,0,1,0,2,2,0,11
6,"Bellingham, WA",0,0,4,0,2,5,0,44
6,"Bemidji, MN",1,0,1,0,0,1,1,14
6,"Bend/Redmond, OR",9,5,9,0,7,20,2,111
6,"Bethel, AK",0,2,3,1,2,3,1,14
6,"Billings, MT",6,0,9,0,2,12,0,60
6,"Binghamton, NY",0,0,0,0,0,0,0,7
6,"Birmingham, AL",15,4,14,0,15,27,1,290
6,"Bishop, CA",0,1,0,0,1,2,2,12
6,"Bismarck/Mandan, ND",10,2,8,0,2,14,0,61
6,"Bloomington/Normal, IL",2,2,3,0,3,7,0,32
6,"Boise, ID",28,0,29,0,17,51,2,353
6,"Boston, MA",130,0,85,1,68,200,2,2298
6,"Bozeman, MT",18,6,35,0,14,49,1,194
6,"Brainerd, MN",1,0,0,0,0,1,0,12
6,"Bristol/Johnson City/Kingsport, TN",0,0,0,0,0,0,0,41
6,"Brownsville, TX",0,0,0,0,1,0,0,25
6,"Brunswick, GA",1,0,1,0,0,0,0,14
6,"Buffalo, NY",11,0,12,0,10,24,1,362
6,"Burbank, CA",28,2,41,1,42,82,10,500
6,"Burlington, VT",5,0,0,0,4,7,0,122
6,"Butte, MT",0,0,0,0,0,0,0,13
6,"Casper, WY",0,0,0,0,0,0,0,7
6,"Cedar City, UT",1,0,0,0,0,1,0,12
6,"Cedar Rapids/Iowa City, IA",4,0,9,0,4,10,0,127
6,"Champaign/Urbana, IL",1,1,3,0,2,4,0,28
6,"Charleston, SC",20,0,22,0,17,38,0,392
6,"Charleston/Dunbar, WV",10,0,2,0,1,11,0,61
6,"Charlotte Amalie, VI",20,3,22,0,16,34,10,121
6,"Charlotte, NC",325,5,289,14,252,526,4,3752
6,"Charlottesville, VA",4,0,6,0,1,9,0,57
6,"Chattanooga, TN",5,2,6,0,6,11,0,112
6,"Cheyenne, WY",0,0,0,0,0,0,0,13
6,"Chicago, IL",383,62,380,1,267,709,3,5841
6,"Christiansted, VI",4,0,7,1,8,11,0,33
6,"Cincinnati, OH",25,2,30,0,12,45,0,693
6,"Clarksburg/Fairmont, WV",0,0,0,0,0,0,0,2
6,"Cleveland, OH",19,0,15,0,16,30,0,697
6,"College Station/Bryan, TX",2,0,6,0,3,7,0,21
6,"Colorado Springs, CO",19,4,32,0,20,47,0,206
6,"Columbia, MO",1,0,3,0,2,4,0,28
6,"Columbia, SC",5,0,6,0,3,9,0,115
6,"Columbus, GA",2,0,0,0,0,2,0,19
6,"Columbus, MS",0,0,0,0,0,0,0,14
6,"Columbus, OH",35,2,23,0,25,59,0,729
6,"Concord, NC",1,0,0,0,0,1,0,14
6,"Cordova, AK",0,0,0,0,1,1,1,14
6,"Corpus Christi, TX",1,0,7,0,6,10,0,71
6,"Dallas, TX",129,1,106,0,109,192,1,1327
6,"Dallas/Fort Worth, TX",646,76,495,3,487,961,4,5307
6,"Dayton, OH",9,1,7,0,6,13,0,131
6,"Daytona Beach, FL",4,0,2,0,1,6,0,45
6,"Deadhorse, AK",0,0,0,0,0,0,0,11
6,"Decatur, IL",1,0,0,0,1,2,0,19
6,"Denver, CO",780,32,836,2,467,1219,12,5171
6,"Des Moines, IA",19,3,26,1,9,38,1,279
6,"Detroit, MI",64,5,45,1,26,103,0,2100
6,"Devils Lake, ND",1,1,1,0,1,3,0,13
6,"Dickinson, ND",0,0,0,0,0,0,1,12
6,"Dodge City, KS",1,0,0,0,0,1,0,12
6,"Dothan, AL",0,0,2,0,0,2,0,14
6,"Duluth, MN",0,2,2,0,1,3,0,33
6,"Durango, CO",11,6,12,0,5,22,0,60
6,"Eagle, CO",16,3,14,1,14,31,1,145
6,"El Paso, TX",19,4,24,0,28,50,1,279
6,"Elko, NV",0,0,0,0,0,0,0,7
6,"Elmira/Corning, NY",0,0,0,0,0,0,0,18
6,"Escanaba, MI",0,0,0,0,0,0,0,12
6,"Eugene, OR",8,0,12,0,7,18,0,128
6,"Evansville, IN",4,1,3,0,1,5,0,35
6,"Everett, WA",2,0,3,0,0,4,0,25
6,"Fairbanks, AK",2,0,2,0,0,2,0,42
6,"Fargo, ND",4,5,12,0,4,16,0,119
6,"Fayetteville, AR",14,2,21,0,14,27,0,213
6,"Fayetteville, NC",1,0,0,0,0,1,0,28
6,"Flagstaff, AZ",5,6,7,0,0,12,0,25
6,"Flint, MI",2,0,2,0,1,2,0,40
6,"Fort Dodge, IA",0,0,0,0,1,1,0,12
6,"Fort Lauderdale, FL",217,1,220,14,133,321,2,1885
6,"Fort Myers, FL",38,1,51,1,48,82,1,849
6,"Fort Smith, AR",1,0,6,0,3,7,0,21
6,"Fort Wayne, IN",5,2,3,0,2,8,0,70
6,"Fresno, CA",24,2,23,0,11,43,0,194
6,"Gainesville, FL",3,0,2,0,2,4,0,42
6,"Garden City, KS",1,0,0,0,0,1,0,14
6,"Gillette, WY",0,0,0,0,0,0,0,14
6,"Grand Forks, ND",0,2,3,0,2,5,1,28
6,"Grand Island, NE",1,1,2,0,0,2,0,18
6,"Grand Junction, CO",11,2,12,0,5,18,0,65
6,"Grand Rapids, MI",6,1,8,0,7,16,0,354
6,"Great Falls, MT",8,5,9,0,3,16,1,51
6,"Green Bay, WI",2,2,4,0,2,9,3,77
6,"Greensboro/High Point, NC",11,0,12,0,4,21,0,214
6,"Greer, SC",18,0,13,1,11,29,0,275
6,"Guam, TT",0,0,0,0,0,0,0,14
6,"Gulfport/Biloxi, MS",2,1,2,0,2,4,0,53
6,"Gunnison, CO",4,0,4,0,1,4,0,21
6,"Hagerstown, MD",0,0,1,0,1,1,0,4
6,"Hancock/Houghton, MI",3,0,1,0,0,4,1,14
6,"Harlingen/San Benito, TX",4,0,3,0,7,9,1,74
6,"Harrisburg, PA",3,1,2,0,3,7,0,82
6,"Hartford, CT",13,0,22,0,17,38,1,359
6,"Hattiesburg/Laurel, MS",0,0,0,0,1,1,0,12
6,"Hayden, CO",16,2,25,0,21,33,0,102
6,"Hays, KS",1,0,1,0,1,2,0,14
6,"Helena, MT",2,1,2,0,0,3,0,35
6,"Hibbing, MN",1,3,2,0,0,4,0,12
